bb_idx,MT_NetTepi,WT_NetTepi
2223,,
2224,0.046,0.049
2225,,
2226,0.042,0.052
2227,,
2228,,
2229,0.011,0.025
2230,,
2231,0.066,0.094
2232,,
2233,,
2234,0.055,0.062
2235,,
2236,0.021,0.036
2237,,
2238,,
2239,0.02,0.036
2240,,
2241,0.016,0.032
2242,,
2243,,
2244,0.199,0.226
2245,,
2246,0.022,0.025
2247,,
2248,,
2249,0.046,0.033
2250,,
2251,0.033,0.029
2252,,
2253,,
2254,0.033,0.028
2255,,
2256,0.024,0.023
2257,,
2258,,
2259,0.055,0.05
2260,,
2261,,
2262,,
2263,0.07,0.05
2264,,
2265,,
2266,,
2267,0.268,0.121
2268,,
2269,,
2270,,
2271,0.048,0.014
2272,,
2273,,
2274,,
2275,0.045,0.006
2276,,
2277,,
2278,,
2279,0.016,-0.014
2280,,
2281,,
2282,,
2283,0.066,0.024
2284,,
2285,,
2286,,
2287,-0.0,0.001
2288,,
2289,,
2290,,
2291,0.199,0.087
2292,,
2293,,
2294,,
2295,0.039,0.048
2296,,
2297,,
2298,,
2299,0.048,0.06
2300,,
2301,,
2302,,
2303,0.013,0.015
2304,,
2305,,
2306,,
2307,-0.002,-0.001
2308,,
2309,,
2310,,
2311,-0.011,-0.009
2312,,
2313,,
2314,,
2315,0.012,0.012
2316,,
2317,,
2318,,
2319,0.036,0.025
2320,,
2321,,
2322,,
2323,0.025,0.026
2324,,
2325,,
2326,,
2327,0.102,0.341
2328,,
2329,,
2330,,
2331,0.033,0.032
2332,,
2333,,
2334,,
2335,0.037,0.037
2336,,
2337,,
2338,,
2339,0.035,0.036
2340,,
2341,,
2342,,
2343,0.065,0.06
2344,,
2345,,
2346,,
2347,0.114,0.108
2348,,
2349,,
2350,,
2351,0.11,0.157
2352,,
2353,,
2354,,
2355,0.45,0.493
2356,,
2357,,
2358,,
2359,-0.002,-0.003
2360,,
2361,,
2362,,
2363,-0.006,-0.01
2364,,
2365,,
2366,,
2367,0.131,0.063
2368,,
2369,,
2370,,
2371,0.305,0.296
2372,,
2373,,
2374,,
2375,0.067,0.047
2376,,
2377,,
2378,,
2379,0.071,0.05
2380,,
2381,,
2382,,
2383,0.039,0.024
2384,,
2385,,
2386,,
2387,0.044,0.028
2388,,
2389,,
2390,,
2391,0.031,0.024
2392,,
2393,,
2394,,
2395,0.072,0.042
2396,,
2397,,
2398,,
2399,0.116,0.101
2400,,
2401,,
2402,,
2403,-0.002,-0.019
2404,,
2405,,
2406,,
2407,-0.003,-0.011
2408,,
2409,,
2410,,
2411,0.059,0.025
2412,,
2413,,
2414,,
2415,0.018,0.018
2416,,
2417,,
2418,,
2419,0.03,0.031
2420,,
2421,,
2422,,
2423,0.042,0.044
2424,,
2425,,
2426,,
2427,0.211,0.151
2428,,
2429,,
2430,,
2431,0.049,0.047
2432,,
2433,,
2434,,
2435,0.05,0.034
2436,,
2437,,
2438,,
2439,0.043,0.044
2440,,
2441,,
2442,,
2443,0.072,0.069
2444,,
2445,,
2446,,
2447,0.12,0.073
2448,,
2449,,
2450,,
2451,0.026,0.025
2452,,
2453,,
2454,,
2455,0.015,0.016
2456,,
2457,,
2458,,
2459,0.012,0.01
2460,,
2461,,
2462,,
2463,0.033,0.015
2464,,
2465,,
2466,,
2467,0.011,0.011
2468,,
2469,,
2470,,
2471,0.068,0.091
2472,,
2473,,
2474,,
2475,0.02,0.019
2476,,
2477,,
2478,,
2479,0.008,0.032
2480,,
2481,,
2482,,
2483,-0.01,0.019
2484,,
2485,,
2486,,
2487,-0.015,0.016
2488,,
2489,,
2490,,
2491,0.114,0.139
2492,,
2493,,
2494,,
2495,0.008,0.06
2496,,
2497,,
2498,,
2499,-0.006,0.005
2500,,
2501,,
2502,,
2503,0.011,0.011
2504,,
2505,,
2506,,
2507,0.019,0.01
2508,,
2509,,
2510,,
2511,0.004,0.001
2512,,
2513,,
2514,,
2515,-0.008,-0.01
2516,,
2517,,
2518,,
2519,-0.008,-0.012
2520,,
2521,,
2522,,
2523,-0.008,-0.014
2524,,
2525,,
2526,,
2527,0.055,0.034
2528,,
2529,,
2530,,
2531,0.006,-0.001
2532,,
2533,,
2534,,
2535,0.0,-0.002
2536,,
2537,,
2538,,
2539,0.035,0.024
2540,,
2541,,
2542,,
2543,0.025,0.019
2544,,
2545,,
2546,,
2547,0.044,0.035
2548,0.061,0.048
2549,,
2550,0.039,0.036
2551,0.048,0.05
2552,,
2553,0.049,0.039
2554,0.031,0.032
2555,,
2556,0.197,0.159
2557,0.037,0.039
2558,,
2559,0.038,0.035
2560,0.035,0.035
2561,,
2562,-0.002,0.001
2563,-0.001,0.003
2564,,
2565,0.717,0.649
2566,0.045,0.03
2567,,
2568,0.01,0.002
2569,0.007,0.014
2570,,
2571,0.009,-0.001
2572,0.003,0.004
2573,,
2574,0.066,0.078
2575,0.071,0.043
2576,,
2577,0.01,0.018
2578,0.015,0.02
2579,,
2580,0.005,0.015
2581,0.011,0.021
2582,,
2583,0.001,0.023
2584,0.003,0.014
2585,,
2586,-0.003,0.006
2587,0.042,0.051
2588,,
2589,-0.013,-0.004
2590,-0.006,0.004
2591,,
2592,0.003,0.015
2593,0.296,0.326
2594,,
2595,0.019,0.144
2596,0.111,0.167
2597,,
2598,0.018,0.017
2599,0.049,0.039
2600,,
2601,0.005,0.005
2602,0.19,0.152
2603,,
2604,0.017,0.015
2605,0.025,0.023
2606,,
2607,0.018,0.019
2608,0.023,0.024
2609,,
2610,0.396,0.334
2611,0.038,0.036
2612,,
2613,0.076,0.068
2614,0.042,0.036
2615,,
2616,0.028,0.031
2617,0.047,0.046
2618,,
2619,0.064,0.067
2620,0.09,0.068
2621,,
2622,0.071,0.065
2623,0.073,0.069
2624,,
2625,0.047,0.041
2626,0.047,0.044
2627,,
2628,0.046,0.044
2629,0.072,0.056
2630,,
2631,0.031,0.03
2632,0.047,0.045
2633,,
2634,0.039,0.048
2635,0.044,0.046
2636,,
2637,0.084,0.113
2638,0.066,0.06
2639,,
2640,0.083,0.11
2641,0.056,0.053
2642,,
2643,0.041,0.042
2644,0.046,0.043
2645,,
2646,0.046,0.049
2647,0.069,0.073
2648,,
2649,0.032,0.032
2650,0.192,0.058
2651,,
2652,0.06,0.05
2653,0.225,0.124
2654,,
2655,0.044,0.035
2656,0.061,0.048
2657,,
2658,0.039,0.036
2659,0.048,0.05
2660,,
2661,0.049,0.039
2662,0.031,0.032
2663,,
2664,0.197,0.159
2665,0.037,0.039
2666,,
2667,0.038,0.035
2668,0.035,0.035
2669,,
2670,-0.002,0.001
2671,-0.001,0.003
2672,,
2673,0.717,0.649
2674,0.045,0.03
2675,,
2676,0.01,0.002
2677,0.007,0.014
2678,,
2679,0.009,-0.001
2680,0.003,0.004
2681,,
2682,0.042,0.042
2683,0.054,0.1
2684,,
2685,0.088,0.067
2686,0.064,0.061
2687,,
2688,0.045,0.041
2689,0.039,0.044
2690,,
2691,0.085,0.072
2692,0.084,0.105
2693,,
2694,0.051,0.053
2695,0.055,0.059
2696,,
2697,0.258,0.202
2698,0.079,0.091
2699,,
2700,0.059,0.053
2701,0.073,0.1
2702,,
2703,0.051,0.045
2704,0.037,0.228
2705,,
2706,0.019,0.025
2707,0.022,0.033
2708,,
2709,0.056,0.057
2710,0.058,0.059
2711,,
2712,0.063,0.09
2713,0.064,0.075
2714,,
2715,0.032,0.039
2716,0.041,0.048
2717,,
2718,0.03,0.038
2719,0.104,0.119
2720,,
2721,0.022,0.028
2722,0.17,0.183
2723,,
2724,0.001,0.008
2725,0.026,0.037
2726,,
2727,-0.024,-0.023
2728,-0.021,-0.019
2729,,
2730,-0.031,-0.031
2731,-0.028,-0.026
2732,,
2733,-0.037,-0.037
2734,-0.032,-0.031
2735,,
2736,0.12,0.093
2737,0.053,0.076
2738,,
2739,0.08,0.066
2740,0.06,0.059
2741,,
2742,0.061,0.057
2743,0.058,0.062
2744,,
2745,0.062,0.064
2746,0.087,0.105
2747,,
2748,0.043,0.049
2749,0.049,0.055
2750,,
2751,0.055,0.058
2752,0.066,0.076
2753,,
2754,0.066,0.057
2755,0.185,0.276
2756,,
2757,0.058,0.057
2758,0.06,0.299
2759,,
2760,0.038,0.048
2761,0.046,0.085
2762,,
2763,0.042,0.039
2764,0.084,0.046
2765,,
2766,0.01,0.023
2767,0.031,0.041
2768,,
2769,-0.008,0.011
2770,-0.004,0.015
2771,,
2772,0.015,0.049
2773,0.027,0.048
2774,,
2775,-0.013,0.007
2776,-0.007,0.014
2777,,
2778,0.017,0.039
2779,0.042,0.066
2780,,
2781,0.031,0.06
2782,0.05,0.061
2783,,
2784,0.023,0.023
2785,0.033,0.029
2786,,
2787,0.039,0.033
2788,0.044,0.037
2789,,
2790,0.043,0.048
2791,0.053,0.064
2792,,
2793,0.036,0.038
2794,0.057,0.056
2795,,
2796,0.035,0.038
2797,0.057,0.056
2798,,
2799,0.188,0.225
2800,0.037,0.034
2801,,
2802,0.2,0.24
2803,0.047,0.047
2804,,
2805,0.076,0.078
2806,0.271,0.264
2807,,
2808,0.007,0.017
2809,0.01,0.011
2810,,
2811,0.003,0.004
2812,0.014,0.011
2813,,
2814,0.01,0.022
2815,0.169,0.193
2816,,
2817,0.01,0.009
2818,0.032,0.015
2819,,
2820,0.001,0.002
2821,0.19,0.201
2822,,
2823,0.01,0.008
2824,0.089,0.083
2825,,
2826,0.054,0.073
2827,0.007,0.004
2828,,
2829,0.035,0.037
2830,0.054,0.045
2831,,
2832,0.048,0.046
2833,0.074,0.07
2834,,
2835,0.082,0.104
2836,0.154,0.118
2837,,
2838,0.09,0.106
2839,0.449,0.077
2840,,
2841,0.113,0.092
2842,0.141,0.085
2843,,
2844,0.056,0.054
2845,0.09,0.063
2846,,
2847,0.11,0.108
2848,0.062,0.052
2849,,
2850,0.165,0.238
2851,0.061,0.046
2852,,
2853,0.065,0.063
2854,0.059,0.039
2855,,
2856,0.026,0.01
2857,0.034,0.016
2858,,
2859,0.027,0.011
2860,0.043,0.025
2861,,
2862,0.074,0.174
2863,0.026,0.019
2864,,
2865,0.018,0.038
2866,0.106,0.049
2867,,
2868,0.116,0.071
2869,0.108,0.046
2870,,
2871,0.016,0.014
2872,,
2873,,
2874,,
2875,,
2876,0.017,0.018
2877,,
2878,,
2879,,
2880,,
2881,0.017,0.018
2882,,
2883,,
2884,,
2885,,
2886,0.087,0.051
2887,,
2888,,
2889,,
2890,,
2891,0.028,0.026
2892,,
2893,,
2894,,
2895,,
2896,0.074,0.082
2897,,
2898,,
2899,,
2900,,
2901,0.046,0.04
2902,,
2903,,
2904,,
2905,,
2906,0.155,0.033
2907,,
2908,,
2909,,
2910,,
2911,0.032,0.025
2912,,
2913,,
2914,,
2915,,
2916,0.06,0.035
2917,,
2918,,
2919,,
2920,,
2921,0.033,0.028
2922,,
2923,,
2924,,
2925,,
2926,0.045,0.024
2927,,
2928,,
2929,,
2930,,
2931,0.019,0.008
2932,,
2933,,
2934,,
2935,,
2936,0.79,0.754
2937,,
2938,,
2939,,
2940,,
2941,0.244,0.247
2942,,
2943,,
2944,,
2945,,
2946,0.012,0.002
2947,,
2948,,
2949,,
2950,,
2951,0.047,0.03
2952,,
2953,,
2954,,
2955,,
2956,0.048,0.033
2957,,
2958,,
2959,,
2960,,
2961,0.068,0.042
2962,,
2963,,
2964,,
2965,,
2966,0.063,0.066
2967,,
2968,,
2969,,
2970,,
2971,0.034,0.032
2972,,
2973,,
2974,,
2975,,
2976,0.027,0.021
2977,,
2978,,
2979,,
2980,,
2981,0.03,0.022
2982,,
2983,,
2984,,
2985,,
2986,0.013,0.007
2987,,
2988,,
2989,,
2990,,
2991,0.001,-0.005
2992,,
2993,,
2994,,
2995,,
2996,-0.025,-0.028
2997,,
2998,,
2999,,
3000,,
3001,-0.004,-0.035
3002,,
3003,,
3004,,
3005,,
3006,0.016,0.014
3007,,
3008,,
3009,,
3010,,
3011,0.017,0.018
3012,,
3013,,
3014,,
3015,,
3016,0.017,0.018
3017,,
3018,,
3019,,
3020,,
3021,0.087,0.051
3022,,
3023,,
3024,,
3025,,
3026,0.028,0.026
3027,,
3028,,
3029,,
3030,,
3031,0.074,0.082
3032,,
3033,,
3034,,
3035,,
3036,0.046,0.04
3037,,
3038,,
3039,,
3040,,
3041,0.155,0.033
3042,,
3043,,
3044,,
3045,,
3046,0.032,0.025
3047,,
3048,,
3049,,
3050,,
3051,0.008,0.008
3052,,
3053,,
3054,,
3055,,
3056,-0.01,-0.009
3057,,
3058,,
3059,,
3060,,
3061,0.004,0.004
3062,,
3063,,
3064,,
3065,,
3066,0.018,0.02
3067,,
3068,,
3069,,
3070,,
3071,0.048,0.051
3072,,
3073,,
3074,,
3075,,
3076,0.033,0.036
3077,,
3078,,
3079,,
3080,,
3081,0.051,0.055
3082,,
3083,,
3084,,
3085,,
3086,0.064,0.06
3087,,
3088,,
3089,,
3090,,
3091,0.101,0.063
3092,,
3093,,
3094,,
3095,,
3096,0.016,0.014
3097,,
3098,,
3099,,
3100,,
3101,0.017,0.018
3102,,
3103,,
3104,,
3105,,
3106,0.017,0.018
3107,,
3108,,
3109,,
3110,,
3111,0.087,0.051
3112,,
3113,,
3114,,
3115,,
3116,0.028,0.026
3117,,
3118,,
3119,,
3120,,
3121,0.074,0.082
3122,,
3123,,
3124,,
3125,,
3126,0.046,0.04
3127,,
3128,,
3129,,
3130,,
3131,0.155,0.033
3132,,
3133,,
3134,,
3135,,
3136,0.032,0.025
3137,,
3138,,
3139,,
3140,,
3141,0.008,0.008
3142,,
3143,,
3144,,
3145,,
3146,-0.01,-0.009
3147,,
3148,,
3149,,
3150,,
3151,0.004,0.004
3152,,
3153,,
3154,,
3155,,
3156,0.018,0.02
3157,,
3158,,
3159,,
3160,,
3161,0.048,0.051
3162,,
3163,,
3164,,
3165,,
3166,0.033,0.036
3167,,
3168,,
3169,,
3170,,
3171,0.051,0.055
3172,,
3173,,
3174,,
3175,,
3176,0.064,0.06
3177,,
3178,,
3179,,
3180,,
3181,0.101,0.063
3182,,
3183,,
3184,,
3185,,
3186,0.076,0.058
3187,,
3188,,
3189,,
3190,,
3191,0.058,0.045
3192,,
3193,,
3194,,
3195,,
3196,0.05,0.032
3197,,
3198,,
3199,,
3200,,
3201,0.06,0.043
3202,,
3203,,
3204,,
3205,,
3206,0.087,0.068
3207,,
3208,,
3209,,
3210,,
3211,0.037,0.015
3212,,
3213,,
3214,,
3215,,
3216,0.029,0.021
3217,,
3218,,
3219,,
3220,,
3221,0.08,0.068
3222,,
3223,,
3224,,
3225,,
3226,0.047,0.047
3227,,
3228,,
3229,,
3230,,
3231,0.045,0.055
3232,,
3233,,
3234,,
3235,,
3236,0.046,0.038
3237,,
3238,,
3239,,
3240,,
3241,0.043,0.032
3242,,
3243,,
3244,,
3245,,
3246,0.283,0.29
3247,,
3248,,
3249,,
3250,,
3251,0.038,0.028
3252,,
3253,,
3254,,
3255,,
3256,0.012,0.003
3257,,
3258,,
3259,,
3260,,
3261,-0.001,-0.006
3262,,
3263,,
3264,,
3265,,
3266,-0.008,-0.003
3267,,
3268,,
3269,,
3270,,
3271,-0.002,-0.007
3272,,
3273,,
3274,,
3275,,
3276,0.043,0.05
3277,,
3278,,
3279,,
3280,,
3281,0.04,0.032
3282,,
3283,,
3284,,
3285,,
3286,0.04,0.023
3287,,
3288,,
3289,,
3290,,
3291,0.126,0.185
3292,,
3293,,
3294,,
3295,,
3296,0.026,0.005
3297,,
3298,,
3299,,
3300,,
3301,0.469,0.556
3302,,
3303,,
3304,,
3305,,
3306,0.014,0.01
3307,,
3308,,
3309,,
3310,,
3311,0.012,0.025
3312,,
3313,,
3314,,
3315,,
3316,0.024,0.022
3317,,
3318,,
3319,,
3320,,
3321,0.02,0.027
3322,,
3323,0.009,0.007
3324,,
3325,,
3326,,
3327,0.018,0.013
3328,,
3329,0.011,0.007
3330,,
3331,,
3332,,
3333,0.015,0.006
3334,,
3335,0.017,0.009
3336,,
3337,,
3338,,
3339,0.578,0.581
3340,,
3341,0.036,0.029
3342,,
3343,,
3344,,
3345,0.032,0.023
3346,,
3347,0.026,0.017
3348,,
3349,,
3350,,
3351,0.025,0.129
3352,,
3353,0.323,0.325
3354,,
3355,,
3356,,
3357,0.038,0.021
3358,,
3359,0.045,0.022
3360,,
3361,,
3362,,
3363,0.487,0.483
3364,,
3365,0.053,0.028
3366,,
3367,,
3368,,
3369,0.04,0.015
3370,,
3371,0.074,0.069
3372,,
3373,,
3374,,
3375,0.009,-0.019
3376,,
3377,0.033,0.02
3378,,
3379,,
3380,,
3381,0.14,0.117
3382,,
3383,0.037,0.009
3384,,
3385,,
3386,,
3387,0.037,0.05
3388,,
3389,0.036,0.055
3390,,
3391,,
3392,,
3393,0.025,0.024
3394,,
3395,0.03,0.038
3396,,
3397,,
3398,,
3399,0.03,0.046
3400,,
3401,0.259,0.565
3402,,
3403,,
3404,,
3405,-0.027,-0.04
3406,,
3407,0.001,0.029
3408,,
3409,,
3410,,
3411,-0.014,-0.025
3412,,
3413,-0.023,-0.033
3414,,
3415,,
3416,,
3417,0.006,-0.009
3418,,
3419,0.007,-0.011
3420,,
3421,,
3422,,
3423,0.028,0.011
3424,,
3425,0.021,-0.006
3426,,
3427,,
3428,,
3429,0.025,0.002
3430,,
3431,0.014,-0.006
3432,,
3433,,
3434,,
3435,0.012,-0.007
3436,,
3437,0.014,-0.001
3438,,
3439,,
3440,,
3441,0.02,0.006
3442,,
3443,0.25,0.113
3444,,
3445,,
3446,,
3447,-0.019,-0.017
3448,,
3449,-0.014,-0.014
3450,,
3451,,
3452,,
3453,0.032,0.013
3454,,
3455,0.227,0.069
3456,,
3457,,
3458,,
3459,0.033,0.119
3460,,
3461,0.033,0.034
3462,,
3463,,
3464,,
3465,0.069,0.053
3466,,
3467,0.09,0.061
3468,,
3469,,
3470,,
3471,0.098,0.076
3472,,
3473,0.445,0.505
3474,,
3475,,
3476,,
3477,0.06,0.031
3478,,
3479,0.062,0.034
3480,,
3481,,
3482,,
3483,0.058,0.034
3484,,
3485,0.057,0.033
3486,,
3487,,
3488,,
3489,0.045,0.014
3490,,
3491,0.058,0.027
3492,,
3493,,
3494,,
3495,0.033,0.024
3496,,
3497,0.04,0.031
3498,,
3499,,
3500,,
3501,0.03,0.03
3502,,
3503,0.036,0.039
3504,,
3505,,
3506,,
3507,0.023,0.034
3508,,
3509,0.031,0.033
3510,,
3511,,
3512,,
3513,0.044,0.042
3514,,
3515,0.098,0.058
3516,,
3517,,
3518,,
3519,0.014,0.026
3520,,
3521,0.084,0.135
3522,,
3523,,
3524,,
3525,0.001,0.017
3526,,
3527,-0.0,0.017
3528,,
3529,,
3530,,
3531,0.011,0.029
3532,,
3533,0.004,0.024
3534,,
3535,,
3536,,
3537,0.025,0.046
3538,,
3539,0.106,0.115
3540,,
3541,,
3542,,
3543,-0.001,0.019
3544,,
3545,0.017,0.028
3546,,
3547,,
3548,,
3549,0.027,0.01
3550,,
3551,-0.011,-0.012
3552,,
3553,,
3554,,
3555,0.015,0.008
3556,,
3557,0.005,0.008
3558,,
3559,,
3560,,
3561,0.088,0.07
3562,,
3563,0.134,0.084
3564,,
3565,,
3566,,
3567,0.025,0.129
3568,,
3569,0.323,0.325
3570,,
3571,,
3572,,
3573,0.038,0.021
3574,,
3575,0.045,0.022
3576,,
3577,,
3578,,
3579,0.487,0.483
3580,,
3581,0.053,0.028
3582,,
3583,,
3584,,
3585,0.04,0.015
3586,,
3587,0.074,0.069
3588,,
3589,,
3590,,
3591,0.009,-0.019
3592,,
3593,0.033,0.02
3594,,
3595,,
3596,,
3597,0.14,0.117
3598,,
3599,0.037,0.009
3600,,
3601,,
3602,,
3603,0.037,0.05
3604,,
3605,0.036,0.055
3606,,
3607,,
3608,,
3609,0.025,0.024
3610,,
3611,0.03,0.038
3612,,
3613,,
3614,,
3615,0.03,0.046
3616,,
3617,0.259,0.565
3618,,
3619,,
3620,,
3621,0.055,0.302
3622,,
3623,0.052,0.065
3624,,
3625,,
3626,,
3627,0.067,0.054
3628,,
3629,0.043,0.03
3630,,
3631,,
3632,,
3633,0.067,0.043
3634,,
3635,0.242,0.19
3636,,
3637,,
3638,,
3639,0.036,0.016
3640,,
3641,0.039,0.018
3642,,
3643,,
3644,,
3645,0.041,0.022
3646,,
3647,0.058,0.038
3648,,
3649,,
3650,,
3651,0.064,0.04
3652,,
3653,0.108,0.098
3654,,
3655,,
3656,,
3657,0.04,0.03
3658,,
3659,0.663,0.663
3660,,
3661,,
3662,,
3663,0.045,0.037
3664,,
3665,0.03,0.029
3666,,
3667,,
3668,,
3669,0.147,0.373
3670,,
3671,0.032,0.034
3672,,
3673,,
3674,,
3675,0.025,0.022
3676,,
3677,0.03,0.087
3678,,
3679,,
3680,,
3681,0.112,0.13
3682,,
3683,0.037,0.035
3684,,
3685,,
3686,,
3687,0.037,0.047
3688,,
3689,0.044,0.041
3690,,
3691,,
3692,,
3693,0.033,0.028
3694,,
3695,0.12,0.081
3696,,
3697,,
3698,,
3699,0.117,0.099
3700,,
3701,0.053,0.045
3702,,
3703,,
3704,,
3705,0.051,0.04
3706,,
3707,0.035,0.028
3708,,
3709,,
3710,,
3711,0.053,0.051
3712,,
3713,0.1,0.074
3714,,
3715,,
3716,,
3717,0.048,0.075
3718,,
3719,0.052,0.056
3720,,
3721,,
3722,,
3723,0.052,0.049
3724,,
3725,0.046,0.045
3726,,
3727,,
3728,,
3729,0.038,0.012
3730,,
3731,0.027,0.031
3732,,
3733,,
3734,,
3735,0.008,-0.003
3736,,
3737,0.019,0.014
3738,,
3739,,
3740,,
3741,0.023,0.01
3742,,
3743,0.023,0.007
3744,,
3745,,
3746,,
3747,0.041,0.025
3748,,
3749,0.032,0.011
3750,,
3751,,
3752,,
3753,0.024,0.006
3754,,
3755,0.027,0.01
3756,,
3757,,
3758,,
3759,0.045,0.028
3760,,
3761,0.05,0.034
3762,,
3763,,
3764,,
3765,0.05,0.042
3766,,
3767,0.084,0.058
3768,,
3769,,
3770,,
3771,0.053,0.061
3772,,
3773,0.06,0.059
3774,,
3775,,
3776,,
3777,0.087,0.067
3778,,
3779,0.073,0.063
3780,,
3781,,
3782,,
3783,-0.002,-0.004
3784,,
3785,0.001,-0.001
3786,,
3787,,
3788,,
3789,0.013,0.012
3790,,
3791,0.065,0.039
3792,,
3793,,
3794,,
3795,0.289,0.286
3796,,
3797,0.036,0.037
3798,,
3799,,
3800,,
3801,0.015,0.016
3802,,
3803,0.015,0.017
3804,,
3805,,
3806,,
3807,0.006,0.005
3808,,
3809,0.023,0.019
3810,,
3811,,
3812,,
3813,0.016,0.014
3814,,
3815,0.024,0.022
3816,,
3817,,
3818,,
3819,0.02,0.018
3820,,
3821,0.025,0.022
3822,,
3823,,
3824,,
3825,0.019,0.022
3826,,
3827,0.029,0.025
3828,,
3829,,
3830,,
3831,0.138,0.097
3832,,
3833,0.376,0.256
3834,,
3835,,
3836,,
3837,-0.001,0.002
3838,,
3839,0.0,0.003
3840,,
3841,,
3842,,
3843,0.014,0.023
3844,,
3845,0.017,0.031
3846,,
3847,,
3848,,
3849,0.006,0.014
3850,,
3851,0.015,0.021
3852,,
3853,,
3854,,
3855,0.028,0.037
3856,,
3857,0.033,0.037
3858,,
3859,,
3860,,
3861,0.046,0.053
3862,,
3863,0.048,0.056
3864,,
3865,,
3866,,
3867,0.063,0.072
3868,,
3869,0.058,0.066
3870,,
3871,,
3872,,
3873,0.061,0.062
3874,,
3875,0.073,0.072
3876,,
3877,,
3878,,
3879,0.051,0.051
3880,,
3881,0.057,0.058
3882,,
3883,,
3884,,
3885,0.048,0.051
3886,,
3887,0.054,0.056
3888,,
3889,,
3890,,
3891,0.097,0.367
3892,,
3893,0.046,0.043
3894,,
3895,,
3896,,
3897,0.025,0.034
3898,,
3899,0.019,0.028
3900,,
3901,,
3902,,
3903,0.03,0.045
3904,,
3905,0.151,0.21
3906,,
3907,,
3908,,
3909,0.038,0.053
3910,,
3911,0.032,0.057
3912,,
3913,,
3914,,
3915,0.04,0.06
3916,,
3917,0.041,0.061
3918,,
3919,,
3920,,
3921,0.055,0.083
3922,,
3923,0.105,0.121
3924,,
3925,,
3926,,
3927,0.018,0.024
3928,,
3929,0.095,0.247
3930,,
3931,,
3932,,
3933,0.019,0.017
3934,,
3935,0.032,0.033
3936,,
3937,,
3938,,
3939,0.026,0.046
3940,,
3941,0.018,0.026
3942,,
3943,,
3944,,
3945,0.017,0.011
3946,,
3947,0.029,0.068
3948,,
3949,,
3950,,
3951,0.008,0.006
3952,,
3953,0.279,0.262
3954,,
3955,,
3956,,
3957,0.006,0.006
3958,,
3959,0.011,0.008
3960,,
3961,,
3962,,
3963,0.05,0.049
3964,,
3965,0.277,0.227
3966,,
3967,,
3968,,
3969,0.039,0.038
3970,,
3971,0.026,0.024
3972,,
3973,,
3974,,
3975,0.037,0.035
3976,,
3977,0.071,0.074
3978,,
3979,,
3980,,
3981,0.046,0.045
3982,,
3983,0.148,0.094
3984,,
3985,,
3986,,
3987,0.099,0.113
3988,,
3989,0.054,0.058
3990,,
3991,,
3992,,
3993,0.082,0.06
3994,,
3995,0.039,0.036
3996,,
3997,,
3998,,
3999,0.09,0.008
4000,,
4001,0.01,0.01
4002,,
4003,,
4004,,
4005,0.026,0.031
4006,,
4007,0.006,0.015
4008,,
4009,,
4010,,
4011,0.075,0.101
4012,,
4013,0.017,0.029
4014,,
4015,,
4016,,
4017,0.002,0.013
4018,,
4019,0.006,0.015
4020,,
4021,,
4022,,
4023,-0.003,0.007
4024,,
4025,0.012,0.022
4026,,
4027,,
4028,,
4029,0.007,0.016
4030,,
4031,0.642,0.644
4032,,
4033,,
4034,,
4035,0.011,0.014
4036,,
4037,0.029,0.033
4038,,
4039,,
4040,,
4041,0.005,0.012
4042,,
4043,0.006,0.007
4044,,
4045,,
4046,,
4047,0.097,0.028
4048,,
4049,0.036,0.015
4050,,
4051,,
4052,,
