bb_idx,MT_NetTepi,WT_NetTepi
2228,0.07,0.022
2229,,
2230,,
2231,,
2232,-0.005,-0.009
2233,,
2234,,
2235,,
2236,0.001,0.001
2237,,
2238,,
2239,,
2240,-0.008,-0.014
2241,,
2242,,
2243,,
2244,-0.005,-0.011
2245,,
2246,,
2247,,
2248,0.007,0.002
2249,,
2250,,
2251,,
2252,0.01,0.006
2253,,
2254,,
2255,,
2256,0.016,0.011
2257,,
2258,,
2259,,
2260,0.023,0.015
2261,,
2262,,
2263,,
2264,0.039,0.033
2265,0.064,0.053
2266,,
2267,0.081,0.06
2268,0.029,0.032
2269,,
2270,0.03,0.026
2271,0.01,0.013
2272,,
2273,0.038,0.036
2274,0.032,0.029
2275,,
2276,0.022,0.022
2277,0.012,0.014
2278,,
2279,0.229,0.111
2280,0.012,0.003
2281,,
2282,0.133,0.085
2283,0.017,0.023
2284,,
2285,0.026,0.005
2286,-0.009,-0.009
2287,,
2288,0.027,0.026
2289,0.036,0.023
2290,,
2291,0.004,0.011
2292,0.004,0.01
2293,,
2294,-0.005,0.006
2295,-0.007,0.002
2296,,
2297,-0.001,0.011
2298,0.011,0.025
2299,,
2300,-0.005,0.005
2301,0.009,0.019
2302,,
2303,-0.004,0.0
2304,0.103,0.122
2305,,
2306,0.016,0.086
2307,0.145,0.183
2308,,
2309,0.038,0.027
2310,0.028,0.018
2311,,
2312,0.023,0.019
2313,0.043,0.029
2314,,
2315,0.017,0.016
2316,0.013,0.013
2317,,
2318,0.041,0.038
2319,0.016,0.016
2320,,
2321,0.045,0.037
2322,0.023,0.019
2323,,
2324,0.043,0.048
2325,0.029,0.027
2326,,
2327,0.036,0.039
2328,0.123,0.074
2329,,
2330,0.058,0.052
2331,0.046,0.043
2332,,
2333,0.049,0.042
2334,0.045,0.041
2335,,
2336,0.04,0.042
2337,0.06,0.044
2338,,
2339,0.026,0.027
2340,0.04,0.039
2341,,
2342,0.056,0.09
2343,0.041,0.042
2344,,
2345,0.275,0.369
2346,0.059,0.054
2347,,
2348,0.035,0.033
2349,0.034,0.031
2350,,
2351,0.036,0.037
2352,0.036,0.037
2353,,
2354,0.033,0.032
2355,0.186,0.045
2356,,
2357,0.034,0.033
2358,0.142,0.085
2359,,
2360,0.039,0.033
2361,0.064,0.053
2362,,
2363,0.081,0.06
2364,0.029,0.032
2365,,
2366,0.03,0.026
2367,0.01,0.013
2368,,
2369,0.038,0.036
2370,0.032,0.029
2371,,
2372,0.022,0.022
2373,0.012,0.014
2374,,
2375,0.229,0.111
2376,0.012,0.003
2377,,
2378,0.133,0.085
2379,0.017,0.023
2380,,
2381,0.026,0.005
2382,-0.009,-0.009
2383,,
2384,0.049,0.053
2385,0.048,0.1
2386,,
2387,0.049,0.04
2388,0.031,0.032
2389,,
2390,0.039,0.04
2391,0.042,0.049
2392,,
2393,0.044,0.045
2394,0.044,0.052
2395,,
2396,0.268,0.22
2397,0.051,0.061
2398,,
2399,0.16,0.109
2400,0.044,0.066
2401,,
2402,0.045,0.046
2403,0.052,0.392
2404,,
2405,0.027,0.046
2406,0.018,0.04
2407,,
2408,0.043,0.042
2409,0.041,0.045
2410,,
2411,0.034,0.042
2412,0.048,0.053
2413,,
2414,0.023,0.03
2415,0.08,0.099
2416,,
2417,0.031,0.038
2418,0.059,0.065
2419,,
2420,0.024,0.031
2421,0.034,0.045
2422,,
2423,-0.005,-0.004
2424,0.006,0.008
2425,,
2426,-0.029,-0.029
2427,-0.029,-0.028
2428,,
2429,-0.025,-0.026
2430,-0.04,-0.039
2431,,
2432,0.096,0.092
2433,0.053,0.091
2434,,
2435,0.045,0.044
2436,0.043,0.044
2437,,
2438,0.055,0.052
2439,0.049,0.055
2440,,
2441,0.043,0.047
2442,0.044,0.052
2443,,
2444,0.046,0.05
2445,0.041,0.049
2446,,
2447,0.044,0.045
2448,0.131,0.214
2449,,
2450,0.054,0.056
2451,0.075,0.466
2452,,
2453,0.036,0.052
2454,0.035,0.09
2455,,
2456,0.03,0.026
2457,0.144,0.045
2458,,
2459,-0.007,0.007
2460,-0.007,0.005
2461,,
2462,-0.005,0.016
2463,-0.003,0.016
2464,,
2465,-0.01,0.014
2466,-0.005,0.018
2467,,
2468,0.006,0.027
2469,0.002,0.023
2470,,
2471,0.029,0.038
2472,0.08,0.101
2473,,
2474,0.027,0.028
2475,0.045,0.03
2476,,
2477,0.018,0.017
2478,0.017,0.014
2479,,
2480,0.032,0.037
2481,0.057,0.069
2482,,
2483,0.031,0.033
2484,0.034,0.031
2485,,
2486,0.043,0.044
2487,0.049,0.048
2488,,
2489,0.663,0.683
2490,0.048,0.047
2491,,
2492,0.053,0.056
2493,0.054,0.054
2494,,
2495,0.037,0.07
2496,0.063,0.091
2497,,
2498,0.007,0.01
2499,0.01,0.007
2500,,
2501,0.011,0.023
2502,0.053,0.06
2503,,
2504,-0.001,-0.001
2505,0.206,0.058
2506,,
2507,0.018,0.021
2508,0.102,0.097
2509,,
2510,-0.009,-0.009
2511,-0.009,-0.01
2512,,
2513,0.037,0.042
2514,0.025,0.019
2515,,
2516,0.035,0.034
2517,0.063,0.059
2518,,
2519,0.061,0.072
2520,0.116,0.088
2521,,
2522,0.112,0.149
2523,0.501,0.08
2524,,
2525,0.081,0.073
2526,0.088,0.052
2527,,
2528,0.071,0.074
2529,0.07,0.049
2530,,
2531,0.063,0.057
2532,0.045,0.033
2533,,
2534,0.054,0.054
2535,0.038,0.021
2536,,
2537,0.03,0.017
2538,0.039,0.019
2539,,
2540,0.019,0.003
2541,0.028,0.009
2542,,
2543,0.092,0.118
2544,0.028,0.02
2545,,
2546,0.029,0.115
2547,0.157,0.051
2548,,
2549,0.021,0.016
2550,0.039,0.015
2551,,
2552,0.026,0.013
2553,,
2554,,
2555,,
2556,,
2557,0.012,0.014
2558,,
2559,,
2560,,
2561,,
2562,0.034,0.03
2563,,
2564,,
2565,,
2566,,
2567,0.036,0.034
2568,,
2569,,
2570,,
2571,,
2572,0.064,0.065
2573,,
2574,,
2575,,
2576,,
2577,0.067,0.056
2578,,
2579,,
2580,,
2581,,
2582,0.304,0.039
2583,,
2584,,
2585,,
2586,,
2587,0.032,0.023
2588,,
2589,,
2590,,
2591,,
2592,0.072,0.033
2593,,
2594,,
2595,,
2596,,
2597,0.05,0.052
2598,,
2599,,
2600,,
2601,,
2602,0.015,0.005
2603,,
2604,,
2605,,
2606,,
2607,0.308,0.227
2608,,
2609,,
2610,,
2611,,
2612,0.329,0.323
2613,,
2614,,
2615,,
2616,,
2617,0.021,0.004
2618,,
2619,,
2620,,
2621,,
2622,0.01,0.006
2623,,
2624,,
2625,,
2626,,
2627,0.086,0.054
2628,,
2629,,
2630,,
2631,,
2632,0.16,0.047
2633,,
2634,,
2635,,
2636,,
2637,0.023,0.028
2638,,
2639,,
2640,,
2641,,
2642,0.023,0.019
2643,,
2644,,
2645,,
2646,,
2647,0.039,0.031
2648,,
2649,,
2650,,
2651,,
2652,0.018,0.013
2653,,
2654,,
2655,,
2656,,
2657,0.015,0.008
2658,,
2659,,
2660,,
2661,,
2662,-0.004,-0.01
2663,,
2664,,
2665,,
2666,,
2667,-0.023,-0.025
2668,,
2669,,
2670,,
2671,,
2672,0.026,0.013
2673,,
2674,,
2675,,
2676,,
2677,0.012,0.014
2678,,
2679,,
2680,,
2681,,
2682,0.034,0.03
2683,,
2684,,
2685,,
2686,,
2687,0.036,0.034
2688,,
2689,,
2690,,
2691,,
2692,0.064,0.065
2693,,
2694,,
2695,,
2696,,
2697,0.067,0.056
2698,,
2699,,
2700,,
2701,,
2702,0.304,0.039
2703,,
2704,,
2705,,
2706,,
2707,0.032,0.023
2708,,
2709,,
2710,,
2711,,
2712,-0.011,-0.011
2713,,
2714,,
2715,,
2716,,
2717,0.007,0.009
2718,,
2719,,
2720,,
2721,,
2722,0.008,0.01
2723,,
2724,,
2725,,
2726,,
2727,0.024,0.026
2728,,
2729,,
2730,,
2731,,
2732,0.031,0.034
2733,,
2734,,
2735,,
2736,,
2737,0.035,0.037
2738,,
2739,,
2740,,
2741,,
2742,0.052,0.049
2743,,
2744,,
2745,,
2746,,
2747,0.101,0.063
2748,,
2749,,
2750,,
2751,,
2752,0.026,0.013
2753,,
2754,,
2755,,
2756,,
2757,0.012,0.014
2758,,
2759,,
2760,,
2761,,
2762,0.034,0.03
2763,,
2764,,
2765,,
2766,,
2767,0.036,0.034
2768,,
2769,,
2770,,
2771,,
2772,0.064,0.065
2773,,
2774,,
2775,,
2776,,
2777,0.067,0.056
2778,,
2779,,
2780,,
2781,,
2782,0.304,0.039
2783,,
2784,,
2785,,
2786,,
2787,0.032,0.023
2788,,
2789,,
2790,,
2791,,
2792,-0.011,-0.011
2793,,
2794,,
2795,,
2796,,
2797,0.007,0.009
2798,,
2799,,
2800,,
2801,,
2802,0.008,0.01
2803,,
2804,,
2805,,
2806,,
2807,0.024,0.026
2808,,
2809,,
2810,,
2811,,
2812,0.031,0.034
2813,,
2814,,
2815,,
2816,,
2817,0.035,0.037
2818,,
2819,,
2820,,
2821,,
2822,0.052,0.049
2823,,
2824,,
2825,,
2826,,
2827,0.101,0.063
2828,,
2829,,
2830,,
2831,,
2832,0.048,0.045
2833,,
2834,,
2835,,
2836,,
2837,0.049,0.035
2838,,
2839,,
2840,,
2841,,
2842,0.075,0.053
2843,,
2844,,
2845,,
2846,,
2847,0.075,0.052
2848,,
2849,,
2850,,
2851,,
2852,0.043,0.021
2853,,
2854,,
2855,,
2856,,
2857,0.026,0.018
2858,,
2859,,
2860,,
2861,,
2862,0.032,0.032
2863,,
2864,,
2865,,
2866,,
2867,0.071,0.073
2868,,
2869,,
2870,,
2871,,
2872,0.042,0.062
2873,,
2874,,
2875,,
2876,,
2877,0.055,0.041
2878,,
2879,,
2880,,
2881,,
2882,0.039,0.027
2883,,
2884,,
2885,,
2886,,
2887,0.184,0.159
2888,,
2889,,
2890,,
2891,,
2892,0.02,0.012
2893,,
2894,,
2895,,
2896,,
2897,0.006,0.001
2898,,
2899,,
2900,,
2901,,
2902,0.008,0.014
2903,,
2904,,
2905,,
2906,,
2907,-0.003,-0.009
2908,,
2909,,
2910,,
2911,,
2912,0.038,0.04
2913,,
2914,,
2915,,
2916,,
2917,0.036,0.024
2918,,
2919,,
2920,,
2921,,
2922,0.067,0.062
2923,,
2924,,
2925,,
2926,,
2927,0.049,0.031
2928,,
2929,,
2930,,
2931,,
2932,0.03,0.012
2933,,
2934,,
2935,,
2936,,
2937,0.103,0.232
2938,,
2939,,
2940,,
2941,,
2942,0.008,0.013
2943,,
2944,,
2945,,
2946,,
2947,0.014,0.012
2948,,
2949,,
2950,,
2951,,
2952,0.016,0.02
2953,,
2954,0.019,0.015
2955,,
2956,,
2957,,
2958,0.014,0.009
2959,,
2960,0.005,-0.001
2961,,
2962,,
2963,,
2964,0.087,0.072
2965,,
2966,0.022,0.016
2967,,
2968,,
2969,,
2970,0.474,0.483
2971,,
2972,0.037,0.029
2973,,
2974,,
2975,,
2976,0.031,0.021
2977,,
2978,0.023,0.014
2979,,
2980,,
2981,,
2982,0.036,0.209
2983,,
2984,0.034,0.04
2985,,
2986,,
2987,,
2988,0.061,0.046
2989,,
2990,0.039,0.017
2991,,
2992,,
2993,,
2994,0.419,0.407
2995,,
2996,0.096,0.083
2997,,
2998,,
2999,,
3000,0.008,-0.02
3001,,
3002,0.008,-0.021
3003,,
3004,,
3005,,
3006,0.065,0.044
3007,,
3008,0.118,0.105
3009,,
3010,,
3011,,
3012,0.036,0.04
3013,,
3014,0.015,0.008
3015,,
3016,,
3017,,
3018,0.015,0.015
3019,,
3020,0.012,0.014
3021,,
3022,,
3023,,
3024,0.033,0.064
3025,,
3026,0.159,0.332
3027,,
3028,,
3029,,
3030,0.082,-0.013
3031,,
3032,-0.032,-0.031
3033,,
3034,,
3035,,
3036,0.006,-0.007
3037,,
3038,-0.014,-0.024
3039,,
3040,,
3041,,
3042,0.026,0.011
3043,,
3044,0.02,-0.004
3045,,
3046,,
3047,,
3048,0.044,0.023
3049,,
3050,0.022,-0.002
3051,,
3052,,
3053,,
3054,0.016,-0.003
3055,,
3056,0.002,-0.014
3057,,
3058,,
3059,,
3060,0.003,-0.004
3061,,
3062,0.424,0.236
3063,,
3064,,
3065,,
3066,-0.013,-0.002
3067,,
3068,-0.022,-0.022
3069,,
3070,,
3071,,
3072,0.003,-0.003
3073,,
3074,0.129,0.034
3075,,
3076,,
3077,,
3078,0.057,0.288
3079,,
3080,0.045,0.047
3081,,
3082,,
3083,,
3084,0.103,0.092
3085,,
3086,0.237,0.173
3087,,
3088,,
3089,,
3090,0.065,0.038
3091,,
3092,0.121,0.115
3093,,
3094,,
3095,,
3096,0.052,0.025
3097,,
3098,0.041,0.011
3099,,
3100,,
3101,,
3102,0.051,0.024
3103,,
3104,0.068,0.044
3105,,
3106,,
3107,,
3108,0.033,0.024
3109,,
3110,0.032,0.022
3111,,
3112,,
3113,,
3114,0.031,0.03
3115,,
3116,0.025,0.025
3117,,
3118,,
3119,,
3120,0.031,0.058
3121,,
3122,0.032,0.046
3123,,
3124,,
3125,,
3126,0.026,0.026
3127,,
3128,0.171,0.1
3129,,
3130,,
3131,,
3132,0.023,0.034
3133,,
3134,0.044,0.071
3135,,
3136,,
3137,,
3138,0.012,0.028
3139,,
3140,-0.003,0.015
3141,,
3142,,
3143,,
3144,0.032,0.051
3145,,
3146,0.001,0.021
3147,,
3148,,
3149,,
3150,0.014,0.033
3151,,
3152,0.08,0.084
3153,,
3154,,
3155,,
3156,-0.009,-0.009
3157,,
3158,0.022,0.003
3159,,
3160,,
3161,,
3162,0.202,0.151
3163,,
3164,-0.003,-0.003
3165,,
3166,,
3167,,
3168,0.051,0.039
3169,,
3170,0.005,-0.001
3171,,
3172,,
3173,,
3174,0.036,0.209
3175,,
3176,0.034,0.04
3177,,
3178,,
3179,,
3180,0.061,0.046
3181,,
3182,0.039,0.017
3183,,
3184,,
3185,,
3186,0.419,0.407
3187,,
3188,0.096,0.083
3189,,
3190,,
3191,,
3192,0.008,-0.02
3193,,
3194,0.008,-0.021
3195,,
3196,,
3197,,
3198,0.065,0.044
3199,,
3200,0.118,0.105
3201,,
3202,,
3203,,
3204,0.036,0.04
3205,,
3206,0.015,0.008
3207,,
3208,,
3209,,
3210,0.015,0.015
3211,,
3212,0.012,0.014
3213,,
3214,,
3215,,
3216,0.033,0.064
3217,,
3218,0.159,0.332
3219,,
3220,,
3221,,
3222,0.041,0.161
3223,,
3224,0.032,0.04
3225,,
3226,,
3227,,
3228,0.202,0.174
3229,,
3230,0.075,0.056
3231,,
3232,,
3233,,
3234,0.038,0.018
3235,,
3236,0.085,0.051
3237,,
3238,,
3239,,
3240,0.038,0.019
3241,,
3242,0.031,0.011
3243,,
3244,,
3245,,
3246,0.047,0.024
3247,,
3248,0.04,0.021
3249,,
3250,,
3251,,
3252,0.036,0.026
3253,,
3254,0.407,0.424
3255,,
3256,,
3257,,
3258,0.031,0.028
3259,,
3260,0.048,0.05
3261,,
3262,,
3263,,
3264,0.053,0.111
3265,,
3266,0.028,0.031
3267,,
3268,,
3269,,
3270,0.277,0.086
3271,,
3272,0.035,0.158
3273,,
3274,,
3275,,
3276,0.051,0.062
3277,,
3278,0.036,0.032
3279,,
3280,,
3281,,
3282,0.022,0.021
3283,,
3284,0.013,0.007
3285,,
3286,,
3287,,
3288,0.052,0.045
3289,,
3290,0.123,0.093
3291,,
3292,,
3293,,
3294,0.125,0.094
3295,,
3296,0.039,0.031
3297,,
3298,,
3299,,
3300,0.061,0.056
3301,,
3302,0.017,0.012
3303,,
3304,,
3305,,
3306,0.045,0.07
3307,,
3308,0.068,0.079
3309,,
3310,,
3311,,
3312,0.051,0.047
3313,,
3314,0.05,0.051
3315,,
3316,,
3317,,
3318,0.085,0.012
3319,,
3320,0.017,0.019
3321,,
3322,,
3323,,
3324,0.037,0.026
3325,,
3326,0.019,0.011
3327,,
3328,,
3329,,
3330,0.039,0.024
3331,,
3332,0.015,-0.002
3333,,
3334,,
3335,,
3336,0.023,0.006
3337,,
3338,0.018,-0.002
3339,,
3340,,
3341,,
3342,0.032,0.015
3343,,
3344,0.025,0.008
3345,,
3346,,
3347,,
3348,0.057,0.045
3349,,
3350,0.057,0.037
3351,,
3352,,
3353,,
3354,0.044,0.05
3355,,
3356,0.055,0.05
3357,,
3358,,
3359,,
3360,0.062,0.055
3361,,
3362,0.054,0.048
3363,,
3364,,
3365,,
3366,0.02,0.013
3367,,
3368,0.022,0.012
3369,,
3370,,
3371,,
3372,0.029,0.028
3373,,
3374,0.034,0.027
3375,,
3376,,
3377,,
3378,0.112,0.116
3379,,
3380,0.02,0.021
3381,,
3382,,
3383,,
3384,0.016,0.017
3385,,
3386,0.011,0.011
3387,,
3388,,
3389,,
3390,0.012,0.011
3391,,
3392,0.016,0.011
3393,,
3394,,
3395,,
3396,0.015,0.013
3397,,
3398,0.009,0.006
3399,,
3400,,
3401,,
3402,0.016,0.02
3403,,
3404,0.026,0.015
3405,,
3406,,
3407,,
3408,0.056,0.048
3409,,
3410,0.038,0.034
3411,,
3412,,
3413,,
3414,0.005,0.012
3415,,
3416,-0.009,-0.009
3417,,
3418,,
3419,,
3420,0.012,0.021
3421,,
3422,0.054,0.09
3423,,
3424,,
3425,,
3426,0.022,0.031
3427,,
3428,0.015,0.022
3429,,
3430,,
3431,,
3432,0.043,0.051
3433,,
3434,0.037,0.046
3435,,
3436,,
3437,,
3438,0.06,0.068
3439,,
3440,0.045,0.053
3441,,
3442,,
3443,,
3444,0.052,0.054
3445,,
3446,0.046,0.048
3447,,
3448,,
3449,,
3450,0.049,0.049
3451,,
3452,0.047,0.048
3453,,
3454,,
3455,,
3456,0.041,0.042
3457,,
3458,0.039,0.041
3459,,
3460,,
3461,,
3462,0.035,0.093
3463,,
3464,0.023,0.022
3465,,
3466,,
3467,,
3468,0.014,0.026
3469,,
3470,0.009,0.019
3471,,
3472,,
3473,,
3474,0.031,0.045
3475,,
3476,0.056,0.091
3477,,
3478,,
3479,,
3480,0.031,0.05
3481,,
3482,0.027,0.05
3483,,
3484,,
3485,,
3486,0.031,0.049
3487,,
3488,0.084,0.107
3489,,
3490,,
3491,,
3492,0.048,0.06
3493,,
3494,0.055,0.099
3495,,
3496,,
3497,,
3498,0.022,0.017
3499,,
3500,0.015,0.015
3501,,
3502,,
3503,,
3504,0.028,0.041
3505,,
3506,0.078,0.169
3507,,
3508,,
3509,,
3510,0.014,0.009
3511,,
3512,0.018,0.054
3513,,
3514,,
3515,,
3516,0.007,0.005
3517,,
3518,0.011,0.009
3519,,
3520,,
3521,,
3522,0.021,0.019
3523,,
3524,0.369,0.337
3525,,
3526,,
3527,,
3528,0.037,0.036
3529,,
3530,0.016,0.014
3531,,
3532,,
3533,,
3534,0.048,0.046
3535,,
3536,0.059,0.075
3537,,
3538,,
3539,,
3540,0.038,0.038
3541,,
3542,0.033,0.03
3543,,
3544,,
3545,,
3546,0.049,0.052
3547,,
3548,0.097,0.121
3549,,
3550,,
3551,,
3552,0.682,0.593
3553,,
3554,0.075,0.069
3555,,
3556,,
3557,,
3558,0.334,0.031
3559,,
3560,0.012,0.009
3561,,
3562,,
3563,,
3564,0.014,0.02
3565,,
3566,-0.006,0.004
3567,,
3568,,
3569,,
3570,0.014,0.026
3571,,
3572,0.022,0.034
3573,,
3574,,
3575,,
3576,0.005,0.014
3577,,
3578,-0.001,0.01
3579,,
3580,,
3581,,
3582,0.005,0.014
3583,,
3584,0.414,0.43
3585,,
3586,,
3587,,
3588,0.014,0.017
3589,,
3590,0.385,0.353
3591,,
3592,,
3593,,
3594,0.015,0.022
3595,,
3596,0.006,0.007
3597,,
3598,,
3599,,
3600,0.086,0.031
3601,,
3602,0.021,0.006
3603,,
3604,,
3605,,
3606,,
3607,0.037,0.036
3608,,
3609,,
3610,,
3611,0.016,0.034
3612,,
3613,,
3614,,
3615,0.021,0.05
3616,,
3617,,
3618,,
3619,0.021,0.053
3620,,
3621,,
3622,,
3623,0.017,0.057
3624,,
3625,,
3626,,
3627,-0.008,0.025
3628,,
3629,,
3630,,
3631,0.026,0.04
3632,,
3633,,
3634,,
3635,0.049,0.147
3636,,
3637,,
3638,,
3639,0.066,0.052
3640,,
3641,,
3642,,
3643,0.05,0.045
3644,,
3645,,
3646,,
3647,0.083,0.079
3648,,
3649,,
3650,,
3651,0.03,0.03
3652,,
3653,,
3654,,
3655,0.149,0.121
3656,,
3657,,
3658,,
3659,-0.002,-0.003
3660,,
3661,,
3662,,
3663,0.11,0.087
3664,,
3665,,
3666,,
3667,0.013,0.009
3668,,
3669,,
3670,,
3671,0.005,0.005
3672,,
3673,,
3674,,
3675,0.057,0.048
3676,,
3677,,
3678,,
3679,0.037,0.036
3680,,
3681,,
3682,,
3683,0.016,0.034
3684,,
3685,,
3686,,
3687,0.021,0.05
3688,,
3689,,
3690,,
3691,0.021,0.053
3692,,
3693,,
3694,,
3695,0.017,0.057
3696,,
3697,,
3698,,
3699,-0.008,0.025
3700,,
3701,,
3702,,
3703,0.026,0.04
3704,,
3705,,
3706,,
3707,0.049,0.147
3708,,
3709,,
3710,,
3711,0.066,0.052
3712,,
3713,,
3714,,
3715,0.004,0.0
3716,,
3717,,
3718,,
3719,-0.009,-0.002
3720,,
3721,,
3722,,
3723,0.004,0.018
3724,,
3725,,
3726,,
3727,0.019,0.037
3728,,
3729,,
3730,,
3731,0.035,0.052
3732,,
3733,,
3734,,
3735,0.031,0.047
3736,,
3737,,
3738,,
3739,0.036,0.039
3740,,
3741,,
3742,,
3743,0.077,0.062
3744,,
3745,,
3746,,
3747,0.021,0.019
3748,,
3749,,
3750,,
3751,0.038,0.038
3752,,
3753,,
3754,,
3755,0.346,0.423
3756,,
3757,,
3758,,
3759,0.035,0.042
3760,,
3761,,
3762,,
3763,0.043,0.049
3764,,
3765,,
3766,,
3767,0.038,0.045
3768,,
3769,,
3770,,
3771,0.044,0.052
3772,,
3773,,
3774,,
3775,0.035,0.038
3776,,
3777,,
3778,,
3779,0.11,0.53
3780,,
3781,,
3782,,
3783,0.044,0.047
3784,,
3785,,
3786,,
3787,0.037,0.036
3788,,
3789,,
3790,,
3791,0.016,0.034
3792,,
3793,,
3794,,
3795,0.021,0.05
3796,,
3797,,
3798,,
3799,0.021,0.053
3800,,
3801,,
3802,,
3803,0.017,0.057
3804,,
3805,,
3806,,
3807,-0.008,0.025
3808,,
3809,,
3810,,
3811,0.026,0.04
3812,,
3813,,
3814,,
3815,0.049,0.147
3816,,
3817,,
3818,,
3819,0.066,0.052
3820,,
3821,,
3822,,
3823,-0.002,-0.001
3824,,
3825,,
3826,,
3827,-0.006,-0.005
3828,,
3829,,
3830,,
3831,0.012,0.012
3832,,
3833,,
3834,,
3835,0.021,0.021
3836,,
3837,,
3838,,
3839,0.02,0.02
3840,,
3841,,
3842,,
3843,0.028,0.029
3844,,
3845,,
3846,,
3847,0.028,0.028
3848,,
3849,,
3850,,
3851,0.055,0.056
3852,,
3853,,
3854,,
3855,0.376,0.465
3856,,
3857,,
3858,,
3859,0.059,0.01
3860,,
3861,,
3862,,
3863,-0.002,-0.014
3864,,
3865,,
3866,,
3867,-0.012,-0.021
3868,,
3869,,
3870,,
3871,0.02,0.009
3872,,
3873,,
3874,,
3875,0.082,0.058
3876,,
3877,,
3878,,
3879,0.084,0.07
3880,,
3881,,
3882,,
3883,0.034,0.031
3884,,
3885,,
3886,,
3887,0.032,0.056
3888,,
3889,,
3890,,
3891,0.021,0.019
3892,,
3893,,
3894,,
3895,0.005,0.005
3896,,
3897,,
3898,,
3899,0.011,0.011
3900,,
3901,,
3902,,
3903,0.026,0.025
3904,,
3905,,
3906,,
3907,0.064,0.059
3908,,
3909,,
3910,,
3911,0.102,0.087
3912,,
3913,,
3914,,
3915,0.053,0.055
3916,,
3917,,
3918,,
3919,0.683,0.638
3920,,
3921,,
3922,,
3923,0.04,0.041
3924,,
3925,,
3926,,
3927,0.039,0.043
3928,,
3929,,
3930,0.017,0.001
3931,,
3932,,
3933,-0.01,-0.022
3934,,
3935,,
3936,0.007,-0.011
3937,,
3938,,
3939,0.513,0.461
3940,,
3941,,
3942,0.046,0.023
3943,,
3944,,
3945,0.013,-0.009
3946,,
3947,,
3948,-0.004,-0.002
3949,,
3950,,
3951,-0.012,0.011
3952,,
3953,,
3954,-0.008,-0.006
3955,,
3956,,
3957,0.461,0.151
3958,,
3959,,
3960,0.087,0.072
3961,,
3962,,
3963,0.443,0.358
3964,,
3965,,
3966,0.074,0.041
3967,,
3968,,
3969,0.249,0.193
3970,,
3971,,
3972,0.084,0.071
3973,,
3974,,
3975,0.165,0.123
3976,,
3977,,
3978,0.074,0.061
3979,,
3980,,
3981,0.091,0.087
3982,,
3983,,
3984,0.031,0.017
3985,,
3986,,
3987,0.006,-0.002
3988,,
3989,,
3990,0.174,0.152
3991,,
3992,,
3993,0.088,0.06
3994,,
3995,,
3996,0.106,0.087
3997,,
3998,,
3999,0.113,0.11
4000,,
4001,,
4002,0.032,0.028
4003,,
4004,,
4005,0.038,0.031
4006,,
4007,,
4008,0.048,0.049
4009,,
4010,,
4011,0.012,0.014
4012,,
4013,,
4014,0.013,0.013
4015,,
4016,,
4017,0.014,0.012
4018,,
4019,,
4020,0.016,0.015
4021,,
4022,,
4023,0.011,0.007
4024,,
4025,,
4026,0.031,0.031
4027,,
4028,,
4029,0.047,0.09
4030,,
4031,,
4032,0.049,0.081
4033,,
4034,,
4035,0.033,0.044
4036,,
4037,,
4038,-0.021,-0.017
4039,,
4040,,
4041,-0.005,-0.008
4042,,
4043,,
4044,0.207,0.111
4045,,
4046,,
4047,-0.002,-0.008
4048,,
4049,,
4050,0.006,0.003
4051,,
4052,,
4053,0.232,0.142
4054,,
4055,,
4056,0.018,0.018
4057,,
4058,,
4059,0.019,0.02
4060,,
4061,,
4062,0.015,0.017
4063,,
4064,,
4065,0.019,0.019
4066,,
4067,,
4068,0.028,0.02
4069,,
4070,,
4071,0.045,0.034
4072,,
4073,,
4074,0.032,0.026
4075,,
4076,,
4077,0.044,0.04
4078,,
4079,,
4080,0.034,0.025
4081,,
4082,,
4083,0.028,0.029
4084,,
4085,,
4086,0.039,0.038
4087,,
4088,,
4089,0.029,0.029
4090,,
4091,,
4092,0.311,0.033
4093,,
4094,,
4095,,
4096,,
4097,,
4098,0.036,0.035
4099,,
4100,,
4101,,
4102,,
4103,,
4104,0.026,0.026
4105,,
4106,,
4107,,
4108,,
4109,,
4110,0.047,0.05
4111,,
4112,,
4113,,
4114,,
4115,,
4116,0.338,0.262
4117,,
4118,,
4119,,
4120,,
4121,,
4122,0.033,0.035
4123,,
4124,,
4125,,
4126,,
4127,,
4128,0.083,0.212
4129,,
4130,,
4131,,
4132,,
4133,,
4134,0.042,0.044
4135,,
4136,,
4137,,
4138,,
4139,,
4140,0.054,0.041
4141,,
4142,,
4143,,
4144,,
4145,,
4146,0.004,0.001
4147,,
4148,,
4149,,
4150,,
4151,,
4152,0.024,0.018
4153,,
4154,,
4155,,
4156,,
4157,,
4158,0.042,0.032
4159,,
4160,,
4161,,
4162,,
4163,,
4164,0.013,0.008
4165,,
4166,,
4167,,
4168,,
4169,,
4170,0.036,0.025
4171,,
4172,,
4173,,
4174,,
4175,,
4176,0.041,0.031
4177,,
4178,,
4179,,
4180,,
4181,,
4182,0.034,0.032
4183,,
4184,,
4185,,
4186,,
4187,,
4188,0.03,0.035
4189,,
4190,,
4191,,
4192,,
4193,,
4194,0.085,0.074
4195,,
4196,,
4197,,
4198,,
4199,,
4200,0.045,0.056
4201,,
4202,,
4203,,
4204,,
4205,,
4206,0.029,0.011
4207,,
4208,,
4209,,
4210,,
4211,,
4212,0.038,0.012
4213,,
4214,,
