bb_idx,MT_deepHLApan_bind,MT_deepHLApan_immuno,WT_deepHLApan_bind,WT_deepHLApan_immuno
2550,0.9678,0.6809,0.9303,0.6164
2551,0.9538,0.7337,0.8392,0.6078
2552,0.2439,0.5509,0.4832,0.2669
2553,0.8196,0.5922,0.6526,0.3201
2554,0.0328,0.4009,0.1694,0.2889
2555,0.9944,0.9583,0.9893,0.9391
2556,0.9982,0.7706,0.9577,0.5058
2557,0.7787,0.376,0.7801,0.274
2558,0.4701,0.4182,0.5774,0.3639
2559,0.5628,0.2635,0.5722,0.2692
2560,0.9999,0.9514,0.9999,0.9399
2561,0.9695,0.6617,0.978,0.5786
2562,0.9489,0.451,0.9695,0.4018
2563,0.8269,0.5701,0.8412,0.5204
2564,0.9549,0.3074,0.9713,0.3159
2565,0.9999,0.9273,0.9998,0.9512
2566,0.9428,0.7245,0.9655,0.6953
2567,0.782,0.7631,0.8819,0.6898
2568,0.781,0.6191,0.7637,0.4123
2569,0.3836,0.3976,0.6731,0.2573
2570,0.997,0.9821,0.9987,0.9661
2571,0.966,0.8831,0.984,0.827
2572,0.9837,0.7746,0.9924,0.7074
2573,0.6012,0.5968,0.7288,0.3643
2574,0.9935,0.1093,0.996,0.0954
2575,0.9998,0.9683,0.9999,0.9244
2576,0.9931,0.8557,0.9967,0.8168
2577,0.7552,0.7433,0.9362,0.6786
2578,0.9592,0.7398,0.9225,0.4542
2579,0.9071,0.0855,0.9006,0.0478
2580,0.9996,0.9411,0.9998,0.9409
2581,0.9892,0.8746,0.9898,0.8129
2582,0.987,0.836,0.8262,0.8306
2583,0.5663,0.8518,0.6593,0.7475
2584,0.5641,0.6422,0.5859,0.3777
2585,0.9901,0.9968,0.8277,0.9921
2586,0.8365,0.9461,0.8294,0.9317
2587,0.9662,0.7044,0.8913,0.5319
2588,0.9128,0.8776,0.7045,0.7502
2589,0.6394,0.6248,0.7205,0.2018
2590,0.7648,0.9935,0.7977,0.9717
2591,0.9135,0.9184,0.7653,0.7087
2592,0.3908,0.6325,0.4554,0.5215
2593,0.6536,0.1378,0.397,0.2285
2594,0.3728,0.008,0.2547,0.015
2595,0.9249,0.9674,0.9357,0.9715
2596,0.9864,0.7427,0.8997,0.6991
2597,0.7107,0.275,0.6581,0.2515
2598,0.6405,0.3875,0.5316,0.4223
2599,0.4522,0.0138,0.378,0.0197
2600,0.8786,0.9244,0.884,0.8934
2601,0.5786,0.4967,0.5228,0.3545
2602,0.9242,0.4236,0.8988,0.5913
2603,0.4781,0.7699,0.3766,0.9479
2604,0.3919,0.2168,0.2702,0.3502
2605,0.8964,0.9324,0.7577,0.9856
2606,0.8039,0.5095,0.7254,0.764
2607,0.9945,0.3458,0.9866,0.5006
2608,0.7164,0.48,0.6824,0.8129
2609,0.6256,0.0493,0.5747,0.197
2610,0.9805,0.878,0.9373,0.96
2611,0.9445,0.4168,0.9134,0.6146
2612,0.9627,0.5469,0.9073,0.5003
2613,0.8263,0.7157,0.7013,0.8074
2614,0.5601,0.1972,0.4602,0.4636
2615,1.0,0.8873,1.0,0.9636
2616,0.8849,0.6329,0.8105,0.7413
2617,0.9088,0.6651,0.8489,0.4917
2618,0.9296,0.6491,0.8549,0.5872
2619,0.916,0.1242,0.8327,0.3636
2620,0.9999,0.9474,0.9999,0.9662
2621,0.9809,0.847,0.9635,0.7523
2622,0.8017,0.5368,0.5493,0.4846
2623,0.9893,0.2584,0.8929,0.2314
2624,0.6078,0.0766,0.5341,0.1577
2625,0.995,0.9636,0.9995,0.979
2626,0.7339,0.6187,0.7835,0.6806
2627,0.9423,0.3416,0.6506,0.4161
2628,0.9298,0.1421,0.9604,0.1917
2629,0.5043,0.0914,0.5632,0.2256
2630,1.0,0.9404,1.0,0.9677
2631,0.9802,0.5842,0.9852,0.6244
2632,0.0766,0.6396,0.3378,0.5721
2633,0.4754,0.6002,0.4827,0.4969
2634,0.2243,0.6745,0.502,0.5556
2635,0.9883,0.9768,0.9745,0.9578
2636,0.9678,0.8474,0.9806,0.8075
2637,0.4121,0.7706,0.557,0.694
2638,0.3394,0.6887,0.4899,0.6683
2639,0.1834,0.6918,0.4439,0.6314
2640,0.4367,0.9927,0.6363,0.9902
2641,0.6837,0.9015,0.8339,0.8803
2642,0.4953,0.6055,0.695,0.6192
2643,0.4231,0.7631,0.4536,0.7595
2644,0.2358,0.7629,0.3245,0.7719
2645,0.4854,0.9876,0.5782,0.9838
2646,0.5696,0.8382,0.6743,0.8221
2647,0.216,0.5879,0.4275,0.5956
2648,0.8087,0.6665,0.853,0.6998
2649,0.0583,0.409,0.1435,0.4473
2650,0.4656,0.9784,0.6224,0.9798
2651,0.4995,0.8012,0.7438,0.816
2652,0.0748,0.3655,0.2664,0.3571
2653,0.164,0.5136,0.2626,0.4847
2654,0.1686,0.295,0.3501,0.2167
2655,0.9863,0.9638,0.9967,0.9584
2656,0.4272,0.6372,0.655,0.6644
2657,0.1849,0.6417,0.3573,0.5954
2658,0.4848,0.5949,0.537,0.507
2659,0.38,0.6016,0.4026,0.4069
2660,0.9889,0.984,0.9915,0.9743
2661,0.812,0.8163,0.8888,0.7858
2662,0.1196,0.6032,0.1264,0.5764
2663,0.3687,0.6311,0.4339,0.6024
2664,0.2528,0.6861,0.194,0.4558
2665,0.9942,0.9736,0.687,0.9636
2666,0.7126,0.7801,0.5667,0.7342
2667,0.4227,0.6681,0.3046,0.601
2668,0.4212,0.4944,0.2954,0.5446
2669,0.516,0.2484,0.3821,0.0888
2670,0.7504,0.9794,0.6492,0.9614
2671,0.7929,0.7374,0.5983,0.6692
2672,0.2439,0.5509,0.4832,0.2669
2673,0.8196,0.5922,0.6526,0.3201
2674,0.0328,0.4009,0.1694,0.2889
2675,0.9944,0.9583,0.9893,0.9391
2676,0.9982,0.7706,0.9577,0.5058
2677,0.7787,0.376,0.7801,0.274
2678,0.4701,0.4182,0.5774,0.3639
2679,0.5628,0.2635,0.5722,0.2692
2680,0.9999,0.9514,0.9999,0.9399
2681,0.9695,0.6617,0.978,0.5786
2682,0.9489,0.451,0.9695,0.4018
2683,0.8269,0.5701,0.8412,0.5204
2684,0.9549,0.3074,0.9713,0.3159
2685,0.9999,0.9273,0.9998,0.9512
2686,0.9428,0.7245,0.9655,0.6953
2687,0.782,0.7631,0.8819,0.6898
2688,0.781,0.6191,0.7637,0.4123
2689,0.3836,0.3976,0.6731,0.2573
2690,0.997,0.9821,0.9987,0.9661
2691,0.966,0.8831,0.984,0.827
2692,0.9837,0.7746,0.9924,0.7074
2693,0.6012,0.5968,0.7288,0.3643
2694,0.9935,0.1093,0.996,0.0954
2695,0.9998,0.9683,0.9999,0.9244
2696,0.9931,0.8557,0.9967,0.8168
2697,0.7552,0.7433,0.9362,0.6786
2698,0.9592,0.7398,0.9225,0.4542
2699,0.9071,0.0855,0.9006,0.0478
2700,0.9996,0.9411,0.9998,0.9409
2701,0.9892,0.8746,0.9898,0.8129
2702,0.987,0.836,0.8262,0.8306
2703,0.5663,0.8518,0.6593,0.7475
2704,0.5641,0.6422,0.5859,0.3777
2705,0.9901,0.9968,0.8277,0.9921
2706,0.8365,0.9461,0.8294,0.9317
2707,0.9662,0.7044,0.8913,0.5319
2708,0.9128,0.8776,0.7045,0.7502
2709,0.6394,0.6248,0.7205,0.2018
2710,0.7648,0.9935,0.7977,0.9717
2711,0.9135,0.9184,0.7653,0.7087
2712,0.7079,0.3742,0.774,0.1986
2713,0.9546,0.4504,0.9494,0.4015
2714,0.733,0.0229,0.7847,0.0123
2715,0.9892,0.8884,0.9954,0.7514
2716,0.9397,0.6475,0.9519,0.503
2717,0.8347,0.3329,0.9046,0.1584
2718,0.9889,0.0715,0.9782,0.0411
2719,0.8731,0.0062,0.8885,0.0034
2720,0.9831,0.7814,0.9858,0.7199
2721,0.9512,0.4981,0.9627,0.3335
2722,0.6673,0.4237,0.6162,0.1652
2723,0.7595,0.1434,0.7489,0.0334
2724,0.7646,0.0305,0.8233,0.0106
2725,0.8748,0.9406,0.961,0.6611
2726,0.9781,0.5093,0.9791,0.3677
2727,0.8056,0.6379,0.8822,0.2517
2728,0.8179,0.3661,0.8164,0.061
2729,0.8023,0.1319,0.8154,0.0801
2730,0.9623,0.9582,0.9891,0.8143
2731,0.9334,0.8107,0.9261,0.5491
2732,0.473,0.653,0.6733,0.462
2733,0.5707,0.3999,0.5111,0.1997
2734,0.3718,0.1466,0.3648,0.0916
2735,0.8422,0.9467,0.9912,0.885
2736,0.9902,0.7382,0.9875,0.6419
2737,0.2129,0.7102,0.3965,0.4177
2738,0.1775,0.3398,0.1612,0.0975
2739,0.167,0.0436,0.2296,0.0516
2740,0.9002,0.8683,0.9996,0.7781
2741,0.9123,0.6841,0.9464,0.5995
2742,0.204,0.4574,0.4445,0.4456
2743,0.3919,0.4964,0.3406,0.1473
2744,0.3026,0.0198,0.6903,0.0187
2745,0.9686,0.824,0.9994,0.8332
2746,0.6516,0.5056,0.773,0.5754
2747,0.2033,0.5574,0.4067,0.5337
2748,0.4573,0.3834,0.4345,0.5331
2749,0.3563,0.0139,0.4794,0.0439
2750,0.9826,0.8503,0.9824,0.9179
2751,0.6038,0.5549,0.6203,0.6481
2752,0.2439,0.5509,0.4832,0.2669
2753,0.8196,0.5922,0.6526,0.3201
2754,0.0328,0.4009,0.1694,0.2889
2755,0.9944,0.9583,0.9893,0.9391
2756,0.9982,0.7706,0.9577,0.5058
2757,0.7787,0.376,0.7801,0.274
2758,0.4701,0.4182,0.5774,0.3639
2759,0.5628,0.2635,0.5722,0.2692
2760,0.9999,0.9514,0.9999,0.9399
2761,0.9695,0.6617,0.978,0.5786
2762,0.9489,0.451,0.9695,0.4018
2763,0.8269,0.5701,0.8412,0.5204
2764,0.9549,0.3074,0.9713,0.3159
2765,0.9999,0.9273,0.9998,0.9512
2766,0.9428,0.7245,0.9655,0.6953
2767,0.782,0.7631,0.8819,0.6898
2768,0.781,0.6191,0.7637,0.4123
2769,0.3836,0.3976,0.6731,0.2573
2770,0.997,0.9821,0.9987,0.9661
2771,0.966,0.8831,0.984,0.827
2772,0.9837,0.7746,0.9924,0.7074
2773,0.6012,0.5968,0.7288,0.3643
2774,0.9935,0.1093,0.996,0.0954
2775,0.9998,0.9683,0.9999,0.9244
2776,0.9931,0.8557,0.9967,0.8168
2777,0.7552,0.7433,0.9362,0.6786
2778,0.9592,0.7398,0.9225,0.4542
2779,0.9071,0.0855,0.9006,0.0478
2780,0.9996,0.9411,0.9998,0.9409
2781,0.9892,0.8746,0.9898,0.8129
2782,0.987,0.836,0.8262,0.8306
2783,0.5663,0.8518,0.6593,0.7475
2784,0.5641,0.6422,0.5859,0.3777
2785,0.9901,0.9968,0.8277,0.9921
2786,0.8365,0.9461,0.8294,0.9317
2787,0.9662,0.7044,0.8913,0.5319
2788,0.9128,0.8776,0.7045,0.7502
2789,0.6394,0.6248,0.7205,0.2018
2790,0.7648,0.9935,0.7977,0.9717
2791,0.9135,0.9184,0.7653,0.7087
2792,0.7079,0.3742,0.774,0.1986
2793,0.9546,0.4504,0.9494,0.4015
2794,0.733,0.0229,0.7847,0.0123
2795,0.9892,0.8884,0.9954,0.7514
2796,0.9397,0.6475,0.9519,0.503
2797,0.8347,0.3329,0.9046,0.1584
2798,0.9889,0.0715,0.9782,0.0411
2799,0.8731,0.0062,0.8885,0.0034
2800,0.9831,0.7814,0.9858,0.7199
2801,0.9512,0.4981,0.9627,0.3335
2802,0.6673,0.4237,0.6162,0.1652
2803,0.7595,0.1434,0.7489,0.0334
2804,0.7646,0.0305,0.8233,0.0106
2805,0.8748,0.9406,0.961,0.6611
2806,0.9781,0.5093,0.9791,0.3677
2807,0.8056,0.6379,0.8822,0.2517
2808,0.8179,0.3661,0.8164,0.061
2809,0.8023,0.1319,0.8154,0.0801
2810,0.9623,0.9582,0.9891,0.8143
2811,0.9334,0.8107,0.9261,0.5491
2812,0.473,0.653,0.6733,0.462
2813,0.5707,0.3999,0.5111,0.1997
2814,0.3718,0.1466,0.3648,0.0916
2815,0.8422,0.9467,0.9912,0.885
2816,0.9902,0.7382,0.9875,0.6419
2817,0.2129,0.7102,0.3965,0.4177
2818,0.1775,0.3398,0.1612,0.0975
2819,0.167,0.0436,0.2296,0.0516
2820,0.9002,0.8683,0.9996,0.7781
2821,0.9123,0.6841,0.9464,0.5995
2822,0.204,0.4574,0.4445,0.4456
2823,0.3919,0.4964,0.3406,0.1473
2824,0.3026,0.0198,0.6903,0.0187
2825,0.9686,0.824,0.9994,0.8332
2826,0.6516,0.5056,0.773,0.5754
2827,0.2033,0.5574,0.4067,0.5337
2828,0.4573,0.3834,0.4345,0.5331
2829,0.3563,0.0139,0.4794,0.0439
2830,0.9826,0.8503,0.9824,0.9179
2831,0.6038,0.5549,0.6203,0.6481
2832,0.9777,0.7856,0.9475,0.6935
2833,0.3598,0.779,0.3292,0.691
2834,0.9826,0.1296,0.9712,0.0721
2835,0.9998,0.9722,0.9994,0.9226
2836,0.9654,0.876,0.9529,0.7774
2837,0.9851,0.6859,0.99,0.5802
2838,0.5019,0.7219,0.5741,0.6329
2839,0.9817,0.1377,0.9857,0.0741
2840,0.9992,0.9773,0.9995,0.9483
2841,0.9235,0.8555,0.9617,0.6894
2842,0.7468,0.6617,0.7604,0.4217
2843,0.6828,0.7513,0.6977,0.5611
2844,0.691,0.1053,0.6904,0.0298
2845,0.9853,0.9623,0.987,0.8751
2846,0.7943,0.7695,0.7943,0.5466
2847,0.8878,0.728,0.8697,0.5243
2848,0.4223,0.9253,0.4517,0.7335
2849,0.5325,0.5942,0.5807,0.0837
2850,0.9993,0.9909,0.9993,0.9239
2851,0.6197,0.8946,0.6236,0.7389
2852,0.9433,0.5147,0.9599,0.2832
2853,0.4608,0.9088,0.4721,0.7722
2854,0.983,0.4243,0.982,0.0206
2855,0.9969,0.9691,0.9976,0.8736
2856,0.9674,0.7606,0.9618,0.555
2857,0.2736,0.4792,0.3163,0.386
2858,0.3079,0.9088,0.2877,0.7882
2859,0.584,0.5805,0.5129,0.165
2860,0.9647,0.9915,0.9258,0.9771
2861,0.5325,0.7128,0.4682,0.7335
2862,0.5164,0.3447,0.4695,0.3373
2863,0.3901,0.6791,0.3017,0.3777
2864,0.3994,0.4173,0.3637,0.1538
2865,0.9567,0.9692,0.9923,0.9202
2866,0.8489,0.5499,0.8267,0.535
2867,0.0671,0.6549,0.0519,0.666
2868,0.4329,0.9302,0.5354,0.9018
2869,0.2256,0.6407,0.1962,0.3292
2870,0.9981,0.981,0.9975,0.9743
2871,0.8477,0.8998,0.8413,0.9025
2872,0.4267,0.2073,0.1342,0.3119
2873,0.7376,0.1317,0.7123,0.0926
2874,0.2248,0.0482,0.1096,0.1252
2875,0.972,0.8025,0.9667,0.935
2876,0.9995,0.3432,0.9939,0.563
2877,0.2163,0.2878,0.3023,0.281
2878,0.2569,0.3242,0.4448,0.1454
2879,0.4166,0.2934,0.4333,0.1378
2880,0.9903,0.9546,0.9948,0.9427
2881,0.9608,0.5982,0.9632,0.5429
2882,0.5498,0.3061,0.7786,0.221
2883,0.2538,0.4937,0.2619,0.1891
2884,0.4134,0.4032,0.4406,0.1719
2885,0.9909,0.929,0.9975,0.8245
2886,0.766,0.7485,0.7317,0.4945
2887,0.5034,0.3759,0.5515,0.1776
2888,0.2054,0.4432,0.2025,0.2076
2889,0.2776,0.2504,0.3413,0.1631
2890,0.9999,0.9526,1.0,0.8915
2891,0.7436,0.6966,0.7524,0.3539
2892,0.9727,0.2963,0.9803,0.3622
2893,0.5098,0.328,0.5173,0.2276
2894,0.9496,0.0559,0.9712,0.0675
2895,0.9995,0.8885,0.9995,0.925
2896,0.9627,0.5495,0.958,0.6031
2897,0.9494,0.1931,0.9523,0.2609
2898,0.1932,0.1148,0.1896,0.0766
2899,0.7448,0.0074,0.7157,0.0104
2900,0.9932,0.8581,0.9923,0.8979
2901,0.9293,0.3203,0.9442,0.436
2902,0.9719,0.3797,0.947,0.5094
2903,0.6271,0.0932,0.5302,0.1333
2904,0.6743,0.009,0.5915,0.014
2905,0.9314,0.8968,0.9937,0.9023
2906,0.9499,0.5859,0.8796,0.6819
2907,0.9939,0.4472,0.982,0.6163
2908,0.9473,0.1602,0.9224,0.3134
2909,0.8058,0.0398,0.7916,0.0587
2910,0.9999,0.8834,0.9999,0.9594
2911,0.988,0.5701,0.9855,0.6913
2912,0.9481,0.6601,0.8647,0.5704
2913,0.9218,0.502,0.9937,0.4992
2914,0.8093,0.3546,0.8449,0.1978
2915,0.9973,0.9604,0.9995,0.9715
2916,0.9306,0.8291,0.9511,0.7725
2917,0.5013,0.5105,0.4951,0.6841
2918,0.9394,0.4979,0.9375,0.8765
2919,0.2385,0.1196,0.3294,0.3586
2920,0.3376,0.9801,0.4585,0.9862
2921,0.5533,0.6717,0.6305,0.8388
2922,0.7165,0.2965,0.828,0.5289
2923,0.9944,0.3973,0.9869,0.7076
2924,0.1301,0.2354,0.2099,0.4891
2925,0.6083,0.9809,0.8132,0.9881
2926,0.5945,0.5189,0.5814,0.7424
2927,0.2382,0.3082,0.2405,0.4165
2928,0.9917,0.3456,0.8689,0.5508
2929,0.0478,0.3474,0.0526,0.5944
2930,0.8622,0.9685,0.8444,0.9837
2931,0.9975,0.5332,0.9986,0.6687
2932,0.4307,0.2483,0.5743,0.3044
2933,0.7039,0.3178,0.5729,0.2752
2934,0.4137,0.2361,0.5199,0.3597
2935,0.9554,0.9535,0.9894,0.9416
2936,0.9426,0.4941,0.9235,0.5135
2937,0.5917,0.3993,0.7576,0.4533
2938,0.9723,0.4327,0.8433,0.4381
2939,0.3111,0.352,0.5593,0.4623
2940,0.9855,0.8791,0.9993,0.9578
2941,0.9409,0.6857,0.9693,0.7247
2942,0.3549,0.6345,0.6647,0.5642
2943,0.5726,0.6766,0.5077,0.6221
2944,0.2906,0.6013,0.6526,0.3066
2945,0.9419,0.9677,0.9992,0.9116
2946,0.9984,0.8197,0.9736,0.8102
2947,0.4009,0.6134,0.4979,0.5504
2948,0.5086,0.6108,0.5495,0.6511
2949,0.1996,0.4101,0.6304,0.2814
2950,0.9877,0.9736,0.994,0.906
2951,0.8712,0.7742,0.8047,0.7272
2952,0.3577,0.2119,0.3155,0.2104
2953,0.4578,0.9142,0.2745,0.795
2954,0.5031,0.1352,0.4793,0.1257
2955,0.4469,0.8117,0.4152,0.8109
2956,0.9881,0.8886,0.9609,0.901
2957,0.9876,0.9816,0.9578,0.9694
2958,0.5347,0.1912,0.5183,0.1835
2959,0.4055,0.8866,0.4022,0.8563
2960,0.1663,0.3349,0.1554,0.2852
2961,0.6077,0.9442,0.563,0.8525
2962,0.9842,0.9433,0.9827,0.9565
2963,0.7158,0.9771,0.7403,0.9737
2964,0.9704,0.3252,0.9708,0.1246
2965,0.6061,0.9683,0.5896,0.9307
2966,0.4822,0.493,0.5151,0.2148
2967,0.6883,0.9778,0.6452,0.9417
2968,0.9671,0.9804,0.9729,0.9704
2969,0.833,0.9886,0.8547,0.9824
2970,0.9974,0.1088,0.9972,0.0662
2971,0.5306,0.9335,0.4966,0.9141
2972,0.2996,0.4009,0.3181,0.3871
2973,0.6322,0.9751,0.6155,0.9789
2974,0.7805,0.9663,0.783,0.9736
2975,0.8842,0.9917,0.8672,0.9902
2976,0.6092,0.195,0.6236,0.1018
2977,0.5412,0.922,0.5305,0.8608
2978,0.1712,0.2686,0.1369,0.182
2979,0.5155,0.9585,0.492,0.9438
2980,0.9624,0.9652,0.9588,0.9666
2981,0.6282,0.9865,0.6215,0.9869
2982,0.6281,0.2735,0.9477,0.0503
2983,0.4476,0.8854,0.4362,0.7609
2984,0.8314,0.4246,0.5083,0.2022
2985,0.616,0.8693,0.3743,0.8024
2986,0.9219,0.9414,0.6959,0.8759
2987,0.7944,0.967,0.4386,0.9508
2988,0.7522,0.4101,0.7086,0.247
2989,0.4652,0.9396,0.3887,0.8918
2990,0.3662,0.3304,0.3593,0.2584
2991,0.5424,0.9513,0.4305,0.9458
2992,0.8789,0.9718,0.8327,0.9701
2993,0.9359,0.9878,0.9371,0.9802
2994,0.974,0.0714,0.9623,0.0224
2995,0.6943,0.8664,0.4487,0.7864
2996,0.711,0.242,0.7442,0.1364
2997,0.6067,0.9249,0.3537,0.8573
2998,0.6775,0.9469,0.5566,0.9104
2999,0.7701,0.9742,0.5916,0.9743
3000,0.2959,0.6012,0.2134,0.3627
3001,0.3818,0.8822,0.1699,0.7991
3002,0.1487,0.3899,0.1821,0.2172
3003,0.3814,0.8818,0.1765,0.8191
3004,0.9395,0.9453,0.9208,0.954
3005,0.6316,0.9743,0.5132,0.971
3006,0.7753,0.6081,0.673,0.3715
3007,0.7993,0.9221,0.7032,0.868
3008,0.9224,0.504,0.9293,0.2181
3009,0.7568,0.9383,0.7171,0.9184
3010,0.9937,0.97,0.9924,0.9763
3011,0.996,0.981,0.984,0.988
3012,0.8745,0.421,0.8142,0.1812
3013,0.9087,0.8533,0.8016,0.6405
3014,0.5189,0.1381,0.6994,0.1613
3015,0.9328,0.899,0.8879,0.8495
3016,0.9963,0.9516,0.9933,0.8865
3017,0.9966,0.977,0.996,0.957
3018,0.5229,0.0958,0.2943,0.0267
3019,0.7366,0.7075,0.4479,0.571
3020,0.3939,0.1686,0.2959,0.2384
3021,0.9394,0.7534,0.382,0.7817
3022,0.9847,0.8845,0.961,0.9246
3023,0.9754,0.9643,0.8057,0.9643
3024,0.7145,0.1282,0.748,0.0394
3025,0.8605,0.735,0.6811,0.6165
3026,0.6247,0.0869,0.9488,0.0876
3027,0.8428,0.7838,0.6123,0.7957
3028,0.8263,0.8812,0.8971,0.8756
3029,0.6763,0.9443,0.7344,0.9429
3030,0.7641,0.1834,0.7254,0.2015
3031,0.6095,0.8795,0.5823,0.8703
3032,0.354,0.149,0.4502,0.1948
3033,0.5703,0.7317,0.7453,0.6631
3034,0.5625,0.9207,0.782,0.9037
3035,0.4863,0.972,0.881,0.9549
3036,0.7743,0.0871,0.6247,0.1022
3037,0.7745,0.8074,0.6559,0.8046
3038,0.4506,0.1694,0.3918,0.229
3039,0.6803,0.9056,0.695,0.8702
3040,0.9477,0.9384,0.9165,0.9393
3041,0.9194,0.9665,0.8924,0.9647
3042,0.7163,0.2168,0.6605,0.0773
3043,0.7351,0.798,0.6468,0.593
3044,0.6268,0.3756,0.4432,0.2698
3045,0.5664,0.8472,0.6369,0.7966
3046,0.9254,0.9096,0.9223,0.8499
3047,0.8637,0.9672,0.797,0.9324
3048,0.8598,0.098,0.7529,0.122
3049,0.904,0.7144,0.6788,0.7824
3050,0.897,0.3929,0.4683,0.4276
3051,0.7735,0.778,0.6724,0.8026
3052,0.9886,0.9049,0.9628,0.9404
3053,0.995,0.9672,0.9813,0.9766
3054,0.757,0.1145,0.6856,0.1326
3055,0.8669,0.7505,0.72,0.8492
3056,0.7318,0.5196,0.4995,0.4889
3057,0.7389,0.6175,0.6797,0.6883
3058,0.9708,0.8888,0.913,0.9304
3059,0.9488,0.9634,0.9324,0.9758
3060,0.5769,0.1381,0.5213,0.0712
3061,0.6671,0.7142,0.4701,0.7163
3062,0.9993,0.4857,0.8477,0.3805
3063,0.5103,0.6903,0.3083,0.8063
3064,0.8252,0.8852,0.6153,0.9184
3065,0.8605,0.9658,0.7314,0.9695
3066,0.3749,0.2226,0.5489,0.3226
3067,0.694,0.7847,0.7095,0.8145
3068,0.5977,0.5889,0.4568,0.49
3069,0.5611,0.6844,0.6823,0.8007
3070,0.7464,0.9492,0.7363,0.9705
3071,0.4928,0.9784,0.7713,0.9825
3072,0.6019,0.1672,0.6238,0.2668
3073,0.5708,0.7564,0.657,0.8689
3074,0.9968,0.4793,0.9843,0.3147
3075,0.4897,0.8524,0.5517,0.8822
3076,0.846,0.9568,0.634,0.9688
3077,0.7053,0.9756,0.8121,0.9818
3078,0.7594,0.2689,0.908,0.1997
3079,0.9111,0.9326,0.5801,0.9152
3080,0.5264,0.2387,0.2129,0.2293
3081,0.8872,0.9054,0.5162,0.9529
3082,0.9278,0.9697,0.6485,0.9454
3083,0.957,0.9917,0.4732,0.9883
3084,0.5622,0.1495,0.3697,0.0502
3085,0.4881,0.9392,0.2429,0.9258
3086,0.9453,0.3596,0.7266,0.2516
3087,0.2876,0.9306,0.1487,0.9621
3088,0.7806,0.9781,0.6873,0.9679
3089,0.9939,0.992,0.929,0.9932
3090,0.2026,0.1089,0.1079,0.0454
3091,0.4749,0.9477,0.247,0.916
3092,0.5957,0.2904,0.4421,0.1568
3093,0.4914,0.9516,0.2627,0.912
3094,0.9987,0.9633,0.9957,0.8865
3095,0.9921,0.9865,0.931,0.9882
3096,0.7272,0.1762,0.5085,0.0703
3097,0.7,0.7785,0.4069,0.7536
3098,0.3044,0.0906,0.2569,0.0397
3099,0.9503,0.9143,0.9088,0.8005
3100,0.9898,0.9291,0.9829,0.8714
3101,0.9321,0.9627,0.876,0.9518
3102,0.2558,0.2565,0.2349,0.2064
3103,0.9739,0.8883,0.8662,0.8434
3104,0.8429,0.1022,0.8511,0.0419
3105,0.4817,0.7758,0.4417,0.5697
3106,0.7536,0.8655,0.7231,0.6615
3107,0.9466,0.9481,0.8823,0.9216
3108,0.3803,0.2082,0.4067,0.1984
3109,0.4978,0.8513,0.4184,0.7487
3110,0.1523,0.1358,0.1325,0.123
3111,0.4252,0.8734,0.2509,0.6966
3112,0.9461,0.8948,0.9557,0.8221
3113,0.7817,0.9588,0.6515,0.961
3114,0.4976,0.3269,0.3574,0.223
3115,0.51,0.8326,0.4164,0.7831
3116,0.1291,0.1916,0.0672,0.2684
3117,0.8731,0.9181,0.2767,0.8607
3118,0.9825,0.9663,0.9574,0.946
3119,0.7398,0.9693,0.6615,0.9713
3120,0.1608,0.1342,0.6469,0.1172
3121,0.9775,0.8381,0.4606,0.8984
3122,0.2847,0.1156,0.3127,0.1645
3123,0.4853,0.6717,0.146,0.8844
3124,0.581,0.8439,0.7499,0.8983
3125,0.3833,0.9607,0.6163,0.9535
3126,0.1432,0.2768,0.0442,0.4867
3127,0.4464,0.8935,0.2004,0.9224
3128,0.3075,0.3281,0.2392,0.5205
3129,0.4116,0.9215,0.1101,0.898
3130,0.9758,0.9039,0.8284,0.9409
3131,0.8832,0.9813,0.6434,0.9839
3132,0.0981,0.3407,0.1216,0.5579
3133,0.3549,0.9245,0.3152,0.8681
3134,0.2954,0.4147,0.3287,0.4974
3135,0.3453,0.9486,0.3428,0.9488
3136,0.9945,0.9711,0.9936,0.9733
3137,0.7661,0.9887,0.8458,0.9836
3138,0.2213,0.4178,0.2598,0.6029
3139,0.2421,0.9416,0.3062,0.8782
3140,0.0509,0.3964,0.0674,0.5122
3141,0.1544,0.9539,0.1443,0.9584
3142,0.8927,0.9789,0.9465,0.9826
3143,0.3897,0.9888,0.5053,0.9889
3144,0.3506,0.16,0.4925,0.3514
3145,0.5494,0.9695,0.6751,0.9235
3146,0.1607,0.3899,0.1667,0.49
3147,0.3092,0.975,0.4338,0.9726
3148,0.8729,0.9371,0.9323,0.9709
3149,0.561,0.9939,0.6923,0.9941
3150,0.185,0.1127,0.2529,0.2207
3151,0.4022,0.9576,0.5164,0.9522
3152,0.3862,0.2765,0.4462,0.359
3153,0.4212,0.9026,0.4395,0.9437
3154,0.8692,0.9492,0.9056,0.9793
3155,0.939,0.9901,0.9743,0.992
3156,0.061,0.0465,0.1018,0.2139
3157,0.2385,0.8511,0.4091,0.9249
3158,0.0948,0.1504,0.1351,0.282
3159,0.9768,0.7394,0.9664,0.8995
3160,0.922,0.9094,0.933,0.9463
3161,0.7455,0.9641,0.7605,0.9805
3162,0.747,0.0553,0.7365,0.1392
3163,0.7596,0.8737,0.9788,0.9029
3164,0.2802,0.1944,0.5664,0.2569
3165,0.6516,0.7749,0.6656,0.8961
