path,dataset,modality,split,label,pair_role
D:\YJ-Agent\data\external\medianomaly\RSNA\images\e75eeb9d-cfe6-4652-a432-e79e12013389.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\ce9cfea5-2872-461f-838f-eccc70df0160.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\b2c892a4-9c63-46e1-9b81-f928651464eb.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\403f65d5-6590-4cee-8b94-134683648f09.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\42ce26f3-8606-4143-9fbc-70d461ce377b.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\34f28fd4-00e4-445e-adc8-d86ac1f98bf9.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\ad67e243-e5b3-40fc-aa45-4f7faf7a2932.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\3e04b613-1130-413a-bc92-3c6935c9f8dc.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\e688c2ea-a039-4935-a072-f34e72d1a565.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\5a64ea23-138d-4ef0-8286-57d32eaf3f3e.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\bde5d050-10b4-4a55-9c5a-b509013483f6.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\be42ebd8-e567-4d4d-8607-987c0ab2c47a.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\eac550ba-b757-479f-85fb-5534e0aecc2c.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\94a6538f-68d4-4edd-ba10-fa157fd9a21f.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\e80a7eb1-664c-45de-91cd-8689e2590930.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\8488fbce-0fd7-41e4-b374-1dbf2e07060a.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\6a45ca02-9492-44bb-9505-57e8db7a651e.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\f572b812-8956-414f-8c2d-ba18603f59de.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\9d3fa3ed-6671-4a9a-8312-f0f44adeff30.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\fa65005b-f6ed-4c46-ae15-285ea0595747.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\cc4aafa8-b67b-41c1-a7c5-e7abb1f365df.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\74912eef-96d3-4591-8b36-1767c9ce0ea0.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\b79a9188-b51a-47ba-b993-126bf0799cae.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\46cfe8ef-549c-4b26-95b9-3a0b2cea22d5.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\c7ffa0e2-4c2b-4074-9872-088a651d7879.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\dba6433c-6c9b-4c58-b05e-637a4510ab22.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\dc1176ec-163a-47e7-849b-f3eabbeab63b.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\a353f72a-4fed-4813-bd87-e4f53f1b922d.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\8c6a20ca-f372-4e17-8cc6-7a4d48666c23.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\7f706ab7-2868-45b8-aa63-f5dfa59d37d8.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\b828a2bd-f615-42d8-a756-ec02ec7b6b6d.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\9c60c661-eae8-4042-9b93-464f1e3c1d77.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\73ad70a9-4028-4129-8faa-d98afcfb74a4.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\e71be066-42df-4699-a67f-e32ba9087640.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\af6ef3d9-81c8-434e-bc5a-dbf89bc418aa.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\e07ae889-af68-4fcf-8865-a0f493d024c2.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\3966f0db-9f84-4676-ab4c-9668a1be1316.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\15c81382-6b4c-4e2e-ab79-db95f66de400.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\857b7847-e656-4682-ad6a-e07172bdd937.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\db7d9187-7313-4dec-8ba6-1d36800c44d5.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\8abd6d5e-6aa0-44fc-9e02-7914ba22ad68.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\e66c1d35-110b-499c-b030-66e223aaa282.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\9019b731-8b95-4ff3-8542-6e8a9e0b6cde.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\ba88ad31-a61b-4f5c-83b7-3a22a509c131.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\656586ac-36bb-43b7-9858-93885d5b1f07.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\920dacc9-e9ed-4c3d-8afe-e1518d538973.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\bc28f38c-9585-40ef-a140-0b2773dd2e71.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\18a5c559-5563-47e2-b26a-8b20f7250ab0.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\bd2e9bc1-cdd3-47fb-8814-f111085939a6.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\883b3236-d2c9-456e-9653-f0a5a27de37b.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\e116c5ed-910a-4013-a3ec-1144fcaae8e7.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\2a6314e0-e011-4857-8bb8-1574e30fecd4.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\e1d23cbe-213d-48d6-a8c2-672c4e68285d.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\7ccacf95-ccc2-446b-8f5c-08b32411bed6.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\7a69c9e5-51ed-4b44-a143-7ba22fb87bcf.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\eea5fa9b-b0d2-4ae1-8ac1-db63d0f5bf01.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\3cf312c7-2d29-463b-bcc2-2a7e074d1d06.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\aac98e99-3d0f-4bf2-a38b-15d4e764a3ce.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\99ca1f62-afb3-4cea-9219-1e801bcef3f4.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\eec0fbe0-3bbb-437f-84f8-b2d32a9f78c7.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\58887c67-430a-4083-a036-4848d7c77b9a.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\0864e801-58cb-4df8-b7a8-dd9e32c97178.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\cec44f58-1e4d-4efa-bc9d-2ee7320a1e16.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\37459825-697e-4077-9d95-0b800d85ac7c.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\b74efb23-b6ac-4f62-bdbf-40cdf14edc5d.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\9827c59c-1bf5-48e1-b433-520f2028fe14.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\d738846f-e366-4539-97bf-f84d2f5e7086.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\8e4596ff-96ee-4b79-97ba-408bef487511.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\dd9ce726-1d01-45e5-8a71-2ae8663ba3a9.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\41feefb5-362d-4d0a-ba2f-cbd986504ace.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\61afee15-8240-404d-b1a8-aa6e5581d038.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\e0207a1f-72f6-4f6a-912d-1fe58b1c7e30.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\eed03dcf-b398-47cc-a4e0-4344fd848ed0.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\a4c1753d-955e-445d-9a2a-2219c2967ac0.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\f36bbc73-8624-4599-82b2-4c3f882e117e.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\5ed18df5-3701-4657-a87b-7a4481a65800.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\e39ebae1-62a1-4f8e-a01b-307173ef1ed9.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\e32e9454-f0f6-4eb3-844b-0593c2c248c8.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\a62e6942-417d-4a66-b813-ece3decec0bf.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\5313d411-d611-4c8a-af40-0f075d6d96f6.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\3ac49fd1-c580-48f1-8e3c-6a50d3447ba7.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\791a687e-c45e-4772-bdd4-0a9d6301d994.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\13e7e928-b7d0-4191-8eb5-b56aaa31edc8.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\a3d9e81b-9de4-4d4c-8449-327ba2875585.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\01b15f07-1149-4ff8-9756-bc821e41b97c.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\a872cd00-56a9-47b7-b38b-0ee07f10cdeb.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\15c181df-7b7c-47d3-ac5a-130b6047c1a0.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\d596c11d-ea61-448e-bf60-94473370eb54.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\cf09b79e-b781-41b1-8fbc-c758f862020e.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\0ab731ef-0580-4a2e-9fa2-29a243b71c86.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\3550d703-f5ef-455f-bba2-76dbe8b954da.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\01f11e57-5c11-4ab0-9312-d88c3826721c.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\861527f9-8aa7-4c7f-81b7-c8bf6fb68222.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\c7935568-7703-4ffe-8b55-b656cc5bb7bc.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\068ae297-8397-463e-927e-cb6693aeb8b5.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\7f69dad4-92ff-47eb-ab3d-b2f41a0b7199.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\613217ca-45ba-437c-97ad-0d30025ded6c.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\cd8b9ac2-ce74-45e4-a243-41f013f5e47e.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\6af28755-0522-4b37-97d8-b931a31b876c.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\30b439a2-0a05-4684-b890-85c63b81778c.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\63d464dd-2789-41db-8b2d-a067a02677d2.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\13f8bb2b-9c21-4131-aee1-eef3bc0cf88b.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\b01cc638-77dc-4d41-b88a-1c7a9d041b17.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\5327cb57-3eb9-4d76-8a1d-3dc5f5334043.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\99af6822-9ace-4a71-9e1e-4de315370ad4.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\97126e0c-f1ef-4795-adfd-5f005a045fc7.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\f284005b-1ff5-4eec-b56e-87e0acfc247b.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\3b27a391-cc42-47b3-aff6-206011e86628.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\f4ad4e88-ab12-4415-b52b-f372e83b15ef.png,RSNA_normal,CXR,all,normal,cross_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\342bd0cf-b337-40e9-8512-eb170292e2f2.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\01fa0f5e-00c3-41cb-b5c7-10600c8633ae.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\36042724-581b-4459-a45a-603beec0bdf2.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\b32508d0-975d-4b74-8233-174fef34684c.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\f966c01e-ee55-4544-a700-032f9d538a2b.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\732836e0-76c6-4bd9-9798-b7039f6b6e14.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\56dd1ee4-9568-4763-9a1f-36b6df629329.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\8a545321-245d-4e23-a4ca-634a90c5ba89.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\08d8e57a-4835-445b-8c79-8dd31ab17819.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\1d193b54-7f79-4a6a-bcaf-352a03025019.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\b0c98c20-ceaf-4f52-a67d-f738000cb927.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\1858bafe-3d3f-4fc6-84bf-e0f85ea1e264.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\16939adb-3468-4e45-9b87-0ec9a8b0f2ea.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\b4ad7f93-d7fc-4c48-a164-8da23cb88cc1.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\e48a77e5-d627-41c2-b82d-30677644e885.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\c33d14fe-bae6-458c-b6d8-b36fce161298.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\bcaf0768-3841-4280-8de4-57e822f38c7a.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\eddb7172-d147-448c-a8e2-fee8f9cfb449.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\761418cc-7757-4cfe-8b26-9e76c955487a.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\f5dda7ca-c53f-47f8-8a10-08a1e31794c9.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\92a2dfab-f33a-4324-953a-afe96680c541.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\afa95e84-6a86-4203-ad3c-f3adb8aaaa03.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\56b6f280-7857-4623-8f9d-4f0c69dc71a6.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\98b74eb1-7a17-4c4f-ab85-a93ac598c1c1.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\3db7e979-5f97-4985-bf0c-cdea7951e246.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\41560731-6e3f-44b9-b951-e789bb8e0cc8.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\81bbeca6-83e5-41b0-9949-24169a2c8c51.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\c600753e-3394-4e74-9f7c-6687891aacc4.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\90cdd0b1-e8b4-40e7-bd3c-ae5a5674db3c.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\31ba8a38-bc46-4208-9225-f4a6290d7966.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\9673d5f3-fc1c-49bc-902a-81ff14db1da0.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\ad587880-a108-4b52-bf4a-28d248bb1539.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\8f0500c9-dcdd-4c0f-8ba5-452c0af5fc02.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\718d6d9e-aa8e-46bf-8b5d-1e42e6f398bf.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\baac5ed4-b582-4c80-bd2d-acb97c52806e.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\6a4d75d0-51ae-4952-ad56-132474a2cf7b.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\7dc00dd4-ad6f-4fee-9e47-3f2b4b88d3ea.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\18ee3d5a-1d35-4f91-bef4-da13e40c4935.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\ec885fc7-04cc-47a5-b971-11ef284c229f.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\c28f7725-70a7-4b55-953a-44d28ecdd4fb.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\85f49d66-c50b-4f89-be34-2aee655583b3.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\b481fe48-80c2-4a74-9c1a-ad907dd1f7b6.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\45c7270e-c7ba-45c1-b226-061a83987ae7.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\d5cbd64c-322b-4460-ad0e-c9a23e781f3e.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\f4fffaa6-a5b8-494e-911b-1560d1937422.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\a41f6e40-d536-46d9-8d24-4948704d5972.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\9cbf0728-d245-4782-8aca-c25c5e8e158f.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\ea3f8b01-bbf4-4abe-ba79-72b6989f005b.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\90ca0844-924a-4f74-926e-7561a808c0f4.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\816cef8f-cbf7-43c7-8386-609bd95c78e6.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\3c77978d-d287-470c-9bef-b47836b7fa55.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\bb37ae16-f3b1-45ec-a814-392f7bc7caa9.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\e5368a74-3005-4ebb-94a3-6e859b9ef3fe.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\32a9a619-a589-47b7-8eeb-7f341cd4e0d4.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\1c184066-163f-4941-9794-43e8ca7fe77b.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\6a82ef54-9e27-4c55-afba-47298ad088c9.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\c348479b-d4d4-4cee-8113-763b803820fb.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
D:\YJ-Agent\data\external\medianomaly\RSNA\images\de9d40a1-45ac-4ec0-a9ad-7c3da394fbfb.png,RSNA_pneumonia,CXR,all,anomaly,within_source_ood
