subset,isic_id,image_path,target,level,source,qbar
ITB-HQ,ISIC_5922931,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5922931.jpg,0,original,isic2020,0.7559
ITB-HQ,ISIC_8278688,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8278688.jpg,0,original,isic2020,0.687675
ITB-HQ,ISIC_6413346,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6413346.jpg,0,original,isic2020,0.714975
ITB-HQ,ISIC_6910922,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6910922.jpg,0,original,isic2020,0.669725
ITB-HQ,ISIC_5739829,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5739829.jpg,0,original,isic2020,0.7167250000000001
ITB-HQ,ISIC_1348538,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1348538.jpg,0,original,isic2020,0.66145
ITB-HQ,ISIC_6122044,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6122044.jpg,0,original,isic2020,0.6867249999999999
ITB-HQ,ISIC_3597812,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3597812.jpg,0,original,isic2020,0.684575
ITB-HQ,ISIC_8066191,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8066191.jpg,0,original,isic2020,0.6984250000000001
ITB-HQ,ISIC_9806554,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9806554.jpg,0,original,isic2020,0.7627999999999999
ITB-HQ,ISIC_1110583,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1110583.jpg,1,original,isic2020,0.651825
ITB-HQ,ISIC_0488252,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0488252.jpg,0,original,isic2020,0.69645
ITB-HQ,ISIC_1216381,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1216381.jpg,0,original,isic2020,0.65395
ITB-HQ,ISIC_5366458,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5366458.jpg,0,original,isic2020,0.6794
ITB-HQ,ISIC_6385627,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6385627.jpg,0,original,isic2020,0.6884000000000001
ITB-HQ,ISIC_0494263,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0494263.jpg,0,original,isic2020,0.68825
ITB-HQ,ISIC_8730957,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8730957.jpg,0,original,isic2020,0.6936
ITB-HQ,ISIC_5052760,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5052760.jpg,0,original,isic2020,0.688925
ITB-HQ,ISIC_3572165,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3572165.jpg,0,original,isic2020,0.665675
ITB-HQ,ISIC_9091415,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9091415.jpg,0,original,isic2020,0.6717249999999999
ITB-HQ,ISIC_4521482,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4521482.jpg,0,original,isic2020,0.6747
ITB-HQ,ISIC_3730327,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3730327.jpg,0,original,isic2020,0.660025
ITB-HQ,ISIC_8674937,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8674937.jpg,0,original,isic2020,0.693425
ITB-HQ,ISIC_7577395,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7577395.jpg,1,original,isic2020,0.6744
ITB-HQ,ISIC_2343061,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2343061.jpg,0,original,isic2020,0.671975
ITB-HQ,ISIC_5777294,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5777294.jpg,0,original,isic2020,0.7007499999999999
ITB-HQ,ISIC_9530113,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9530113.jpg,0,original,isic2020,0.67115
ITB-HQ,ISIC_5021861,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5021861.jpg,1,original,isic2020,0.6749499999999999
ITB-HQ,ISIC_2487678,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2487678.jpg,0,original,isic2020,0.694575
ITB-HQ,ISIC_1932586,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1932586.jpg,0,original,isic2020,0.6937
ITB-HQ,ISIC_5307900,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5307900.jpg,0,original,isic2020,0.68835
ITB-HQ,ISIC_5464942,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5464942.jpg,0,original,isic2020,0.65355
ITB-HQ,ISIC_1626834,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1626834.jpg,0,original,isic2020,0.659625
ITB-HQ,ISIC_8376027,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8376027.jpg,0,original,isic2020,0.7613499999999999
ITB-HQ,ISIC_0818621,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0818621.jpg,0,original,isic2020,0.69315
ITB-HQ,ISIC_6661491,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6661491.jpg,0,original,isic2020,0.6723750000000001
ITB-HQ,ISIC_0313067,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0313067.jpg,0,original,isic2020,0.679075
ITB-HQ,ISIC_2675539,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2675539.jpg,0,original,isic2020,0.6690249999999999
ITB-HQ,ISIC_6931277,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6931277.jpg,1,original,isic2020,0.7421
ITB-HQ,ISIC_2530259,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2530259.jpg,0,original,isic2020,0.6685
ITB-HQ,ISIC_1411366,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1411366.jpg,0,original,isic2020,0.657425
ITB-HQ,ISIC_3024209,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3024209.jpg,0,original,isic2020,0.663825
ITB-HQ,ISIC_4064936,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4064936.jpg,0,original,isic2020,0.652475
ITB-HQ,ISIC_9757654,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9757654.jpg,0,original,isic2020,0.652975
ITB-HQ,ISIC_4536012,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4536012.jpg,0,original,isic2020,0.6674249999999999
ITB-HQ,ISIC_0760601,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0760601.jpg,0,original,isic2020,0.742325
ITB-HQ,ISIC_4896088,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4896088.jpg,0,original,isic2020,0.677725
ITB-HQ,ISIC_2286273,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2286273.jpg,0,original,isic2020,0.69765
ITB-HQ,ISIC_1922844,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1922844.jpg,0,original,isic2020,0.666325
ITB-HQ,ISIC_8559778,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8559778.jpg,0,original,isic2020,0.661625
ITB-HQ,ISIC_2318906,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2318906.jpg,0,original,isic2020,0.6940500000000001
ITB-HQ,ISIC_3256966,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3256966.jpg,0,original,isic2020,0.7897000000000001
ITB-HQ,ISIC_1666470,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1666470.jpg,0,original,isic2020,0.7125750000000001
ITB-HQ,ISIC_9014036,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9014036.jpg,0,original,isic2020,0.69215
ITB-HQ,ISIC_4813932,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4813932.jpg,0,original,isic2020,0.679925
ITB-HQ,ISIC_9050685,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9050685.jpg,0,original,isic2020,0.6578499999999999
ITB-HQ,ISIC_6888402,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6888402.jpg,0,original,isic2020,0.668525
ITB-HQ,ISIC_0177190,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0177190.jpg,0,original,isic2020,0.6605750000000001
ITB-HQ,ISIC_3704157,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3704157.jpg,0,original,isic2020,0.6952
ITB-HQ,ISIC_3091549,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3091549.jpg,0,original,isic2020,0.6532500000000001
ITB-HQ,ISIC_1470642,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1470642.jpg,0,original,isic2020,0.686475
ITB-HQ,ISIC_0528495,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0528495.jpg,0,original,isic2020,0.7051
ITB-HQ,ISIC_3633707,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3633707.jpg,0,original,isic2020,0.6784749999999999
ITB-HQ,ISIC_5234914,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5234914.jpg,0,original,isic2020,0.6509250000000001
ITB-HQ,ISIC_4936610,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4936610.jpg,0,original,isic2020,0.68225
ITB-HQ,ISIC_2880655,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2880655.jpg,0,original,isic2020,0.7277750000000001
ITB-HQ,ISIC_5758316,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5758316.jpg,0,original,isic2020,0.7083999999999999
ITB-HQ,ISIC_5488046,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5488046.jpg,0,original,isic2020,0.67025
ITB-HQ,ISIC_8584628,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8584628.jpg,0,original,isic2020,0.700075
ITB-HQ,ISIC_2220508,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2220508.jpg,0,original,isic2020,0.656325
ITB-HQ,ISIC_6391567,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6391567.jpg,0,original,isic2020,0.72695
ITB-HQ,ISIC_4683052,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4683052.jpg,0,original,isic2020,0.7042
ITB-HQ,ISIC_4067693,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4067693.jpg,0,original,isic2020,0.705375
ITB-HQ,ISIC_3264124,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3264124.jpg,0,original,isic2020,0.69195
ITB-HQ,ISIC_3479903,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3479903.jpg,0,original,isic2020,0.6628999999999999
ITB-HQ,ISIC_6262797,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6262797.jpg,0,original,isic2020,0.701175
ITB-HQ,ISIC_7329684,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7329684.jpg,0,original,isic2020,0.6670750000000001
ITB-HQ,ISIC_8167414,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8167414.jpg,0,original,isic2020,0.7083999999999999
ITB-HQ,ISIC_8292364,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8292364.jpg,0,original,isic2020,0.70175
ITB-HQ,ISIC_5899357,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5899357.jpg,0,original,isic2020,0.6810749999999999
ITB-HQ,ISIC_8791603,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8791603.jpg,0,original,isic2020,0.69195
ITB-HQ,ISIC_6032456,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6032456.jpg,0,original,isic2020,0.683725
ITB-HQ,ISIC_4529168,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4529168.jpg,0,original,isic2020,0.6769999999999999
ITB-HQ,ISIC_5176419,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5176419.jpg,0,original,isic2020,0.670475
ITB-HQ,ISIC_7312781,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7312781.jpg,0,original,isic2020,0.6996
ITB-HQ,ISIC_9289739,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9289739.jpg,0,original,isic2020,0.6738
ITB-HQ,ISIC_9492750,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9492750.jpg,0,original,isic2020,0.6865749999999999
ITB-HQ,ISIC_4079108,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4079108.jpg,0,original,isic2020,0.6838
ITB-HQ,ISIC_4108397,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4108397.jpg,0,original,isic2020,0.6852750000000001
ITB-HQ,ISIC_0727425,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0727425.jpg,0,original,isic2020,0.659125
ITB-HQ,ISIC_1657007,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1657007.jpg,0,original,isic2020,0.7880499999999999
ITB-HQ,ISIC_6322207,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6322207.jpg,0,original,isic2020,0.6773750000000001
ITB-HQ,ISIC_2482687,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2482687.jpg,0,original,isic2020,0.7057749999999999
ITB-HQ,ISIC_8644092,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8644092.jpg,0,original,isic2020,0.681125
ITB-HQ,ISIC_9209840,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9209840.jpg,0,original,isic2020,0.6627500000000001
ITB-HQ,ISIC_7623089,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7623089.jpg,0,original,isic2020,0.7260500000000001
ITB-HQ,ISIC_7567374,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7567374.jpg,0,original,isic2020,0.746025
ITB-HQ,ISIC_6020376,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6020376.jpg,0,original,isic2020,0.694375
ITB-HQ,ISIC_7635056,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7635056.jpg,0,original,isic2020,0.6832
ITB-HQ,ISIC_5122168,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5122168.jpg,0,original,isic2020,0.67305
ITB-HQ,ISIC_2069765,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2069765.jpg,0,original,isic2020,0.69665
ITB-HQ,ISIC_7120223,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7120223.jpg,0,original,isic2020,0.6809749999999999
ITB-HQ,ISIC_2592956,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2592956.jpg,0,original,isic2020,0.654825
ITB-HQ,ISIC_0678196,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0678196.jpg,0,original,isic2020,0.6709
ITB-HQ,ISIC_5994645,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5994645.jpg,0,original,isic2020,0.725
ITB-HQ,ISIC_1204286,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1204286.jpg,0,original,isic2020,0.672825
ITB-HQ,ISIC_2500637,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2500637.jpg,0,original,isic2020,0.690275
ITB-HQ,ISIC_9297472,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9297472.jpg,0,original,isic2020,0.6570499999999999
ITB-HQ,ISIC_9467125,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9467125.jpg,0,original,isic2020,0.7015
ITB-HQ,ISIC_0552911,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0552911.jpg,0,original,isic2020,0.6571
ITB-HQ,ISIC_1222640,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1222640.jpg,0,original,isic2020,0.705375
ITB-HQ,ISIC_9303594,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9303594.jpg,0,original,isic2020,0.6853
ITB-HQ,ISIC_6475946,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6475946.jpg,0,original,isic2020,0.6516249999999999
ITB-HQ,ISIC_4535809,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4535809.jpg,0,original,isic2020,0.6826
ITB-HQ,ISIC_1216139,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1216139.jpg,0,original,isic2020,0.7491249999999999
ITB-HQ,ISIC_3665298,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3665298.jpg,0,original,isic2020,0.7448250000000001
ITB-HQ,ISIC_6814608,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6814608.jpg,0,original,isic2020,0.697275
ITB-HQ,ISIC_3677577,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3677577.jpg,0,original,isic2020,0.65195
ITB-HQ,ISIC_6379790,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6379790.jpg,0,original,isic2020,0.686025
ITB-HQ,ISIC_2476624,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2476624.jpg,0,original,isic2020,0.6867000000000001
ITB-HQ,ISIC_2042750,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2042750.jpg,0,original,isic2020,0.67005
ITB-HQ,ISIC_7040941,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7040941.jpg,0,original,isic2020,0.6582999999999999
ITB-HQ,ISIC_2252743,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2252743.jpg,0,original,isic2020,0.6915250000000001
ITB-HQ,ISIC_6443700,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6443700.jpg,0,original,isic2020,0.667225
ITB-HQ,ISIC_0385579,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0385579.jpg,0,original,isic2020,0.6845500000000001
ITB-HQ,ISIC_3763008,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3763008.jpg,0,original,isic2020,0.7609
ITB-HQ,ISIC_9095293,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9095293.jpg,0,original,isic2020,0.6791
ITB-HQ,ISIC_2765023,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2765023.jpg,0,original,isic2020,0.702125
ITB-HQ,ISIC_1189827,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1189827.jpg,0,original,isic2020,0.704725
ITB-HQ,ISIC_9760968,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9760968.jpg,0,original,isic2020,0.705275
ITB-HQ,ISIC_6918302,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6918302.jpg,0,original,isic2020,0.657825
ITB-HQ,ISIC_9285033,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9285033.jpg,0,original,isic2020,0.6912499999999999
ITB-HQ,ISIC_1570758,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1570758.jpg,0,original,isic2020,0.6878250000000001
ITB-HQ,ISIC_8689144,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8689144.jpg,0,original,isic2020,0.6782
ITB-HQ,ISIC_1520897,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1520897.jpg,0,original,isic2020,0.659475
ITB-HQ,ISIC_5131821,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5131821.jpg,0,original,isic2020,0.66925
ITB-HQ,ISIC_6129219,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6129219.jpg,0,original,isic2020,0.6624249999999999
ITB-HQ,ISIC_8717495,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8717495.jpg,0,original,isic2020,0.7427
ITB-HQ,ISIC_4426187,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4426187.jpg,0,original,isic2020,0.6560750000000001
ITB-HQ,ISIC_6039516,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6039516.jpg,0,original,isic2020,0.6892499999999999
ITB-HQ,ISIC_0682543,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0682543.jpg,0,original,isic2020,0.732675
ITB-HQ,ISIC_9938316,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9938316.jpg,0,original,isic2020,0.662675
ITB-HQ,ISIC_8605422,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8605422.jpg,0,original,isic2020,0.682725
ITB-HQ,ISIC_7063467,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7063467.jpg,0,original,isic2020,0.7126750000000001
ITB-HQ,ISIC_7883540,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7883540.jpg,0,original,isic2020,0.654975
ITB-HQ,ISIC_4047707,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4047707.jpg,0,original,isic2020,0.7243249999999999
ITB-HQ,ISIC_7076242,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7076242.jpg,0,original,isic2020,0.6533000000000001
ITB-HQ,ISIC_7398145,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7398145.jpg,0,original,isic2020,0.688075
ITB-HQ,ISIC_9697899,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9697899.jpg,0,original,isic2020,0.737975
ITB-HQ,ISIC_9994033,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9994033.jpg,0,original,isic2020,0.69295
ITB-HQ,ISIC_6425888,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6425888.jpg,0,original,isic2020,0.7349
ITB-HQ,ISIC_0364641,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0364641.jpg,0,original,isic2020,0.671375
ITB-HQ,ISIC_0312662,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0312662.jpg,0,original,isic2020,0.74105
ITB-HQ,ISIC_2019272,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2019272.jpg,0,original,isic2020,0.6819500000000001
ITB-HQ,ISIC_3365320,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3365320.jpg,0,original,isic2020,0.66035
ITB-HQ,ISIC_1193108,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1193108.jpg,0,original,isic2020,0.7855
ITB-HQ,ISIC_7901786,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7901786.jpg,0,original,isic2020,0.6852
ITB-HQ,ISIC_3186856,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3186856.jpg,0,original,isic2020,0.6505000000000001
ITB-HQ,ISIC_0163110,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0163110.jpg,0,original,isic2020,0.687375
ITB-HQ,ISIC_3579477,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3579477.jpg,0,original,isic2020,0.678275
ITB-HQ,ISIC_9971280,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_9971280.jpg,0,original,isic2020,0.66435
ITB-HQ,ISIC_8517492,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8517492.jpg,0,original,isic2020,0.699
ITB-HQ,ISIC_6652710,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6652710.jpg,0,original,isic2020,0.733175
ITB-HQ,ISIC_6395861,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6395861.jpg,0,original,isic2020,0.661875
ITB-HQ,ISIC_3484662,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3484662.jpg,0,original,isic2020,0.72885
ITB-HQ,ISIC_7050122,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7050122.jpg,0,original,isic2020,0.7439
ITB-HQ,ISIC_3964454,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3964454.jpg,0,original,isic2020,0.7536
ITB-HQ,ISIC_0882687,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0882687.jpg,0,original,isic2020,0.7220500000000001
ITB-HQ,ISIC_6405298,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6405298.jpg,0,original,isic2020,0.6775500000000001
ITB-HQ,ISIC_3816423,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3816423.jpg,0,original,isic2020,0.6613749999999999
ITB-HQ,ISIC_3611014,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3611014.jpg,0,original,isic2020,0.6901749999999999
ITB-HQ,ISIC_6517082,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6517082.jpg,0,original,isic2020,0.6913499999999999
ITB-HQ,ISIC_7214989,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7214989.jpg,0,original,isic2020,0.658925
ITB-HQ,ISIC_2896424,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2896424.jpg,0,original,isic2020,0.7011499999999999
ITB-HQ,ISIC_5098152,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5098152.jpg,0,original,isic2020,0.75265
ITB-HQ,ISIC_1881133,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1881133.jpg,1,original,isic2020,0.69595
ITB-HQ,ISIC_8277845,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8277845.jpg,0,original,isic2020,0.7432000000000001
ITB-HQ,ISIC_5644242,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5644242.jpg,0,original,isic2020,0.675325
ITB-HQ,ISIC_6831244,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6831244.jpg,0,original,isic2020,0.6523749999999999
ITB-HQ,ISIC_7207080,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7207080.jpg,0,original,isic2020,0.68395
ITB-HQ,ISIC_0592946,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0592946.jpg,0,original,isic2020,0.65335
ITB-HQ,ISIC_0593591,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0593591.jpg,0,original,isic2020,0.682425
ITB-HQ,ISIC_2764407,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_2764407.jpg,0,original,isic2020,0.695475
ITB-HQ,ISIC_1748718,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_1748718.jpg,0,original,isic2020,0.6714249999999999
ITB-HQ,ISIC_0185177,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_0185177.jpg,0,original,isic2020,0.7012999999999999
ITB-HQ,ISIC_7567861,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_7567861.jpg,0,original,isic2020,0.6756000000000001
ITB-HQ,ISIC_5373091,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5373091.jpg,0,original,isic2020,0.7541749999999999
ITB-HQ,ISIC_3257327,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3257327.jpg,0,original,isic2020,0.666975
ITB-HQ,ISIC_6179749,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_6179749.jpg,0,original,isic2020,0.6539750000000001
ITB-HQ,ISIC_8922355,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_8922355.jpg,0,original,isic2020,0.745275
ITB-HQ,ISIC_3610783,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_3610783.jpg,0,original,isic2020,0.6597500000000001
ITB-HQ,ISIC_5942756,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_5942756.jpg,0,original,isic2020,0.74205
ITB-HQ,ISIC_4056442,D:\YJ-Agent\data\raw\isic2020\train-image\image\ISIC_4056442.jpg,0,original,isic2020,0.68265
