image_path,subset,qbar,target,p_mc,p_det,p_ts
D:\YJ-Agent\data\paired_dataset\light\ISIC_4733537.jpg,ITB-Edge,0.52684,0,0.081241175532341,0.0003917201538570225,0.03306755796074867
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3003397.jpg,ITB-Edge,0.46046,0,0.08637424558401108,0.00036651577102020383,0.0321643091738224
D:\YJ-Agent\data\paired_dataset\medium\ISIC_6652710.jpg,ITB-Edge,0.54674,0,0.11040182411670685,0.0003591748245526105,0.031894292682409286
D:\YJ-Agent\data\paired_dataset\light\ISIC_7352124.jpg,ITB-Edge,0.4824,0,0.09130936861038208,0.00035187508910894394,0.031622514128685
D:\YJ-Agent\data\paired_dataset\light\ISIC_3197712.jpg,ITB-Edge,0.4287199999999999,0,0.08673927932977676,0.000346078013535589,0.031404267996549606
D:\YJ-Agent\data\paired_dataset\light\ISIC_7301029.jpg,ITB-Edge,0.52268,0,0.05847153067588806,0.0003495028940960765,0.031533464789390564
D:\YJ-Agent\data\paired_dataset\medium\ISIC_4362713.jpg,ITB-Edge,0.4728,1,0.10459357500076294,0.0003657866036519408,0.032137639820575714
D:\YJ-Agent\data\paired_dataset\medium\ISIC_2618859.jpg,ITB-Edge,0.5185199999999999,0,0.08655659109354019,0.0003336736117489636,0.030929844826459885
D:\YJ-Agent\data\paired_dataset\light\ISIC_9117337.jpg,ITB-Edge,0.4484999999999999,0,0.13048811256885529,0.00036330282455310225,0.032046541571617126
D:\YJ-Agent\data\paired_dataset\light\ISIC_6335479.jpg,ITB-Edge,0.48742,0,0.0815017819404602,0.00033006491139531136,0.03078986331820488
D:\YJ-Agent\data\paired_dataset\light\ISIC_4891233.jpg,ITB-Edge,0.51406,0,0.06063089519739151,0.00036021124105900526,0.03193261846899986
D:\YJ-Agent\data\paired_dataset\medium\ISIC_7070020.jpg,ITB-Edge,0.4484399999999999,1,0.0268248300999403,0.000342993822414428,0.03128726780414581
D:\YJ-Agent\data\paired_dataset\light\ISIC_3224099.jpg,ITB-Edge,0.48308,0,0.05528506264090538,0.00035198614932596684,0.03162667900323868
D:\YJ-Agent\data\paired_dataset\light\ISIC_6255113.jpg,ITB-Edge,0.51464,1,0.989004909992218,0.9996356964111328,0.9679189324378967
D:\YJ-Agent\data\paired_dataset\medium\ISIC_1399572.jpg,ITB-Edge,0.50122,0,0.05743039771914482,0.0003494457632768899,0.031531307846307755
D:\YJ-Agent\data\paired_dataset\light\ISIC_6842453.jpg,ITB-Edge,0.5304,0,0.12295451015233994,0.0003601454955060035,0.031930193305015564
D:\YJ-Agent\data\paired_dataset\light\ISIC_9547725.jpg,ITB-Edge,0.4931599999999999,1,0.04461650922894478,0.00034893074189312756,0.03151193633675575
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3269939.jpg,ITB-Edge,0.4385999999999999,0,0.07286401093006134,0.00034392173984088004,0.03132253140211105
D:\YJ-Agent\data\paired_dataset\light\ISIC_1738297.jpg,ITB-Edge,0.4360799999999999,0,0.102649986743927,0.00035724707413464785,0.03182284161448479
D:\YJ-Agent\data\paired_dataset\medium\ISIC_2400002.jpg,ITB-Edge,0.4525600000000001,0,0.08701755851507187,0.0003446800110395998,0.03135130926966667
D:\YJ-Agent\data\paired_dataset\medium\ISIC_9870885.jpg,ITB-Edge,0.46108,1,0.03276794031262398,0.0003534373827278614,0.03168094903230667
D:\YJ-Agent\data\paired_dataset\medium\ISIC_8108963.jpg,ITB-Edge,0.49866,0,0.10795122385025024,0.00035405659582465887,0.03170407563447952
D:\YJ-Agent\data\paired_dataset\medium\ISIC_8428097.jpg,ITB-Edge,0.5412999999999999,0,0.9939786195755005,0.9995933175086975,0.9664141535758972
D:\YJ-Agent\data\paired_dataset\light\ISIC_3697702.jpg,ITB-Edge,0.42318,1,0.8549092411994934,0.9995953440666199,0.9664828181266785
D:\YJ-Agent\data\paired_dataset\medium\ISIC_4047707.jpg,ITB-Edge,0.537,0,0.096847303211689,0.0003528694505803287,0.03165973350405693
D:\YJ-Agent\data\paired_dataset\medium\ISIC_2948780.jpg,ITB-Edge,0.51708,0,0.13081465661525726,0.0003558289899956435,0.03177013620734215
D:\YJ-Agent\data\paired_dataset\light\ISIC_7643966.jpg,ITB-Edge,0.48358,0,0.06106400489807129,0.00034745625453069806,0.0314563512802124
D:\YJ-Agent\data\paired_dataset\light\ISIC_6582297.jpg,ITB-Edge,0.4385800000000001,0,0.091909259557724,0.00034057899028994143,0.031195221468806267
D:\YJ-Agent\data\paired_dataset\light\ISIC_2440802.jpg,ITB-Edge,0.4481,0,0.09174081683158875,0.0003398544213268906,0.031167536973953247
D:\YJ-Agent\data\paired_dataset\medium\ISIC_7320371.jpg,ITB-Edge,0.54074,1,0.9002649188041687,0.9997102618217468,0.9708427786827087
D:\YJ-Agent\data\paired_dataset\light\ISIC_8779825.jpg,ITB-Edge,0.4972199999999999,0,0.09267023205757141,0.0003658988862298429,0.03214174881577492
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3733653.jpg,ITB-Edge,0.5114799999999999,1,0.1016651913523674,0.0003836407558992505,0.032781895250082016
D:\YJ-Agent\data\paired_dataset\light\ISIC_0302103.jpg,ITB-Edge,0.43966,0,0.23728232085704803,0.0004326780908741057,0.034464068710803986
D:\YJ-Agent\data\paired_dataset\light\ISIC_9384835.jpg,ITB-Edge,0.4903799999999999,0,0.07466232031583786,0.0003439465072005987,0.031323473900556564
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3394520.jpg,ITB-Edge,0.4306,1,0.10767724364995956,0.00039615033892914653,0.033222705125808716
D:\YJ-Agent\data\paired_dataset\medium\ISIC_2697910.jpg,ITB-Edge,0.48174,0,0.9969345331192017,0.9995726943016052,0.9657130241394043
D:\YJ-Agent\data\paired_dataset\light\ISIC_2291794.jpg,ITB-Edge,0.48382,0,0.029498854652047157,0.00034465829958207905,0.03135048225522041
D:\YJ-Agent\data\paired_dataset\light\ISIC_5324760.jpg,ITB-Edge,0.45908,0,0.08927956968545914,0.0003497300494927913,0.031542010605335236
D:\YJ-Agent\data\paired_dataset\light\ISIC_9796680.jpg,ITB-Edge,0.4506,0,0.09501127898693085,0.0003373381623532623,0.03107108175754547
D:\YJ-Agent\data\paired_dataset\light\ISIC_3203344.jpg,ITB-Edge,0.4926199999999999,1,0.07605993002653122,0.00034342470462433994,0.03130365163087845
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3155020.jpg,ITB-Edge,0.5009000000000001,0,0.11590152233839035,0.0003375752712599933,0.031080180779099464
D:\YJ-Agent\data\paired_dataset\light\ISIC_7903715.jpg,ITB-Edge,0.46226,0,0.07844720035791397,0.00036266614915803075,0.032023120671510696
D:\YJ-Agent\data\paired_dataset\medium\ISIC_9929097.jpg,ITB-Edge,0.5163399999999999,0,0.09276049584150314,0.0003298507072031498,0.030781522393226624
D:\YJ-Agent\data\paired_dataset\medium\ISIC_1116483.jpg,ITB-Edge,0.51178,1,0.9967101216316223,0.9995825886726379,0.9660483002662659
D:\YJ-Agent\data\paired_dataset\medium\ISIC_0834745.jpg,ITB-Edge,0.49344,0,0.05944938585162163,0.0003438186540734023,0.03131861239671707
D:\YJ-Agent\data\paired_dataset\medium\ISIC_6427157.jpg,ITB-Edge,0.51834,0,0.06572119146585464,0.0003492615942377597,0.03152438625693321
D:\YJ-Agent\data\paired_dataset\light\ISIC_4469476.jpg,ITB-Edge,0.52464,1,0.030833885073661804,0.00034036507713608444,0.03118705004453659
D:\YJ-Agent\data\paired_dataset\light\ISIC_5540840.jpg,ITB-Edge,0.44314,0,0.06477557867765427,0.0003416241379454732,0.031235110014677048
D:\YJ-Agent\data\paired_dataset\medium\ISIC_0770723.jpg,ITB-Edge,0.48506,0,0.01727963425219059,0.0003566981467884034,0.0318024568259716
D:\YJ-Agent\data\paired_dataset\medium\ISIC_4357821.jpg,ITB-Edge,0.50634,0,0.0919073149561882,0.0003501747560221702,0.03155871480703354
D:\YJ-Agent\data\paired_dataset\light\ISIC_6296442.jpg,ITB-Edge,0.52722,0,0.10731250047683716,0.0003384911688044667,0.031115323305130005
D:\YJ-Agent\data\paired_dataset\medium\ISIC_7495371.jpg,ITB-Edge,0.48246,0,0.09558186680078506,0.0003466797061264515,0.031427014619112015
D:\YJ-Agent\data\paired_dataset\medium\ISIC_8166690.jpg,ITB-Edge,0.4924199999999999,0,0.0830654427409172,0.00036098764394409955,0.03196127340197563
D:\YJ-Agent\data\paired_dataset\light\ISIC_7059563.jpg,ITB-Edge,0.4780999999999999,0,0.07873886078596115,0.00033459137193858624,0.030965298414230347
D:\YJ-Agent\data\paired_dataset\light\ISIC_5260323.jpg,ITB-Edge,0.4678400000000001,0,0.05115969851613045,0.0003569417167454958,0.03181150555610657
D:\YJ-Agent\data\paired_dataset\medium\ISIC_5387201.jpg,ITB-Edge,0.48256,0,0.0577632300555706,0.000351766764651984,0.03161845728754997
D:\YJ-Agent\data\paired_dataset\light\ISIC_8178689.jpg,ITB-Edge,0.51556,0,0.07147423177957535,0.0003559504693839699,0.03177465498447418
D:\YJ-Agent\data\paired_dataset\light\ISIC_4471567.jpg,ITB-Edge,0.5161,0,0.10996966809034348,0.0003502936160657555,0.03156318515539169
D:\YJ-Agent\data\paired_dataset\light\ISIC_4086323.jpg,ITB-Edge,0.5435399999999999,0,0.004630564246326685,0.0003440539294388145,0.03132755309343338
D:\YJ-Agent\data\paired_dataset\medium\ISIC_9441580.jpg,ITB-Edge,0.52076,0,0.09856241196393967,0.0003684918046928942,0.03223644196987152
D:\YJ-Agent\data\paired_dataset\light\ISIC_6075084.jpg,ITB-Edge,0.4422600000000001,0,0.12039890140295029,0.0003378131950739771,0.031089317053556442
D:\YJ-Agent\data\paired_dataset\medium\ISIC_9103289.jpg,ITB-Edge,0.4933199999999999,0,0.006717576179653406,0.00037037988658994436,0.032305147498846054
D:\YJ-Agent\data\paired_dataset\light\ISIC_8436666.jpg,ITB-Edge,0.5093799999999999,0,0.11099457740783691,0.0003363869327586144,0.031034504994750023
D:\YJ-Agent\data\paired_dataset\medium\ISIC_8483490.jpg,ITB-Edge,0.51076,0,0.08992321789264679,0.00034851187956519425,0.031496163457632065
D:\YJ-Agent\data\paired_dataset\light\ISIC_6228575.jpg,ITB-Edge,0.4896,0,0.14125223457813263,0.0003519760794006288,0.03162628784775734
D:\YJ-Agent\data\paired_dataset\medium\ISIC_6509682.jpg,ITB-Edge,0.42656,1,0.052677955478429794,0.00034310482442379,0.03129148483276367
D:\YJ-Agent\data\paired_dataset\medium\ISIC_7788318.jpg,ITB-Edge,0.53024,1,0.9974676370620728,0.9995675683021545,0.9655440449714661
D:\YJ-Agent\data\paired_dataset\medium\ISIC_2083098.jpg,ITB-Edge,0.4345800000000001,0,0.06829235702753067,0.00034438204602338374,0.03133999928832054
D:\YJ-Agent\data\paired_dataset\medium\ISIC_9635270.jpg,ITB-Edge,0.5094999999999998,0,0.09014356881380081,0.0003569092368707061,0.031810298562049866
D:\YJ-Agent\data\paired_dataset\light\ISIC_1706318.jpg,ITB-Edge,0.4577799999999999,0,0.08624555915594101,0.00033668437390588224,0.031045936048030853
D:\YJ-Agent\data\paired_dataset\light\ISIC_1698942.jpg,ITB-Edge,0.503,1,0.09971066564321518,0.00034604998654685915,0.031403206288814545
D:\YJ-Agent\data\paired_dataset\medium\ISIC_4525317.jpg,ITB-Edge,0.47766,1,0.06895586103200912,0.00034643770777620375,0.03141787275671959
D:\YJ-Agent\data\paired_dataset\medium\ISIC_5552335.jpg,ITB-Edge,0.51342,0,0.08466072380542755,0.0003376528911758214,0.03108316846191883
D:\YJ-Agent\data\paired_dataset\medium\ISIC_7764074.jpg,ITB-Edge,0.5403800000000001,0,0.08940889686346054,0.0003585275262594223,0.03187032788991928
D:\YJ-Agent\data\paired_dataset\medium\ISIC_7492046.jpg,ITB-Edge,0.52344,0,0.03920445591211319,0.0003457296406850219,0.03139108419418335
D:\YJ-Agent\data\paired_dataset\light\ISIC_5359253.jpg,ITB-Edge,0.4791999999999999,0,0.08745560795068741,0.00035033401218242943,0.031564708799123764
D:\YJ-Agent\data\paired_dataset\medium\ISIC_2365588.jpg,ITB-Edge,0.42234,0,0.13254006206989288,0.000340883998433128,0.031206868588924408
D:\YJ-Agent\data\paired_dataset\light\ISIC_4397871.jpg,ITB-Edge,0.4901399999999999,0,0.03833134099841118,0.00034836240229196846,0.031490523368120193
D:\YJ-Agent\data\paired_dataset\medium\ISIC_0857924.jpg,ITB-Edge,0.4419,0,0.05754610896110535,0.00034252539626322687,0.031269438564777374
D:\YJ-Agent\data\paired_dataset\light\ISIC_0612374.jpg,ITB-Edge,0.5341,0,0.08911644667387009,0.00034337202669121325,0.031301647424697876
D:\YJ-Agent\data\paired_dataset\light\ISIC_6509682.jpg,ITB-Edge,0.40678,1,0.04236214607954025,0.0003428123309276998,0.03128036856651306
D:\YJ-Agent\data\paired_dataset\light\ISIC_6398669.jpg,ITB-Edge,0.54924,1,0.12272017449140549,0.0003494387783575803,0.03153105825185776
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3023646.jpg,ITB-Edge,0.46962,1,0.05662659928202629,0.0003500755992718041,0.031554996967315674
D:\YJ-Agent\data\paired_dataset\medium\ISIC_4557337.jpg,ITB-Edge,0.50584,0,0.08063720911741257,0.0003354038344696164,0.030996648594737053
D:\YJ-Agent\data\paired_dataset\medium\ISIC_7006847.jpg,ITB-Edge,0.4838599999999999,0,0.0696355327963829,0.0003580049960874021,0.03185097128152847
D:\YJ-Agent\data\paired_dataset\medium\ISIC_7743505.jpg,ITB-Edge,0.53386,0,0.0632186308503151,0.0003361237177159637,0.031024374067783356
D:\YJ-Agent\data\paired_dataset\medium\ISIC_1968421.jpg,ITB-Edge,0.52872,1,0.11951770633459091,0.00034671605681069195,0.03142838925123215
D:\YJ-Agent\data\paired_dataset\light\ISIC_2033237.jpg,ITB-Edge,0.44038,1,0.9919489026069641,0.9995893836021423,0.9662764072418213
D:\YJ-Agent\data\paired_dataset\light\ISIC_1405391.jpg,ITB-Edge,0.5357200000000001,0,0.11400850862264633,0.0003744081477634609,0.03245102986693382
D:\YJ-Agent\data\paired_dataset\medium\ISIC_7419281.jpg,ITB-Edge,0.50206,0,0.09117519855499268,0.00034562055952847004,0.03138694912195206
D:\YJ-Agent\data\paired_dataset\medium\ISIC_5649901.jpg,ITB-Edge,0.4280199999999999,0,0.09943284094333649,0.00033591329702176154,0.03101627342402935
D:\YJ-Agent\data\paired_dataset\light\ISIC_4719181.jpg,ITB-Edge,0.46756,0,0.11168082058429718,0.0003529883979354054,0.0316641740500927
D:\YJ-Agent\data\paired_dataset\light\ISIC_6304068.jpg,ITB-Edge,0.44506,0,0.09551102668046951,0.0003677730564959347,0.03221023082733154
D:\YJ-Agent\data\paired_dataset\light\ISIC_4089243.jpg,ITB-Edge,0.50164,0,0.11253473907709122,0.0003481446474324912,0.03148231655359268
D:\YJ-Agent\data\paired_dataset\light\ISIC_9360142.jpg,ITB-Edge,0.50584,0,0.9977704286575317,0.9995633959770203,0.9654074907302856
D:\YJ-Agent\data\paired_dataset\medium\ISIC_6553768.jpg,ITB-Edge,0.5123599999999999,0,0.07001444697380066,0.00034762723953463137,0.03146279975771904
D:\YJ-Agent\data\paired_dataset\medium\ISIC_0621550.jpg,ITB-Edge,0.5344800000000001,0,0.12188895791769028,0.0003679513465613127,0.03221673518419266
D:\YJ-Agent\data\paired_dataset\medium\ISIC_2487678.jpg,ITB-Edge,0.54572,0,0.08806329220533371,0.00034515841980464756,0.031369443982839584
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3821242.jpg,ITB-Edge,0.5063799999999999,1,0.0849791020154953,0.0003467081405688077,0.03142809122800827
D:\YJ-Agent\data\paired_dataset\medium\ISIC_4264358.jpg,ITB-Edge,0.4589999999999999,0,0.10321643203496933,0.0003529880486894399,0.0316641628742218
D:\YJ-Agent\data\paired_dataset\medium\ISIC_6395861.jpg,ITB-Edge,0.43998,0,0.008666939102113247,0.0003679388901218772,0.03221627324819565
D:\YJ-Agent\data\paired_dataset\light\ISIC_1666715.jpg,ITB-Edge,0.4590200000000001,0,0.10327068716287613,0.00037121944478712976,0.03233563154935837
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3561065.jpg,ITB-Edge,0.4941799999999999,1,0.12135510891675949,0.0003562597557902336,0.03178616613149643
D:\YJ-Agent\data\paired_dataset\light\ISIC_3673080.jpg,ITB-Edge,0.4811999999999999,1,0.05485692247748375,0.0003464137262199074,0.03141695633530617
D:\YJ-Agent\data\paired_dataset\medium\ISIC_4719181.jpg,ITB-Edge,0.48928,0,0.08754360675811768,0.00034296337980777025,0.03128610923886299
D:\YJ-Agent\data\paired_dataset\medium\ISIC_2009167.jpg,ITB-Edge,0.48368,0,0.0886302962899208,0.00035852170549333096,0.03187011554837227
D:\YJ-Agent\data\paired_dataset\medium\ISIC_7110889.jpg,ITB-Edge,0.49944,0,0.029728634282946587,0.00036392698530107737,0.03206946328282356
D:\YJ-Agent\data\paired_dataset\light\ISIC_5648155.jpg,ITB-Edge,0.4901400000000001,0,0.09546912461519241,0.00035160983679816127,0.031612563878297806
D:\YJ-Agent\data\paired_dataset\light\ISIC_8680191.jpg,ITB-Edge,0.46836,0,0.11337985843420029,0.00034885280183516443,0.031508997082710266
D:\YJ-Agent\data\paired_dataset\medium\ISIC_5687865.jpg,ITB-Edge,0.49924,0,0.08557143062353134,0.00033140971208922565,0.03084212727844715
D:\YJ-Agent\data\paired_dataset\light\ISIC_4648593.jpg,ITB-Edge,0.50934,0,0.10465971380472183,0.00034252784098498523,0.031269531697034836
D:\YJ-Agent\data\paired_dataset\light\ISIC_3985494.jpg,ITB-Edge,0.45194,0,0.07634884119033813,0.0003401005524210632,0.031176939606666565
D:\YJ-Agent\data\paired_dataset\light\ISIC_2801440.jpg,ITB-Edge,0.44786,0,0.0453147254884243,0.0003586399834603071,0.03187449648976326
D:\YJ-Agent\data\paired_dataset\light\ISIC_8740331.jpg,ITB-Edge,0.48818,0,0.07093719393014908,0.00037104354123584926,0.03232923895120621
D:\YJ-Agent\data\paired_dataset\light\ISIC_1075054.jpg,ITB-Edge,0.5015000000000001,0,0.087499238550663,0.0003521294565871358,0.03163204342126846
D:\YJ-Agent\data\paired_dataset\light\ISIC_0174527.jpg,ITB-Edge,0.45668,0,0.07068362087011337,0.00034349612542428076,0.03130636364221573
D:\YJ-Agent\data\paired_dataset\light\ISIC_1881133.jpg,ITB-Edge,0.53708,1,0.08499003201723099,0.0003458526043687016,0.03139574080705643
D:\YJ-Agent\data\paired_dataset\light\ISIC_3561065.jpg,ITB-Edge,0.5448999999999999,1,0.04817446693778038,0.0003545061044860631,0.0317208506166935
D:\YJ-Agent\data\paired_dataset\medium\ISIC_2945310.jpg,ITB-Edge,0.50744,0,0.0765538141131401,0.00033505933242850006,0.030983345583081245
D:\YJ-Agent\data\paired_dataset\light\ISIC_1473379.jpg,ITB-Edge,0.4989,0,0.11596103012561798,0.00034222262911498547,0.03125791251659393
D:\YJ-Agent\data\paired_dataset\light\ISIC_2744850.jpg,ITB-Edge,0.5369200000000001,0,0.08042161911725998,0.00032678578281775117,0.03066186234354973
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3635945.jpg,ITB-Edge,0.5412399999999999,0,0.052290331572294235,0.0003427020856179297,0.031276170164346695
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3941123.jpg,ITB-Edge,0.44226,1,0.9974259734153748,0.9995648264884949,0.9654538035392761
D:\YJ-Agent\data\paired_dataset\light\ISIC_3721503.jpg,ITB-Edge,0.49012,0,0.08945605903863907,0.00034582027001306415,0.03139451518654823
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3001941.jpg,ITB-Edge,0.4706799999999999,0,0.09324134886264801,0.00035404175287112594,0.03170352801680565
D:\YJ-Agent\data\paired_dataset\medium\ISIC_1353051.jpg,ITB-Edge,0.52168,0,0.14307650923728943,0.0003363859432283789,0.031034473329782486
D:\YJ-Agent\data\paired_dataset\light\ISIC_4568565.jpg,ITB-Edge,0.44634,0,0.07398158311843872,0.0003522523329593241,0.03163663297891617
D:\YJ-Agent\data\paired_dataset\light\ISIC_5148544.jpg,ITB-Edge,0.4518199999999999,0,0.06782132387161255,0.0003587997052818537,0.03188040852546692
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3552318.jpg,ITB-Edge,0.5199,0,0.07875598967075348,0.000350600661477074,0.03157471865415573
D:\YJ-Agent\data\paired_dataset\medium\ISIC_4967564.jpg,ITB-Edge,0.54588,1,0.09183931350708008,0.00034954474540427327,0.03153504058718681
D:\YJ-Agent\data\paired_dataset\medium\ISIC_4653167.jpg,ITB-Edge,0.4083199999999999,0,0.10960030555725098,0.00035262529854662716,0.0316505990922451
D:\YJ-Agent\data\paired_dataset\light\ISIC_7495371.jpg,ITB-Edge,0.51128,0,0.09465916454792023,0.00034155804314650595,0.03123258240520954
D:\YJ-Agent\data\paired_dataset\medium\ISIC_6118824.jpg,ITB-Edge,0.4485200000000001,0,0.07217943668365479,0.0003433730162214488,0.03130168467760086
D:\YJ-Agent\data\paired_dataset\medium\ISIC_7070936.jpg,ITB-Edge,0.47784,0,0.10862477123737335,0.0003461274900473654,0.031406138092279434
D:\YJ-Agent\data\paired_dataset\light\ISIC_4362713.jpg,ITB-Edge,0.53632,1,0.11147548258304596,0.00036048106267116964,0.03194257989525795
D:\YJ-Agent\data\paired_dataset\medium\ISIC_8355344.jpg,ITB-Edge,0.45212,0,0.08830925077199936,0.000337348785251379,0.031071489676833153
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3272470.jpg,ITB-Edge,0.50398,0,0.08582478761672974,0.0003364204603713006,0.03103579208254814
D:\YJ-Agent\data\paired_dataset\light\ISIC_8879472.jpg,ITB-Edge,0.46104,0,0.041349537670612335,0.0003347109886817634,0.030969921499490738
D:\YJ-Agent\data\paired_dataset\medium\ISIC_8846959.jpg,ITB-Edge,0.5379600000000001,0,0.10266473144292831,0.00034525187220424414,0.03137298673391342
D:\YJ-Agent\data\paired_dataset\light\ISIC_6245027.jpg,ITB-Edge,0.45768,0,0.09161635488271713,0.00035529176238924265,0.0317501425743103
D:\YJ-Agent\data\paired_dataset\medium\ISIC_5121988.jpg,ITB-Edge,0.43698,0,0.0815257802605629,0.00034690386382862926,0.03143548220396042
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3144222.jpg,ITB-Edge,0.52104,1,0.07149318605661392,0.00034327738103456795,0.03129804879426956
D:\YJ-Agent\data\paired_dataset\light\ISIC_5594546.jpg,ITB-Edge,0.4506,0,0.04236065596342087,0.0003310175088699907,0.030826909467577934
D:\YJ-Agent\data\paired_dataset\medium\ISIC_4916704.jpg,ITB-Edge,0.4988599999999999,1,0.49468547105789185,0.0022164329420775175,0.06729386001825333
D:\YJ-Agent\data\paired_dataset\medium\ISIC_8403824.jpg,ITB-Edge,0.4879799999999999,0,0.08451034873723984,0.0003360974951647222,0.03102337010204792
D:\YJ-Agent\data\paired_dataset\medium\ISIC_2255411.jpg,ITB-Edge,0.43248,1,0.9982749223709106,0.9995467066764832,0.9648653864860535
D:\YJ-Agent\data\paired_dataset\medium\ISIC_2380895.jpg,ITB-Edge,0.4342799999999999,0,0.12352245301008224,0.00035158422542735934,0.0316116139292717
D:\YJ-Agent\data\paired_dataset\medium\ISIC_2676685.jpg,ITB-Edge,0.46958,0,0.022777682170271873,0.00036331286537460983,0.032046906650066376
D:\YJ-Agent\data\paired_dataset\light\ISIC_1585605.jpg,ITB-Edge,0.48288,0,0.08599449694156647,0.0003561561752576381,0.03178230673074722
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3223299.jpg,ITB-Edge,0.46414,0,0.09515126794576645,0.0003380886628292501,0.03109988383948803
D:\YJ-Agent\data\paired_dataset\light\ISIC_2320481.jpg,ITB-Edge,0.50522,1,0.15889061987400055,0.00034230455639772117,0.031261030584573746
D:\YJ-Agent\data\paired_dataset\medium\ISIC_1454004.jpg,ITB-Edge,0.54408,0,0.051931124180555344,0.00034525583032518625,0.03137313947081566
D:\YJ-Agent\data\paired_dataset\medium\ISIC_8623287.jpg,ITB-Edge,0.5179199999999999,0,0.09130033850669861,0.00035895543987862766,0.03188616409897804
D:\YJ-Agent\data\paired_dataset\light\ISIC_6312979.jpg,ITB-Edge,0.47792,0,0.0969574972987175,0.0003452140372246504,0.03137155994772911
D:\YJ-Agent\data\paired_dataset\light\ISIC_6244332.jpg,ITB-Edge,0.52446,0,0.9974766969680786,0.9995632767677307,0.9654040336608887
D:\YJ-Agent\data\paired_dataset\medium\ISIC_4523238.jpg,ITB-Edge,0.4241399999999999,1,0.013253191486001015,0.00036499975249171257,0.03210880979895592
D:\YJ-Agent\data\paired_dataset\light\ISIC_7649260.jpg,ITB-Edge,0.46962,0,0.0751785859465599,0.000347864261129871,0.03147174045443535
D:\YJ-Agent\data\paired_dataset\medium\ISIC_8133350.jpg,ITB-Edge,0.5313000000000001,1,0.06120702251791954,0.00036303437082096934,0.032036662101745605
D:\YJ-Agent\data\paired_dataset\light\ISIC_4197781.jpg,ITB-Edge,0.5323399999999999,0,0.1134478971362114,0.00034894008422270417,0.031512290239334106
D:\YJ-Agent\data\paired_dataset\light\ISIC_6485672.jpg,ITB-Edge,0.4888,0,0.08388152718544006,0.0003581630007829517,0.03185681626200676
D:\YJ-Agent\data\paired_dataset\light\ISIC_4874581.jpg,ITB-Edge,0.5076600000000001,1,0.13163605332374573,0.0003686242562253028,0.03224126249551773
D:\YJ-Agent\data\paired_dataset\light\ISIC_9198021.jpg,ITB-Edge,0.4804,0,0.093172088265419,0.00034795262035913765,0.03147507831454277
D:\YJ-Agent\data\paired_dataset\light\ISIC_0533122.jpg,ITB-Edge,0.5284,1,0.9860436320304871,0.9996127486228943,0.967089056968689
D:\YJ-Agent\data\paired_dataset\light\ISIC_5592192.jpg,ITB-Edge,0.5458999999999999,0,0.06121915578842163,0.0003421971632633358,0.03125694766640663
D:\YJ-Agent\data\paired_dataset\light\ISIC_5179884.jpg,ITB-Edge,0.4697,0,0.09337573498487473,0.000341426843078807,0.03122759237885475
D:\YJ-Agent\data\paired_dataset\medium\ISIC_3448409.jpg,ITB-Edge,0.5035000000000001,0,0.07998257875442505,0.00036542932502925396,0.032124560326337814
D:\YJ-Agent\data\paired_dataset\light\ISIC_3128203.jpg,ITB-Edge,0.4817399999999999,0,0.11827833950519562,0.0003451797820162028,0.03137025982141495
D:\YJ-Agent\data\paired_dataset\medium\ISIC_8040024.jpg,ITB-Edge,0.50408,1,0.08281619846820831,0.0003418539999984205,0.03124386817216873
D:\YJ-Agent\data\paired_dataset\light\ISIC_4321815.jpg,ITB-Edge,0.44014,0,0.10298825800418854,0.00034967472311109304,0.0315399169921875
D:\YJ-Agent\data\paired_dataset\medium\ISIC_4648130.jpg,ITB-Edge,0.49966,0,0.09491216391324997,0.0003537384618539363,0.031692199409008026
D:\YJ-Agent\data\paired_dataset\light\ISIC_4547148.jpg,ITB-Edge,0.4534399999999999,0,0.07286234945058823,0.00036227909731678665,0.03200887516140938
D:\YJ-Agent\data\paired_dataset\medium\ISIC_1708681.jpg,ITB-Edge,0.4698599999999999,0,0.1094607338309288,0.00033338458160869777,0.030918657779693604
D:\YJ-Agent\data\paired_dataset\medium\ISIC_2958240.jpg,ITB-Edge,0.4734999999999999,0,0.057208456099033356,0.00032263825414702296,0.030498869717121124
D:\YJ-Agent\data\paired_dataset\medium\ISIC_2319387.jpg,ITB-Edge,0.54108,0,0.11010535061359406,0.00043753665522672236,0.03462439402937889
D:\YJ-Agent\data\paired_dataset\medium\ISIC_7386891.jpg,ITB-Edge,0.44668,0,0.10377218574285507,0.0003588318941183388,0.03188160061836243
