bb_idx,MT_ICERFIRE
1937,
1938,0.178774
1939,0.176125
1940,0.148777
1941,0.169741
1942,
1943,0.162771
1944,0.179645
1945,0.244108
1946,0.233516
1947,
1948,0.225912
1949,0.17626
1950,0.221188
1951,0.226937
1952,
1953,0.174018
1954,0.160669
1955,0.160669
1956,0.226937
1957,
1958,0.196642
1959,0.150511
1960,0.150511
1961,0.201365
1962,
1963,0.201393
1964,0.15847
1965,0.193036
1966,0.167248
1967,
1968,0.165426
1969,0.155749
1970,0.155749
1971,0.181439
1972,
1973,0.156538
1974,0.18255
1975,0.184097
1976,0.158421
1977,
1978,0.180871
1979,0.131305
1980,0.131305
1981,0.158421
1982,
1983,0.161914
1984,0.16476
1985,0.183689
1986,0.16476
1987,
1988,0.156434
1989,0.130233
1990,0.117051
1991,0.261147
1992,
1993,0.232404
1994,0.274057
1995,0.274507
1996,0.243569
1997,
1998,0.274057
1999,0.094646
2000,0.202776
2001,0.185416
2002,
2003,0.118581
2004,0.170019
2005,0.181427
2006,0.17101
2007,
2008,0.200671
2009,0.142645
2010,0.157933
2011,0.142763
2012,
2013,0.081166
2014,0.163388
2015,0.148701
2016,0.133778
2017,
2018,0.16183
2019,0.173652
2020,0.175908
2021,0.146082
2022,
2023,0.146602
2024,0.125033
2025,0.132526
2026,0.140423
2027,
2028,0.135777
2029,0.099126
2030,0.157635
2031,0.132542
2032,
2033,0.135801
2034,0.154238
2035,0.172063
2036,0.150614
2037,
2038,0.146501
2039,0.142698
2040,0.142698
2041,0.15741
2042,
2043,0.141778
2044,0.196745
2045,0.180072
2046,0.196745
2047,
2048,0.196745
2049,0.177962
2050,0.177962
2051,0.204527
2052,
2053,0.193122
2054,0.177962
2055,0.177962
2056,0.17869
2057,
2058,0.193122
2059,0.178493
2060,0.199366
2061,0.171544
2062,
2063,0.151699
2064,0.198127
2065,0.193119
2066,0.180674
2067,
2068,0.151699
2069,0.133136
2070,0.161956
2071,0.126824
2072,
2073,0.128253
2074,0.203053
2075,0.205886
2076,0.159558
2077,
2078,0.148419
2079,0.124305
2080,0.159507
2081,0.133995
2082,
2083,0.12055
2084,0.182708
2085,0.173244
2086,0.175506
2087,
2088,0.102812
2089,0.143401
2090,0.144879
2091,0.14756
2092,
2093,0.164354
2094,0.14622
2095,0.152984
2096,0.145027
2097,
2098,0.138599
2099,0.172025
2100,0.172126
2101,0.152332
2102,
2103,0.149423
2104,0.174458
2105,0.158661
2106,0.136286
2107,
2108,0.16409
2109,0.16643
2110,0.16643
2111,0.136286
2112,
2113,0.18137
2114,0.120184
2115,0.156287
2116,0.130001
2117,
2118,0.130001
2119,0.164767
2120,0.170002
2121,0.165723
2122,
2123,0.166253
2124,0.189749
2125,0.188456
2126,0.175335
2127,
2128,0.198361
2129,0.183933
2130,0.190465
2131,0.196899
2132,
2133,0.18598
2134,0.160073
2135,0.161716
2136,0.198828
2137,
2138,0.195941
2139,0.219529
2140,0.251712
2141,0.219532
2142,
2143,0.234426
2144,0.249896
2145,0.246023
2146,0.251365
2147,
2148,0.251365
2149,0.19971
2150,0.19971
2151,0.240395
2152,
2153,0.236634
2154,0.2455
2155,0.236677
2156,0.244091
2157,
2158,0.235756
2159,0.217116
2160,0.247785
2161,0.220363
2162,
2163,0.22728
2164,0.161968
2165,0.220296
2166,0.157187
2167,
2168,0.100388
2169,0.115195
2170,0.115195
2171,0.247541
2172,
2173,0.173472
2174,0.288756
2175,0.282059
2176,0.307854
2177,
2178,0.288202
2179,0.229256
2180,0.285777
2181,0.208506
2182,
2183,0.218025
2184,0.259416
2185,0.259416
2186,0.28584
2187,
2188,0.218025
2189,0.143287
2190,0.143279
2191,0.25875
2192,
2193,0.252074
2194,0.305342
2195,0.143279
2196,0.253781
2197,
2198,0.253781
2199,0.126543
2200,0.123954
2201,0.159541
2202,
2203,0.159541
2204,0.176995
2205,0.200162
2206,0.176995
2207,
2208,0.176995
2209,0.119137
2210,0.128966
2211,0.119518
2212,
2213,0.119518
2214,0.204098
2215,0.196366
2216,0.221403
2217,
2218,0.175747
2219,0.163157
2220,0.16926
2221,0.153732
2222,
2223,0.163157
2224,0.159642
2225,0.154958
2226,0.153086
2227,
2228,0.159642
2229,0.125911
2230,0.125911
2231,0.189736
2232,
2233,0.199415
2234,0.166935
2235,0.175932
2236,0.179947
2237,
2238,0.181008
2239,0.211945
2240,0.212898
2241,0.183413
2242,
2243,0.178372
2244,0.123712
2245,0.291071
2246,0.144656
2247,
2248,0.144656
2249,0.184302
2250,0.163535
2251,0.1668
2252,
2253,0.209107
2254,0.180736
2255,0.180736
2256,0.1668
2257,
2258,0.190762
2259,0.193487
2260,
2261,0.182493
2262,0.193487
2263,0.12972
2264,
2265,0.171965
2266,0.13513
2267,0.155651
2268,
2269,0.160101
2270,0.133053
2271,0.162343
2272,
2273,0.162804
2274,0.141043
2275,0.243398
2276,
2277,0.242043
2278,0.274743
2279,0.157614
2280,
2281,0.239256
2282,0.203093
2283,0.183136
2284,
2285,0.183136
2286,0.173175
2287,0.16053
2288,
2289,0.171221
2290,0.161241
2291,0.212624
2292,
2293,0.212624
2294,0.208692
2295,0.099481
2296,
2297,0.119166
2298,0.120121
2299,0.164839
2300,
2301,0.164839
2302,0.139962
2303,0.170873
2304,
2305,0.170873
2306,0.146478
2307,0.221806
2308,
2309,0.220585
2310,0.273447
2311,0.186235
2312,
2313,0.190499
2314,0.178848
2315,0.165761
2316,
2317,0.165397
2318,0.16999
2319,0.195646
2320,
2321,0.217941
2322,0.16999
2323,0.160557
2324,
2325,0.206742
2326,0.19498
2327,0.184232
2328,
2329,0.196695
2330,0.233378
2331,0.169824
2332,
2333,0.180842
2334,0.187196
2335,0.208587
2336,
2337,0.198659
2338,0.209996
2339,0.240198
2340,
2341,0.21767
2342,0.213245
2343,0.13982
2344,
2345,0.271747
2346,0.262764
2347,0.253181
2348,
2349,0.254595
2350,0.259598
2351,0.227116
2352,
2353,0.2334
2354,0.193919
2355,0.184261
2356,
2357,0.201393
2358,0.193919
2359,0.146839
2360,
2361,0.232237
2362,0.179377
2363,0.169513
2364,
2365,0.230587
2366,0.248932
2367,0.180762
2368,
2369,0.182165
2370,0.205941
2371,0.176552
2372,
2373,0.205831
2374,0.300401
2375,0.160399
2376,
2377,0.205831
2378,0.211557
2379,0.196356
2380,
2381,0.188718
2382,0.170501
2383,0.161078
2384,
2385,0.192947
2386,0.183231
2387,0.234271
2388,
2389,0.233934
2390,0.212416
2391,0.171409
2392,
2393,0.215676
2394,0.209941
2395,0.201793
2396,
2397,0.203306
2398,0.206876
2399,0.154312
2400,
2401,0.157571
2402,0.175386
2403,0.104263
2404,
2405,0.165161
2406,0.13741
2407,0.217336
2408,
2409,0.158912
2410,0.159124
2411,0.173723
2412,
2413,0.227002
2414,0.223637
2415,0.173723
2416,
2417,0.218046
2418,0.223637
2419,0.253874
2420,
2421,0.228757
2422,0.234307
2423,0.169871
2424,
2425,0.259692
2426,0.199734
2427,0.23779
2428,
2429,0.253143
2430,0.188231
2431,0.180625
2432,
2433,0.28436
2434,0.192955
2435,0.276071
2436,
2437,0.264695
2438,0.297913
2439,0.134943
2440,
2441,0.186075
2442,0.138668
2443,0.149621
2444,
2445,0.149985
2446,0.158021
2447,0.134838
2448,
2449,0.135696
2450,0.191668
2451,0.109263
2452,
2453,0.130155
2454,0.128053
2455,0.181849
2456,
2457,0.181849
2458,0.174293
2459,0.162195
2460,
2461,0.15196
2462,0.164062
2463,0.203044
2464,
2465,0.169666
2466,0.189897
2467,0.178917
2468,
2469,0.197421
2470,0.204892
2471,0.229879
2472,
2473,0.217738
2474,0.139418
2475,0.148981
2476,
2477,0.161596
2478,0.134227
2479,0.158533
2480,
2481,0.135324
2482,0.127857
2483,0.127905
2484,
2485,0.137474
2486,0.175901
2487,0.096731
2488,
2489,0.143018
2490,0.146421
2491,0.13007
2492,
2493,0.085793
2494,0.089028
2495,0.157252
2496,
2497,0.157016
2498,0.146778
2499,0.129712
2500,
2501,0.129231
2502,0.140097
2503,0.136506
2504,
2505,0.166026
2506,0.174181
2507,0.136506
2508,
2509,0.16799
2510,0.174181
2511,0.160583
2512,
2513,0.157901
2514,0.164444
2515,0.133687
2516,
2517,0.126361
2518,0.141167
2519,0.130369
2520,
2521,0.126361
2522,0.13215
2523,0.14005
2524,
2525,0.119399
2526,0.12239
2527,0.140862
2528,
2529,0.142408
2530,0.117192
2531,0.110189
2532,
2533,0.124462
2534,0.118508
2535,0.100715
2536,
2537,0.13171
2538,0.123296
2539,0.114793
2540,
2541,0.113643
2542,0.120791
2543,0.127855
2544,
2545,0.127369
2546,0.100267
2547,0.100928
2548,0.18491
2549,
2550,0.191109
2551,0.14026
2552,
2553,0.147012
2554,0.158674
2555,
2556,0.195039
2557,0.19764
2558,
2559,0.159709
2560,0.159709
2561,
2562,0.151062
2563,0.152092
2564,
2565,0.321143
2566,0.175707
2567,
2568,0.100398
2569,0.150864
2570,
2571,0.205903
2572,0.173539
2573,
2574,0.172831
2575,0.174957
2576,
2577,0.131056
2578,0.156823
2579,
2580,0.148455
2581,0.148455
2582,
2583,0.092496
2584,0.092496
2585,
2586,0.132147
2587,0.130112
2588,
2589,0.148117
2590,0.109928
2591,
2592,0.122134
2593,0.135812
2594,
2595,0.157594
2596,0.106777
2597,
2598,0.179159
2599,0.177165
2600,
2601,0.121453
2602,0.145583
2603,
2604,0.133131
2605,0.180622
2606,
2607,0.117891
2608,0.202416
2609,
2610,0.113818
2611,0.111793
2612,
2613,0.145627
2614,0.147884
2615,
2616,0.110265
2617,0.168427
2618,
2619,0.170945
2620,0.169613
2621,
2622,0.145249
2623,0.145684
2624,
2625,0.174085
2626,0.156512
2627,
2628,0.155283
2629,0.155283
2630,
2631,0.134956
2632,0.134956
2633,
2634,0.1438
2635,0.1438
2636,
2637,0.116899
2638,0.144517
2639,
2640,0.116899
2641,0.145175
2642,
2643,0.159975
2644,0.135034
2645,
2646,0.151802
2647,0.129417
2648,
2649,0.157064
2650,0.133577
2651,
2652,0.152309
2653,0.13636
2654,
2655,0.100928
2656,0.18491
2657,
2658,0.191109
2659,0.14026
2660,
2661,0.147012
2662,0.158674
2663,
2664,0.195039
2665,0.19764
2666,
2667,0.159709
2668,0.159709
2669,
2670,0.151062
2671,0.152092
2672,
2673,0.321143
2674,0.175707
2675,
2676,0.100398
2677,0.150864
2678,
2679,0.205903
2680,0.173539
2681,
2682,0.123687
2683,0.237184
2684,
2685,0.23068
2686,0.23068
2687,
2688,0.199359
2689,0.183265
2690,
2691,0.247994
2692,0.247707
2693,
2694,0.198281
2695,0.203548
2696,
2697,0.244412
2698,0.25737
2699,
2700,0.173995
2701,0.175751
2702,
2703,0.197471
2704,0.203092
2705,
2706,0.191061
2707,0.208263
2708,
2709,0.148872
2710,0.144643
2711,
2712,0.170702
2713,0.170702
2714,
2715,0.155622
2716,0.150724
2717,
2718,0.161404
2719,0.160961
2720,
2721,0.127217
2722,0.112873
2723,
2724,0.120992
2725,0.120143
2726,
2727,0.127079
2728,0.114528
2729,
2730,0.131477
2731,0.102748
2732,
2733,0.122491
2734,0.122491
2735,
2736,0.279606
2737,0.253061
2738,
2739,0.248658
2740,0.162543
2741,
2742,0.187774
2743,0.187661
2744,
2745,0.248339
2746,0.246445
2747,
2748,0.140962
2749,0.141642
2750,
2751,0.167536
2752,0.148384
2753,
2754,0.154424
2755,0.15487
2756,
2757,0.178918
2758,0.164278
2759,
2760,0.124953
2761,0.152145
2762,
2763,0.20905
2764,0.260503
2765,
2766,0.263393
2767,0.260503
2768,
2769,0.186898
2770,0.208032
2771,
2772,0.302098
2773,0.300551
2774,
2775,0.163179
2776,0.158624
2777,
2778,0.241965
2779,0.24182
2780,
2781,0.214822
2782,0.212972
2783,
2784,0.156268
2785,0.16518
2786,
2787,0.176283
2788,0.167039
2789,
2790,0.12394
2791,0.207551
2792,
2793,0.120045
2794,0.201649
2795,
2796,0.155117
2797,0.14484
2798,
2799,0.188882
2800,0.20626
2801,
2802,0.188882
2803,0.210073
2804,
2805,0.210413
2806,0.196156
2807,
2808,0.165202
2809,0.210085
2810,
2811,0.121504
2812,0.169154
2813,
2814,0.21536
2815,0.189811
2816,
2817,0.159068
2818,0.16088
2819,
2820,0.126556
2821,0.181674
2822,
2823,0.15801
2824,0.148591
2825,
2826,0.195315
2827,0.199033
2828,
2829,0.206461
2830,0.206915
2831,
2832,0.201022
2833,0.248321
2834,
2835,0.20332
2836,0.177672
2837,
2838,0.223658
2839,0.288114
2840,
2841,0.190217
2842,0.181759
2843,
2844,0.166735
2845,0.179098
2846,
2847,0.212168
2848,0.185929
2849,
2850,0.14843
2851,0.165538
2852,
2853,0.159597
2854,0.160148
2855,
2856,0.13588
2857,0.124984
2858,
2859,0.133894
2860,0.135987
2861,
2862,0.112855
2863,0.127917
2864,
2865,0.123087
2866,0.139896
2867,
2868,0.135697
2869,0.135297
2870,
2871,0.19252
2872,0.15845
2873,0.188726
2874,0.174838
2875,0.179511
2876,0.152607
2877,0.159443
2878,0.174676
2879,0.174838
2880,0.163573
2881,0.148105
2882,0.147921
2883,0.158187
2884,0.134111
2885,0.148105
2886,0.146307
2887,0.163937
2888,0.146196
2889,0.159611
2890,0.154558
2891,0.200468
2892,0.182517
2893,0.16662
2894,0.186566
2895,0.183363
2896,0.18547
2897,0.193232
2898,0.238194
2899,0.172015
2900,0.170877
2901,0.184539
2902,0.193232
2903,0.1974
2904,0.191986
2905,0.191571
2906,0.177662
2907,0.19915
2908,0.201486
2909,0.20513
2910,0.200297
2911,0.179112
2912,0.194025
2913,0.206486
2914,0.206486
2915,0.206486
2916,0.275818
2917,0.188385
2918,0.275818
2919,0.278323
2920,0.252341
2921,0.16302
2922,0.250531
2923,0.31092
2924,0.273279
2925,0.323313
2926,0.258917
2927,0.23865
2928,0.258917
2929,0.214629
2930,0.187398
2931,0.159375
2932,0.209705
2933,0.24546
2934,0.216355
2935,0.222125
2936,0.385452
2937,0.202341
2938,0.245383
2939,0.215378
2940,0.222776
2941,0.15367
2942,0.208947
2943,0.183179
2944,0.24409
2945,0.180975
2946,0.184399
2947,0.156473
2948,0.183179
2949,0.149395
2950,0.216597
2951,0.151311
2952,0.173905
2953,0.167665
2954,0.216863
2955,0.166141
2956,0.17562
2957,0.208462
2958,0.153472
2959,0.234908
2960,0.204417
2961,0.11544
2962,0.085271
2963,0.128396
2964,0.111561
2965,0.130733
2966,0.11544
2967,0.140346
2968,0.116506
2969,0.095262
2970,0.155996
2971,0.112793
2972,0.144484
2973,0.112793
2974,0.105055
2975,0.112793
2976,0.106319
2977,0.120745
2978,0.12276
2979,0.13819
2980,0.1063
2981,0.123043
2982,0.120745
2983,0.12276
2984,0.132782
2985,0.123025
2986,0.08912
2987,0.095951
2988,0.096918
2989,0.096482
2990,0.095951
2991,0.096282
2992,0.101255
2993,0.096282
2994,0.096176
2995,0.096282
2996,0.096211
2997,0.096211
2998,0.095708
2999,0.1016
3000,0.094296
3001,0.09217
3002,0.094211
3003,0.093325
3004,0.079244
3005,0.092897
3006,0.19252
3007,0.15845
3008,0.188726
3009,0.174838
3010,0.179511
3011,0.152607
3012,0.159443
3013,0.174676
3014,0.174838
3015,0.163573
3016,0.148105
3017,0.147921
3018,0.158187
3019,0.134111
3020,0.148105
3021,0.146307
3022,0.163937
3023,0.146196
3024,0.159611
3025,0.154558
3026,0.200468
3027,0.182517
3028,0.16662
3029,0.186566
3030,0.183363
3031,0.18547
3032,0.193232
3033,0.238194
3034,0.172015
3035,0.170877
3036,0.184539
3037,0.193232
3038,0.1974
3039,0.191986
3040,0.191571
3041,0.177662
3042,0.19915
3043,0.201486
3044,0.20513
3045,0.200297
3046,0.179112
3047,0.194025
3048,0.206486
3049,0.206486
3050,0.206486
3051,0.146829
3052,0.164388
3053,0.135508
3054,0.143565
3055,0.146829
3056,0.146028
3057,0.128626
3058,0.121535
3059,0.12005
3060,0.108194
3061,0.10568
3062,0.10801
3063,0.187677
3064,0.106814
3065,0.093599
3066,0.146618
3067,0.089229
3068,0.091741
3069,0.098981
3070,0.093225
3071,0.101239
3072,0.112033
3073,0.101239
3074,0.126463
3075,0.114403
3076,0.110788
3077,0.113041
3078,0.108819
3079,0.115863
3080,0.09709
3081,0.121485
3082,0.132913
3083,0.121485
3084,0.121485
3085,0.121485
3086,0.116487
3087,0.165971
3088,0.123347
3089,0.145587
3090,0.165971
3091,0.130076
3092,0.1134
3093,0.140386
3094,0.110093
3095,0.132513
3096,0.19252
3097,0.15845
3098,0.188726
3099,0.174838
3100,0.179511
3101,0.152607
3102,0.159443
3103,0.174676
3104,0.174838
3105,0.163573
3106,0.148105
3107,0.147921
3108,0.158187
3109,0.134111
3110,0.148105
3111,0.146307
3112,0.163937
3113,0.146196
3114,0.159611
3115,0.154558
3116,0.200468
3117,0.182517
3118,0.16662
3119,0.186566
3120,0.183363
3121,0.18547
3122,0.193232
3123,0.238194
3124,0.172015
3125,0.170877
3126,0.184539
3127,0.193232
3128,0.1974
3129,0.191986
3130,0.191571
3131,0.177662
3132,0.19915
3133,0.201486
3134,0.20513
3135,0.200297
3136,0.179112
3137,0.194025
3138,0.206486
3139,0.206486
3140,0.206486
3141,0.146829
3142,0.164388
3143,0.135508
3144,0.143565
3145,0.146829
3146,0.146028
3147,0.128626
3148,0.121535
3149,0.12005
3150,0.108194
3151,0.10568
3152,0.10801
3153,0.187677
3154,0.106814
3155,0.093599
3156,0.146618
3157,0.089229
3158,0.091741
3159,0.098981
3160,0.093225
3161,0.101239
3162,0.112033
3163,0.101239
3164,0.126463
3165,0.114403
3166,0.110788
3167,0.113041
3168,0.108819
3169,0.115863
3170,0.09709
3171,0.121485
3172,0.132913
3173,0.121485
3174,0.121485
3175,0.121485
3176,0.116487
3177,0.165971
3178,0.123347
3179,0.145587
3180,0.165971
3181,0.130076
3182,0.1134
3183,0.140386
3184,0.110093
3185,0.132513
3186,0.193283
3187,0.126843
3188,0.220102
3189,0.13409
3190,0.201043
3191,0.22571
3192,0.218383
3193,0.208374
3194,0.22571
3195,0.22571
3196,0.15404
3197,0.218383
3198,0.204052
3199,0.176954
3200,0.218547
3201,0.178786
3202,0.186346
3203,0.178786
3204,0.152236
3205,0.178786
3206,0.157572
3207,0.182926
3208,0.130995
3209,0.153022
3210,0.161655
3211,0.124157
3212,0.148532
3213,0.130995
3214,0.125089
3215,0.12295
3216,0.136914
3217,0.152712
3218,0.133009
3219,0.160462
3220,0.144644
3221,0.169869
3222,0.169558
3223,0.169869
3224,0.155173
3225,0.161812
3226,0.16693
3227,0.109251
3228,0.185663
3229,0.158965
3230,0.145062
3231,0.189175
3232,0.147402
3233,0.172317
3234,0.182792
3235,0.169201
3236,0.128489
3237,0.184486
3238,0.190057
3239,0.194384
3240,0.157584
3241,0.162275
3242,0.174637
3243,0.186286
3244,0.149398
3245,0.199651
3246,0.12174
3247,0.174746
3248,0.134148
3249,0.157313
3250,0.126068
3251,0.175207
3252,0.145006
3253,0.185219
3254,0.157313
3255,0.185641
3256,0.144135
3257,0.169396
3258,0.156357
3259,0.183712
3260,0.162289
3261,0.276721
3262,0.169396
3263,0.166208
3264,0.147812
3265,0.162289
3266,0.213321
3267,0.346516
3268,0.213321
3269,0.29952
3270,0.213172
3271,0.135223
3272,0.346516
3273,0.184603
3274,0.29952
3275,0.294132
3276,0.216956
3277,0.200389
3278,0.194499
3279,0.161429
3280,0.202633
3281,0.120701
3282,0.200389
3283,0.202976
3284,0.149739
3285,0.248093
3286,0.131393
3287,0.238067
3288,0.173419
3289,0.241252
3290,0.173419
3291,0.208373
3292,0.184224
3293,0.208373
3294,0.217043
3295,0.149113
3296,0.173774
3297,0.161424
3298,0.196863
3299,0.16119
3300,0.149113
3301,0.156558
3302,0.201018
3303,0.162369
3304,0.180595
3305,0.151279
3306,0.228749
3307,0.189862
3308,0.228749
3309,0.211842
3310,0.209721
3311,0.24212
3312,0.183139
3313,0.242069
3314,0.22251
3315,0.220035
3316,0.206679
3317,0.147996
3318,0.188736
3319,0.191842
3320,0.201089
3321,0.183678
3322,0.172871
3323,0.165124
3324,0.172147
3325,0.169066
3326,0.146979
3327,0.199958
3328,0.180108
3329,0.187059
3330,0.187059
3331,0.180108
3332,0.178374
3333,0.152156
3334,0.157721
3335,0.160072
3336,0.185964
3337,0.185964
3338,0.157721
3339,0.28862
3340,0.152275
3341,0.1574
3342,0.157085
3343,0.146066
3344,0.156243
3345,0.123159
3346,0.157768
3347,0.186458
3348,0.186458
3349,0.157768
3350,0.157768
3351,0.202527
3352,0.203668
3353,0.189798
3354,0.200105
3355,0.202527
3356,0.202527
3357,0.12302
3358,0.213104
3359,0.193402
3360,0.19342
3361,0.210719
3362,0.210719
3363,0.157829
3364,0.156997
3365,0.156555
3366,0.16305
3367,0.16305
3368,0.16305
3369,0.075022
3370,0.10883
3371,0.148647
3372,0.154494
3373,0.119141
3374,0.150218
3375,0.113305
3376,0.11511
3377,0.080077
3378,0.13924
3379,0.285285
3380,0.1375
3381,0.089384
3382,0.082007
3383,0.080077
3384,0.090269
3385,0.079493
3386,0.081453
3387,0.146971
3388,0.126918
3389,0.148245
3390,0.104981
3391,0.144577
3392,0.135869
3393,0.113156
3394,0.125705
3395,0.132739
3396,0.213963
3397,0.117236
3398,0.108535
3399,0.143308
3400,0.21471
3401,0.207944
3402,0.147037
3403,0.126698
3404,0.203247
3405,0.101625
3406,0.100128
3407,0.100945
3408,0.103328
3409,0.103328
3410,0.103328
3411,0.077994
3412,0.078067
3413,0.085277
3414,0.085277
3415,0.081362
3416,0.081362
3417,0.104865
3418,0.085327
3419,0.085542
3420,0.085542
3421,0.101335
3422,0.099404
3423,0.074274
3424,0.085645
3425,0.07522
3426,0.085368
3427,0.085349
3428,0.075209
3429,0.08563
3430,0.091904
3431,0.08563
3432,0.087663
3433,0.087504
3434,0.07589
3435,0.095512
3436,0.096569
3437,0.080735
3438,0.087102
3439,0.095512
3440,0.094946
3441,0.080519
3442,0.086358
3443,0.080735
3444,0.079445
3445,0.081561
3446,0.08222
3447,0.093291
3448,0.094551
3449,0.074438
3450,0.097246
3451,0.102873
3452,0.085897
3453,0.084661
3454,0.090533
3455,0.085199
3456,0.086775
3457,0.086656
3458,0.087808
3459,0.145411
3460,0.214813
3461,0.219026
3462,0.221054
3463,0.214813
3464,0.214813
3465,0.154647
3466,0.211519
3467,0.215608
3468,0.216547
3469,0.216965
3470,0.151513
3471,0.259667
3472,0.19308
3473,0.278412
3474,0.2481
3475,0.241102
3476,0.266587
3477,0.195772
3478,0.208017
3479,0.247633
3480,0.252985
3481,0.184185
3482,0.205295
3483,0.176459
3484,0.188854
3485,0.176459
3486,0.16091
3487,0.176459
3488,0.176459
3489,0.207789
3490,0.167182
3491,0.207807
3492,0.207807
3493,0.188854
3494,0.188854
3495,0.126589
3496,0.18144
3497,0.169524
3498,0.169524
3499,0.182111
3500,0.18144
3501,0.162017
3502,0.149952
3503,0.162017
3504,0.159961
3505,0.162017
3506,0.149952
3507,0.115347
3508,0.149952
3509,0.164083
3510,0.164083
3511,0.149952
3512,0.149952
3513,0.163248
3514,0.120708
3515,0.146065
3516,0.147314
3517,0.1439
3518,0.138653
3519,0.195811
3520,0.177762
3521,0.172153
3522,0.122655
3523,0.155927
3524,0.172058
3525,0.199008
3526,0.167354
3527,0.156293
3528,0.156293
3529,0.155927
3530,0.16707
3531,0.185535
3532,0.218381
3533,0.185535
3534,0.235335
3535,0.185535
3536,0.218381
3537,0.207454
3538,0.195976
3539,0.197905
3540,0.198558
3541,0.197883
3542,0.218211
3543,0.168675
3544,0.17608
3545,0.161899
3546,0.169469
3547,0.17606
3548,0.175817
3549,0.17076
3550,0.203557
3551,0.221661
3552,0.199123
3553,0.221661
3554,0.203557
3555,0.17076
3556,0.211435
3557,0.211954
3558,0.211037
3559,0.203557
3560,0.203557
3561,0.200371
3562,0.150985
3563,0.194938
3564,0.20039
3565,0.188936
3566,0.182261
3567,0.202527
3568,0.203668
3569,0.189798
3570,0.200105
3571,0.202527
3572,0.202527
3573,0.12302
3574,0.213104
3575,0.193402
3576,0.19342
3577,0.210719
3578,0.210719
3579,0.157829
3580,0.156997
3581,0.156555
3582,0.16305
3583,0.16305
3584,0.16305
3585,0.075022
3586,0.10883
3587,0.148647
3588,0.154494
3589,0.119141
3590,0.150218
3591,0.113305
3592,0.11511
3593,0.080077
3594,0.13924
3595,0.285285
3596,0.1375
3597,0.089384
3598,0.082007
3599,0.080077
3600,0.090269
3601,0.079493
3602,0.081453
3603,0.146971
3604,0.126918
3605,0.148245
3606,0.104981
3607,0.144577
3608,0.135869
3609,0.113156
3610,0.125705
3611,0.132739
3612,0.213963
3613,0.117236
3614,0.108535
3615,0.143308
3616,0.21471
3617,0.207944
3618,0.147037
3619,0.126698
3620,0.203247
3621,0.181928
3622,0.190804
3623,0.157641
3624,0.150837
3625,0.177768
3626,0.176484
3627,0.158245
3628,0.182138
3629,0.18168
3630,0.167137
3631,0.161664
3632,0.173973
3633,0.158245
3634,0.163464
3635,0.16941
3636,0.183682
3637,0.176379
3638,0.188841
3639,0.13168
3640,0.18554
3641,0.181704
3642,0.182004
3643,0.154093
3644,0.180036
3645,0.14625
3646,0.152482
3647,0.175918
3648,0.176989
3649,0.168118
3650,0.152482
3651,0.151048
3652,0.138443
3653,0.157361
3654,0.182214
3655,0.145349
3656,0.143185
3657,0.188132
3658,0.128603
3659,0.317898
3660,0.162691
3661,0.16233
3662,0.162872
3663,0.160166
3664,0.147961
3665,0.133634
3666,0.129119
3667,0.131007
3668,0.133597
3669,0.172799
3670,0.142413
3671,0.208384
3672,0.129119
3673,0.131007
3674,0.133597
3675,0.229705
3676,0.26538
3677,0.175434
3678,0.240236
3679,0.252223
3680,0.169893
3681,0.229705
3682,0.222128
3683,0.302473
3684,0.302473
3685,0.222128
3686,0.272651
3687,0.270431
3688,0.250971
3689,0.272754
3690,0.265843
3691,0.276972
3692,0.27156
3693,0.242087
3694,0.248208
3695,0.230152
3696,0.230177
3697,0.354076
3698,0.226487
3699,0.204759
3700,0.221697
3701,0.199844
3702,0.203616
3703,0.288996
3704,0.234957
3705,0.155588
3706,0.221697
3707,0.291235
3708,0.279875
3709,0.220701
3710,0.234957
3711,0.203829
3712,0.205765
3713,0.188538
3714,0.240159
3715,0.174664
3716,0.189635
3717,0.255339
3718,0.194872
3719,0.249988
3720,0.240159
3721,0.174664
3722,0.191925
3723,0.222622
3724,0.231357
3725,0.256239
3726,0.181088
3727,0.231357
3728,0.231357
3729,0.162866
3730,0.151194
3731,0.164763
3732,0.162723
3733,0.164763
3734,0.15289
3735,0.096649
3736,0.152907
3737,0.153264
3738,0.153264
3739,0.152907
3740,0.15289
3741,0.091004
3742,0.126694
3743,0.136194
3744,0.136194
3745,0.090972
3746,0.128228
3747,0.112934
3748,0.092828
3749,0.112934
3750,0.117056
3751,0.112934
3752,0.112934
3753,0.127989
3754,0.106225
3755,0.127989
3756,0.127989
3757,0.127989
3758,0.127989
3759,0.105939
3760,0.138518
3761,0.132313
3762,0.105939
3763,0.105939
3764,0.138518
3765,0.14278
3766,0.13105
3767,0.130824
3768,0.132381
3769,0.149127
3770,0.129702
3771,0.153288
3772,0.162536
3773,0.153288
3774,0.129972
3775,0.149127
3776,0.163
3777,0.147922
3778,0.163262
3779,0.155986
3780,0.154195
3781,0.147462
3782,0.154621
3783,0.131192
3784,0.100174
3785,0.092145
3786,0.092145
3787,0.100174
3788,0.100174
3789,0.091226
3790,0.099885
3791,0.089275
3792,0.162076
3793,0.091226
3794,0.091226
3795,0.132809
3796,0.10883
3797,0.159295
3798,0.157184
3799,0.157701
3800,0.15724
3801,0.119288
3802,0.124157
3803,0.116525
3804,0.083491
3805,0.111333
3806,0.111333
