bb_idx,nettepi_Comb,nettepi_Rank,nettepi_score,pending_DTU_consent
10032,,,,True
10033,,,,True
10034,,,,True
10035,,,,True
10036,0.111,15.0,0.111,True
10037,0.032,50.0,0.032,True
10038,,,,True
10039,,,,True
10040,,,,True
10041,,,,True
10042,0.397,1.5,0.397,True
10043,0.053,50.0,0.053,True
10044,,,,True
10045,,,,True
10046,,,,True
10047,,,,True
10048,0.039,50.0,0.039,True
10049,0.064,32.0,0.064,True
10050,,,,True
10051,,,,True
10052,,,,True
10053,,,,True
10054,0.058,50.0,0.058,True
10055,0.041,50.0,0.041,True
10056,,,,True
10057,,,,True
10058,,,,True
10059,,,,True
10060,0.034,50.0,0.034,True
10061,0.041,50.0,0.041,True
10062,,,,True
10063,,,,True
10064,,,,True
10065,,,,True
10066,0.086,20.0,0.086,True
10067,0.051,50.0,0.051,True
10068,,,,True
10069,,,,True
10070,,,,True
10071,,,,True
10072,0.05,50.0,0.05,True
10073,0.03,50.0,0.03,True
10074,,,,True
10075,,,,True
10076,,,,True
10077,,,,True
10078,0.033,50.0,0.033,True
10079,0.041,50.0,0.041,True
10080,,,,True
10081,,,,True
10082,,,,True
10083,,,,True
10084,0.119,10.0,0.119,True
10085,0.03,50.0,0.03,True
10086,,,,True
10087,,,,True
10088,,,,True
10089,,,,True
10090,0.041,50.0,0.041,True
10091,0.042,50.0,0.042,True
10092,,,,True
10093,,,,True
10094,,,,True
10095,,,,True
10096,0.171,6.0,0.171,True
10097,,,,True
10098,,,,True
10099,,,,True
10100,,,,True
10101,,,,True
10102,,,,True
10103,,,,True
10104,,,,True
10105,,,,True
10106,,,,True
10107,,,,True
10108,,,,True
10109,,,,True
10110,,,,True
10111,,,,True
10112,,,,True
10113,,,,True
10114,,,,True
10115,,,,True
10116,,,,True
10117,,,,True
10118,,,,True
10119,,,,True
10120,,,,True
10121,,,,True
10122,,,,True
10123,,,,True
10124,,,,True
10125,,,,True
10126,,,,True
10127,,,,True
10128,,,,True
10129,,,,True
10130,,,,True
10131,,,,True
10132,,,,True
10133,,,,True
10134,,,,True
10135,,,,True
10136,,,,True
10137,,,,True
10138,,,,True
10139,,,,True
10140,,,,True
10141,,,,True
10142,,,,True
10143,,,,True
10144,,,,True
10145,,,,True
10146,,,,True
10147,,,,True
10148,,,,True
10149,,,,True
10150,,,,True
10151,,,,True
10152,,,,True
10153,,,,True
10154,,,,True
10155,,,,True
10156,,,,True
10157,,,,True
10158,,,,True
10159,,,,True
10160,,,,True
10161,,,,True
10162,,,,True
10163,,,,True
10164,,,,True
10165,,,,True
10166,,,,True
10167,,,,True
10168,,,,True
10169,,,,True
10170,,,,True
10171,,,,True
10172,,,,True
10173,,,,True
10174,,,,True
10175,,,,True
10176,,,,True
10177,,,,True
10178,,,,True
10179,,,,True
10180,,,,True
10181,,,,True
10182,,,,True
10183,,,,True
10184,,,,True
10185,,,,True
10186,,,,True
10187,,,,True
10188,,,,True
10189,,,,True
10190,,,,True
10191,,,,True
10192,,,,True
10193,,,,True
10194,,,,True
10195,,,,True
10196,,,,True
10197,,,,True
10198,,,,True
10199,,,,True
10200,,,,True
10201,,,,True
10202,,,,True
10203,,,,True
10204,,,,True
10205,,,,True
10206,,,,True
10207,,,,True
10208,,,,True
10209,,,,True
10210,,,,True
10211,,,,True
10212,,,,True
10213,,,,True
10214,,,,True
10215,,,,True
10216,,,,True
10217,,,,True
10218,,,,True
10219,,,,True
10220,,,,True
10221,,,,True
10222,,,,True
10223,,,,True
10224,,,,True
10225,0.051,50.0,0.051,True
10226,,,,True
10227,,,,True
10228,0.051,50.0,0.051,True
10229,,,,True
10230,,,,True
10231,0.045,50.0,0.045,True
10232,,,,True
10233,,,,True
10234,0.028,50.0,0.028,True
10235,,,,True
10236,,,,True
10237,0.024,50.0,0.024,True
10238,,,,True
10239,,,,True
10240,0.02,50.0,0.02,True
10241,,,,True
10242,,,,True
10243,0.029,50.0,0.029,True
10244,,,,True
10245,,,,True
10246,0.024,50.0,0.024,True
10247,,,,True
10248,,,,True
10249,0.054,50.0,0.054,True
10250,,,,True
10251,,,,True
10252,0.058,32.0,0.058,True
10253,,,,True
10254,,,,True
10255,0.071,32.0,0.071,True
10256,,,,True
10257,,,,True
10258,0.051,50.0,0.051,True
10259,,,,True
10260,,,,True
10261,0.033,50.0,0.033,True
10262,,,,True
10263,,,,True
10264,0.027,50.0,0.027,True
10265,,,,True
10266,,,,True
10267,0.023,50.0,0.023,True
10268,,,,True
10269,,,,True
10270,0.03,50.0,0.03,True
10271,,,,True
10272,,,,True
10273,0.016,50.0,0.016,True
10274,,,,True
10275,,,,True
10276,0.029,50.0,0.029,True
10277,,,,True
10278,,,,True
10279,0.22,1.5,0.22,True
10280,,,,True
10281,,,,True
10282,0.046,50.0,0.046,True
10283,,,,True
10284,,,,True
10285,0.025,50.0,0.025,True
10286,,,,True
10287,,,,True
10288,0.02,50.0,0.02,True
10289,,,,True
10290,,,,True
10291,0.017,50.0,0.017,True
10292,,,,True
10293,,,,True
10294,0.029,50.0,0.029,True
10295,,,,True
10296,,,,True
10297,0.011,50.0,0.011,True
10298,,,,True
10299,,,,True
10300,0.011,50.0,0.011,True
10301,,,,True
10302,,,,True
10303,0.03,50.0,0.03,True
10304,,,,True
10305,,,,True
10306,0.038,50.0,0.038,True
10307,,,,True
10308,,,,True
10309,0.036,50.0,0.036,True
10310,,,,True
10311,,,,True
10312,0.032,50.0,0.032,True
10313,,,,True
10314,,,,True
10315,0.043,50.0,0.043,True
10316,,,,True
10317,,,,True
10318,0.048,50.0,0.048,True
10319,,,,True
10320,,,,True
10321,0.027,50.0,0.027,True
10322,,,,True
10323,,,,True
10324,0.032,50.0,0.032,True
10325,,,,True
10326,,,,True
10327,,,,True
10328,,,,True
10329,,,,True
10330,,,,True
10331,,,,True
10332,,,,True
10333,,,,True
10334,,,,True
10335,,,,True
10336,,,,True
10337,,,,True
10338,,,,True
10339,,,,True
10340,,,,True
10341,,,,True
10342,,,,True
10343,,,,True
10344,,,,True
10345,,,,True
10346,,,,True
10347,,,,True
10348,,,,True
10349,,,,True
10350,,,,True
10351,,,,True
10352,,,,True
10353,,,,True
10354,,,,True
10355,,,,True
10356,,,,True
10357,,,,True
10358,,,,True
10359,,,,True
10360,,,,True
10361,,,,True
10362,,,,True
10363,,,,True
10364,,,,True
10365,,,,True
10366,,,,True
10367,,,,True
10368,,,,True
10369,,,,True
10370,,,,True
10371,,,,True
10372,0.057,50.0,0.057,True
10373,,,,True
10374,,,,True
10375,0.034,50.0,0.034,True
10376,,,,True
10377,,,,True
10378,0.025,50.0,0.025,True
10379,,,,True
10380,,,,True
10381,0.033,50.0,0.033,True
10382,,,,True
10383,,,,True
10384,0.067,32.0,0.067,True
10385,,,,True
10386,,,,True
10387,0.054,50.0,0.054,True
10388,,,,True
10389,,,,True
10390,0.074,20.0,0.074,True
10391,,,,True
10392,,,,True
10393,0.067,32.0,0.067,True
10394,,,,True
10395,,,,True
10396,0.054,50.0,0.054,True
10397,,,,True
10398,,,,True
10399,0.075,20.0,0.075,True
10400,,,,True
10401,,,,True
10402,0.11,7.0,0.11,True
10403,,,,True
10404,,,,True
10405,0.053,50.0,0.053,True
10406,,,,True
10407,,,,True
10408,0.036,50.0,0.036,True
10409,,,,True
10410,,,,True
10411,0.046,50.0,0.046,True
10412,,,,True
10413,,,,True
10414,0.033,50.0,0.033,True
10415,,,,True
10416,,,,True
10417,0.036,50.0,0.036,True
10418,,,,True
10419,,,,True
10420,0.048,50.0,0.048,True
10421,,,,True
10422,,,,True
10423,0.049,50.0,0.049,True
10424,,,,True
10425,,,,True
10426,0.07,32.0,0.07,True
10427,,,,True
10428,,,,True
10429,0.076,20.0,0.076,True
10430,,,,True
10431,,,,True
10432,0.079,20.0,0.079,True
10433,,,,True
10434,,,,True
10435,0.062,32.0,0.062,True
10436,,,,True
10437,,,,True
10438,0.081,15.0,0.081,True
10439,,,,True
10440,,,,True
10441,0.096,10.0,0.096,True
10442,,,,True
10443,,,,True
10444,0.041,50.0,0.041,True
10445,,,,True
10446,,,,True
10447,0.032,50.0,0.032,True
10448,,,,True
10449,,,,True
10450,0.034,50.0,0.034,True
10451,,,,True
10452,,,,True
10453,0.04,50.0,0.04,True
10454,,,,True
10455,,,,True
10456,0.028,50.0,0.028,True
10457,,,,True
10458,,,,True
10459,0.062,32.0,0.062,True
10460,,,,True
10461,,,,True
10462,0.058,50.0,0.058,True
10463,,,,True
10464,,,,True
10465,0.084,15.0,0.084,True
10466,,,,True
10467,,,,True
10468,0.072,20.0,0.072,True
10469,,,,True
10470,,,,True
10471,0.051,50.0,0.051,True
10472,,,,True
10473,,,,True
10474,0.059,32.0,0.059,True
10475,,,,True
10476,,,,True
10477,0.053,50.0,0.053,True
10478,,,,True
10479,,,,True
10480,0.054,50.0,0.054,True
10481,,,,True
10482,,,,True
10483,0.058,32.0,0.058,True
10484,,,,True
10485,,,,True
10486,0.042,50.0,0.042,True
10487,,,,True
10488,,,,True
10489,0.044,50.0,0.044,True
10490,,,,True
10491,,,,True
10492,0.063,32.0,0.063,True
10493,,,,True
10494,,,,True
10495,0.065,32.0,0.065,True
10496,,,,True
10497,,,,True
10498,0.089,15.0,0.089,True
10499,,,,True
10500,,,,True
10501,0.087,15.0,0.087,True
10502,,,,True
10503,,,,True
10504,0.056,50.0,0.056,True
10505,,,,True
10506,,,,True
10507,0.05,50.0,0.05,True
10508,,,,True
10509,,,,True
10510,,,,True
10511,,,,True
10512,,,,True
10513,,,,True
10514,,,,True
10515,,,,True
10516,,,,True
10517,,,,True
10518,,,,True
10519,,,,True
10520,,,,True
10521,,,,True
10522,,,,True
10523,,,,True
10524,,,,True
10525,,,,True
10526,,,,True
10527,,,,True
10528,,,,True
10529,,,,True
10530,,,,True
10531,,,,True
10532,,,,True
10533,,,,True
10534,,,,True
10535,,,,True
10536,,,,True
10537,,,,True
10538,,,,True
10539,,,,True
10540,,,,True
10541,,,,True
10542,,,,True
10543,,,,True
10544,,,,True
10545,,,,True
10546,,,,True
10547,,,,True
10548,,,,True
10549,,,,True
10550,,,,True
10551,,,,True
10552,,,,True
10553,,,,True
10554,,,,True
10555,,,,True
10556,,,,True
10557,,,,True
10558,,,,True
10559,,,,True
10560,,,,True
10561,,,,True
10562,,,,True
10563,,,,True
10564,,,,True
10565,,,,True
10566,,,,True
10567,,,,True
10568,,,,True
10569,,,,True
10570,,,,True
10571,,,,True
10572,,,,True
10573,,,,True
10574,,,,True
10575,,,,True
10576,,,,True
10577,,,,True
10578,,,,True
10579,,,,True
10580,,,,True
10581,,,,True
10582,0.065,32.0,0.065,True
10583,,,,True
10584,,,,True
10585,0.165,3.0,0.165,True
10586,,,,True
10587,,,,True
10588,0.069,32.0,0.069,True
10589,,,,True
10590,,,,True
10591,0.027,50.0,0.027,True
10592,,,,True
10593,,,,True
10594,0.016,50.0,0.016,True
10595,,,,True
10596,,,,True
10597,0.039,50.0,0.039,True
10598,,,,True
10599,,,,True
10600,0.037,50.0,0.037,True
10601,,,,True
10602,,,,True
10603,0.015,50.0,0.015,True
10604,,,,True
10605,,,,True
10606,0.038,50.0,0.038,True
10607,,,,True
10608,,,,True
10609,0.028,50.0,0.028,True
10610,,,,True
10611,,,,True
10612,0.011,50.0,0.011,True
10613,,,,True
10614,,,,True
10615,0.028,50.0,0.028,True
10616,,,,True
10617,,,,True
10618,0.287,0.8,0.287,True
10619,,,,True
10620,,,,True
10621,0.043,50.0,0.043,True
10622,,,,True
10623,,,,True
10624,0.039,50.0,0.039,True
10625,,,,True
10626,,,,True
10627,0.101,9.0,0.101,True
10628,,,,True
10629,,,,True
10630,0.074,20.0,0.074,True
10631,,,,True
10632,,,,True
10633,0.037,50.0,0.037,True
10634,,,,True
10635,,,,True
10636,0.017,50.0,0.017,True
10637,,,,True
10638,,,,True
10639,0.017,50.0,0.017,True
10640,,,,True
10641,,,,True
10642,0.058,50.0,0.058,True
10643,,,,True
10644,,,,True
10645,0.021,50.0,0.021,True
10646,,,,True
10647,,,,True
10648,0.014,50.0,0.014,True
10649,,,,True
10650,,,,True
10651,0.022,50.0,0.022,True
10652,,,,True
10653,,,,True
10654,0.05,50.0,0.05,True
10655,,,,True
10656,,,,True
10657,0.014,50.0,0.014,True
10658,,,,True
10659,,,,True
10660,0.09,15.0,0.09,True
10661,,,,True
10662,,,,True
10663,0.033,50.0,0.033,True
10664,,,,True
10665,,,,True
10666,0.029,50.0,0.029,True
10667,,,,True
10668,,,,True
10669,0.052,50.0,0.052,True
10670,,,,True
10671,,,,True
10672,0.035,50.0,0.035,True
10673,,,,True
10674,,,,True
10675,0.017,50.0,0.017,True
10676,,,,True
10677,,,,True
10678,0.013,50.0,0.013,True
10679,,,,True
10680,,,,True
10681,0.022,50.0,0.022,True
10682,,,,True
10683,,,,True
10684,0.017,50.0,0.017,True
10685,,,,True
10686,,,,True
10687,0.013,50.0,0.013,True
10688,,,,True
10689,,,,True
10690,-0.002,50.0,-0.002,True
10691,,,,True
10692,,,,True
10693,0.05,50.0,0.05,True
10694,,,,True
10695,,,,True
10696,0.067,32.0,0.067,True
10697,,,,True
10698,,,,True
10699,0.055,50.0,0.055,True
10700,,,,True
10701,,,,True
10702,0.015,50.0,0.015,True
10703,,,,True
10704,,,,True
10705,0.018,50.0,0.018,True
10706,,,,True
10707,,,,True
10708,0.027,50.0,0.027,True
10709,,,,True
10710,,,,True
10711,0.028,50.0,0.028,True
10712,,,,True
10713,,,,True
10714,0.039,50.0,0.039,True
10715,,,,True
10716,,,,True
10717,0.045,50.0,0.045,True
10718,,,,True
10719,,,,True
10720,0.01,50.0,0.01,True
10721,,,,True
10722,,,,True
10723,0.03,50.0,0.03,True
10724,,,,True
10725,,,,True
10726,0.018,50.0,0.018,True
10727,,,,True
10728,,,,True
10729,0.016,50.0,0.016,True
10730,,,,True
10731,,,,True
10732,0.076,20.0,0.076,True
10733,,,,True
10734,,,,True
10735,0.515,0.15,0.515,True
10736,,,,True
10737,,,,True
10738,0.013,50.0,0.013,True
10739,,,,True
10740,,,,True
10741,0.015,50.0,0.015,True
10742,,,,True
10743,,,,True
10744,,,,True
10745,,,,True
10746,,,,True
10747,,,,True
10748,,,,True
10749,,,,True
10750,,,,True
10751,,,,True
10752,,,,True
10753,,,,True
10754,,,,True
10755,,,,True
10756,,,,True
10757,,,,True
10758,,,,True
10759,,,,True
10760,,,,True
10761,,,,True
10762,,,,True
10763,,,,True
10764,,,,True
10765,,,,True
10766,,,,True
10767,,,,True
10768,,,,True
10769,,,,True
10770,,,,True
10771,,,,True
10772,,,,True
10773,,,,True
10774,,,,True
10775,,,,True
10776,,,,True
10777,,,,True
10778,,,,True
10779,,,,True
10780,,,,True
10781,,,,True
10782,,,,True
10783,,,,True
10784,,,,True
10785,,,,True
10786,,,,True
10787,,,,True
10788,,,,True
10789,,,,True
10790,,,,True
10791,,,,True
10792,,,,True
10793,,,,True
10794,,,,True
10795,,,,True
10796,,,,True
10797,,,,True
10798,,,,True
10799,,,,True
10800,,,,True
10801,,,,True
10802,,,,True
10803,,,,True
10804,,,,True
10805,,,,True
10806,,,,True
10807,,,,True
10808,,,,True
10809,,,,True
10810,,,,True
10811,,,,True
10812,,,,True
10813,,,,True
10814,,,,True
10815,,,,True
10816,,,,True
10817,,,,True
10818,,,,True
10819,,,,True
10820,,,,True
10821,,,,True
10822,,,,True
10823,,,,True
10824,,,,True
10825,,,,True
10826,,,,True
10827,,,,True
10828,,,,True
10829,,,,True
10830,,,,True
10831,,,,True
10832,,,,True
10833,,,,True
10834,0.049,50.0,0.049,True
10835,,,,True
10836,,,,True
10837,0.04,50.0,0.04,True
10838,,,,True
10839,,,,True
10840,0.044,50.0,0.044,True
10841,,,,True
10842,,,,True
10843,0.181,3.0,0.181,True
10844,,,,True
10845,,,,True
10846,0.177,3.0,0.177,True
10847,,,,True
10848,,,,True
10849,0.078,20.0,0.078,True
10850,,,,True
10851,,,,True
10852,0.074,20.0,0.074,True
10853,,,,True
10854,,,,True
10855,0.048,50.0,0.048,True
10856,,,,True
10857,,,,True
10858,0.03,50.0,0.03,True
10859,,,,True
10860,,,,True
10861,0.02,50.0,0.02,True
10862,,,,True
10863,,,,True
10864,0.08,15.0,0.08,True
10865,,,,True
10866,,,,True
10867,0.03,50.0,0.03,True
10868,,,,True
10869,,,,True
10870,0.141,4.0,0.141,True
10871,,,,True
10872,,,,True
10873,0.111,7.0,0.111,True
10874,,,,True
10875,,,,True
10876,0.182,3.0,0.182,True
10877,,,,True
10878,,,,True
10879,0.059,32.0,0.059,True
10880,,,,True
10881,,,,True
10882,0.064,32.0,0.064,True
10883,,,,True
10884,,,,True
10885,0.046,50.0,0.046,True
10886,,,,True
10887,,,,True
10888,0.032,50.0,0.032,True
10889,,,,True
10890,,,,True
10891,0.044,50.0,0.044,True
10892,,,,True
10893,,,,True
10894,0.068,32.0,0.068,True
10895,,,,True
10896,,,,True
10897,0.087,15.0,0.087,True
10898,,,,True
10899,,,,True
10900,0.107,8.0,0.107,True
10901,,,,True
10902,,,,True
10903,0.106,8.0,0.106,True
10904,,,,True
10905,,,,True
10906,0.038,50.0,0.038,True
10907,,,,True
10908,,,,True
10909,0.095,10.0,0.095,True
10910,,,,True
10911,,,,True
10912,0.039,50.0,0.039,True
10913,,,,True
10914,,,,True
10915,0.213,2.0,0.213,True
10916,,,,True
10917,,,,True
10918,0.048,50.0,0.048,True
10919,,,,True
10920,,,,True
10921,0.081,15.0,0.081,True
10922,,,,True
10923,,,,True
10924,0.071,20.0,0.071,True
10925,,,,True
10926,,,,True
10927,0.089,15.0,0.089,True
10928,,,,True
10929,,,,True
10930,0.055,50.0,0.055,True
10931,,,,True
10932,,,,True
10933,0.11,7.0,0.11,True
10934,,,,True
10935,,,,True
10936,,,,True
10937,,,,True
10938,,,,True
10939,,,,True
10940,,,,True
10941,,,,True
10942,,,,True
10943,,,,True
10944,,,,True
10945,,,,True
10946,,,,True
10947,,,,True
10948,,,,True
10949,,,,True
10950,,,,True
10951,,,,True
10952,,,,True
10953,,,,True
10954,,,,True
10955,,,,True
10956,,,,True
10957,,,,True
10958,,,,True
10959,,,,True
10960,,,,True
10961,,,,True
10962,,,,True
10963,,,,True
10964,,,,True
10965,,,,True
10966,,,,True
10967,,,,True
10968,,,,True
10969,,,,True
10970,,,,True
10971,,,,True
10972,,,,True
10973,,,,True
10974,,,,True
10975,,,,True
10976,,,,True
10977,,,,True
10978,,,,True
10979,,,,True
10980,,,,True
10981,0.058,50.0,0.058,True
10982,,,,True
10983,,,,True
10984,0.046,50.0,0.046,True
10985,,,,True
10986,,,,True
10987,0.045,50.0,0.045,True
10988,,,,True
10989,,,,True
10990,0.051,50.0,0.051,True
10991,,,,True
10992,,,,True
10993,0.051,50.0,0.051,True
10994,,,,True
10995,,,,True
10996,0.045,50.0,0.045,True
10997,,,,True
10998,,,,True
10999,0.028,50.0,0.028,True
11000,,,,True
11001,,,,True
11002,0.024,50.0,0.024,True
11003,,,,True
11004,,,,True
11005,0.02,50.0,0.02,True
11006,,,,True
11007,,,,True
11008,0.029,50.0,0.029,True
11009,,,,True
11010,,,,True
11011,0.024,50.0,0.024,True
11012,,,,True
11013,,,,True
11014,0.054,50.0,0.054,True
11015,,,,True
11016,,,,True
11017,0.058,32.0,0.058,True
11018,,,,True
11019,,,,True
11020,0.051,50.0,0.051,True
11021,,,,True
11022,,,,True
11023,0.057,50.0,0.057,True
11024,,,,True
11025,,,,True
11026,0.065,32.0,0.065,True
11027,,,,True
11028,,,,True
11029,0.041,50.0,0.041,True
11030,,,,True
11031,,,,True
11032,0.048,50.0,0.048,True
11033,,,,True
11034,,,,True
11035,0.071,32.0,0.071,True
11036,,,,True
11037,,,,True
11038,0.051,50.0,0.051,True
11039,,,,True
11040,,,,True
11041,0.033,50.0,0.033,True
11042,,,,True
11043,,,,True
11044,0.027,50.0,0.027,True
11045,,,,True
11046,,,,True
11047,0.023,50.0,0.023,True
11048,,,,True
11049,,,,True
11050,0.03,50.0,0.03,True
11051,,,,True
11052,,,,True
11053,0.016,50.0,0.016,True
11054,,,,True
11055,,,,True
11056,0.029,50.0,0.029,True
11057,,,,True
11058,,,,True
11059,0.22,1.5,0.22,True
11060,,,,True
11061,,,,True
11062,0.056,50.0,0.056,True
11063,,,,True
11064,,,,True
11065,0.068,32.0,0.068,True
11066,,,,True
11067,,,,True
11068,0.022,50.0,0.022,True
11069,,,,True
11070,,,,True
11071,0.03,50.0,0.03,True
11072,,,,True
11073,,,,True
11074,0.036,50.0,0.036,True
11075,,,,True
11076,,,,True
11077,0.046,50.0,0.046,True
11078,,,,True
11079,,,,True
11080,0.025,50.0,0.025,True
11081,,,,True
11082,,,,True
11083,0.02,50.0,0.02,True
11084,,,,True
11085,,,,True
11086,0.017,50.0,0.017,True
11087,,,,True
11088,,,,True
11089,0.029,50.0,0.029,True
11090,,,,True
11091,,,,True
11092,0.011,50.0,0.011,True
11093,,,,True
11094,,,,True
11095,0.011,50.0,0.011,True
11096,,,,True
11097,,,,True
11098,0.03,50.0,0.03,True
11099,,,,True
11100,,,,True
11101,0.128,5.0,0.128,True
11102,,,,True
11103,,,,True
11104,0.06,32.0,0.06,True
11105,,,,True
11106,,,,True
11107,0.03,50.0,0.03,True
11108,,,,True
11109,,,,True
11110,0.043,50.0,0.043,True
11111,,,,True
11112,,,,True
11113,0.046,50.0,0.046,True
11114,,,,True
11115,,,,True
11116,0.038,50.0,0.038,True
11117,,,,True
11118,,,,True
11119,0.036,50.0,0.036,True
11120,,,,True
11121,,,,True
11122,0.032,50.0,0.032,True
11123,,,,True
11124,,,,True
11125,0.043,50.0,0.043,True
11126,,,,True
11127,,,,True
11128,0.048,50.0,0.048,True
11129,,,,True
11130,,,,True
11131,0.027,50.0,0.027,True
11132,,,,True
11133,,,,True
11134,0.032,50.0,0.032,True
11135,,,,True
11136,,,,True
11137,0.038,50.0,0.038,True
11138,,,,True
11139,,,,True
11140,0.246,1.5,0.246,True
11141,,,,True
11142,,,,True
11143,,,,True
11144,,,,True
11145,,,,True
11146,,,,True
11147,,,,True
11148,,,,True
11149,,,,True
11150,,,,True
11151,,,,True
11152,,,,True
11153,,,,True
11154,,,,True
11155,,,,True
11156,,,,True
11157,,,,True
11158,,,,True
11159,,,,True
11160,,,,True
11161,,,,True
11162,,,,True
11163,,,,True
11164,,,,True
11165,,,,True
11166,,,,True
11167,,,,True
11168,,,,True
11169,,,,True
11170,,,,True
11171,,,,True
11172,,,,True
11173,,,,True
11174,,,,True
11175,,,,True
11176,,,,True
11177,,,,True
11178,,,,True
11179,,,,True
11180,,,,True
11181,,,,True
11182,,,,True
11183,,,,True
11184,,,,True
11185,,,,True
11186,,,,True
11187,,,,True
11188,,,,True
11189,,,,True
11190,,,,True
11191,,,,True
11192,,,,True
11193,,,,True
11194,,,,True
11195,,,,True
11196,,,,True
11197,,,,True
11198,,,,True
11199,,,,True
11200,,,,True
11201,,,,True
11202,,,,True
11203,,,,True
11204,,,,True
11205,,,,True
11206,,,,True
11207,,,,True
11208,,,,True
11209,,,,True
11210,,,,True
11211,,,,True
11212,,,,True
11213,,,,True
11214,,,,True
11215,,,,True
11216,,,,True
11217,,,,True
11218,,,,True
11219,,,,True
11220,,,,True
11221,,,,True
11222,,,,True
11223,,,,True
11224,,,,True
11225,,,,True
11226,,,,True
11227,,,,True
11228,,,,True
11229,,,,True
11230,,,,True
11231,,,,True
11232,,,,True
11233,-0.004,50.0,-0.004,True
11234,,,,True
11235,,,,True
11236,0.007,50.0,0.007,True
11237,,,,True
11238,,,,True
11239,0.025,50.0,0.025,True
11240,,,,True
11241,,,,True
11242,0.03,50.0,0.03,True
11243,,,,True
11244,,,,True
11245,0.037,50.0,0.037,True
11246,,,,True
11247,,,,True
11248,0.075,20.0,0.075,True
11249,,,,True
11250,,,,True
11251,0.11,7.0,0.11,True
11252,,,,True
11253,,,,True
11254,0.085,15.0,0.085,True
11255,,,,True
11256,,,,True
11257,0.264,1.0,0.264,True
11258,,,,True
11259,,,,True
11260,0.033,50.0,0.033,True
11261,,,,True
11262,,,,True
11263,0.06,32.0,0.06,True
11264,,,,True
11265,,,,True
11266,0.046,50.0,0.046,True
11267,,,,True
11268,,,,True
11269,0.034,50.0,0.034,True
11270,,,,True
11271,,,,True
11272,0.039,50.0,0.039,True
11273,,,,True
11274,,,,True
11275,0.054,50.0,0.054,True
11276,,,,True
11277,,,,True
11278,0.126,5.0,0.126,True
11279,,,,True
11280,,,,True
11281,0.072,20.0,0.072,True
11282,,,,True
11283,,,,True
11284,0.024,50.0,0.024,True
11285,,,,True
11286,,,,True
11287,0.069,32.0,0.069,True
11288,,,,True
11289,,,,True
11290,0.016,50.0,0.016,True
11291,,,,True
11292,,,,True
11293,0.018,50.0,0.018,True
11294,,,,True
11295,,,,True
11296,0.029,50.0,0.029,True
11297,,,,True
11298,,,,True
11299,-0.004,50.0,-0.004,True
11300,,,,True
11301,,,,True
11302,0.003,50.0,0.003,True
11303,,,,True
11304,,,,True
11305,0.024,50.0,0.024,True
11306,,,,True
11307,,,,True
11308,0.033,50.0,0.033,True
11309,,,,True
11310,,,,True
11311,0.038,50.0,0.038,True
11312,,,,True
11313,,,,True
11314,0.093,15.0,0.093,True
11315,,,,True
11316,,,,True
11317,0.075,20.0,0.075,True
11318,,,,True
11319,,,,True
11320,0.456,0.2,0.456,True
11321,,,,True
11322,,,,True
11323,0.029,50.0,0.029,True
11324,,,,True
11325,,,,True
11326,0.02,50.0,0.02,True
11327,,,,True
11328,,,,True
11329,0.097,10.0,0.097,True
11330,,,,True
11331,,,,True
11332,0.045,50.0,0.045,True
11333,,,,True
11334,,,,True
11335,0.037,50.0,0.037,True
11336,,,,True
11337,,,,True
11338,0.044,50.0,0.044,True
11339,,,,True
11340,,,,True
11341,0.046,50.0,0.046,True
11342,,,,True
11343,,,,True
11344,0.398,0.4,0.398,True
11345,,,,True
11346,,,,True
11347,0.046,50.0,0.046,True
11348,,,,True
11349,,,,True
11350,0.018,50.0,0.018,True
11351,,,,True
11352,,,,True
11353,0.061,32.0,0.061,True
11354,,,,True
11355,,,,True
11356,0.01,50.0,0.01,True
11357,,,,True
11358,,,,True
11359,0.023,50.0,0.023,True
11360,,,,True
11361,,,,True
11362,-0.012,50.0,-0.012,True
11363,,,,True
11364,,,,True
11365,-0.0,50.0,-0.0,True
11366,,,,True
11367,,,,True
11368,0.015,50.0,0.015,True
11369,,,,True
11370,,,,True
11371,0.021,50.0,0.021,True
11372,,,,True
11373,,,,True
11374,0.028,50.0,0.028,True
11375,,,,True
11376,,,,True
11377,0.044,50.0,0.044,True
11378,,,,True
11379,,,,True
11380,0.467,0.2,0.467,True
11381,,,,True
11382,,,,True
11383,0.049,50.0,0.049,True
11384,,,,True
11385,,,,True
11386,0.015,50.0,0.015,True
11387,,,,True
11388,,,,True
11389,0.026,50.0,0.026,True
11390,,,,True
11391,,,,True
11392,0.058,50.0,0.058,True
11393,,,,True
11394,,,,True
11395,0.041,50.0,0.041,True
11396,,,,True
11397,,,,True
11398,0.033,50.0,0.033,True
11399,,,,True
11400,,,,True
11401,0.037,50.0,0.037,True
11402,,,,True
11403,,,,True
11404,0.144,4.0,0.144,True
11405,,,,True
11406,,,,True
11407,0.185,3.0,0.185,True
11408,,,,True
11409,,,,True
11410,0.034,50.0,0.034,True
11411,,,,True
11412,,,,True
11413,0.01,50.0,0.01,True
11414,,,,True
11415,,,,True
11416,0.008,50.0,0.008,True
11417,,,,True
11418,,,,True
11419,0.005,50.0,0.005,True
11420,,,,True
11421,,,,True
11422,0.005,50.0,0.005,True
11423,,,,True
11424,,,,True
11425,0.009,50.0,0.009,True
11426,,,,True
11427,,,,True
