isic_id,split
ISIC_6568233,train
ISIC_9421354,train
ISIC_9752830,train
ISIC_0292775,train
ISIC_8159779,train
ISIC_4870011,train
ISIC_2798803,train
ISIC_1462872,train
ISIC_2752102,train
ISIC_8156142,train
ISIC_7146294,train
ISIC_2779797,train
ISIC_1056868,train
ISIC_2123488,train
ISIC_1979473,train
ISIC_0105145,train
ISIC_5576241,train
ISIC_8537867,train
ISIC_2779357,train
ISIC_1499329,train
ISIC_1737247,train
ISIC_8986785,train
ISIC_9696846,train
ISIC_9750403,train
ISIC_2977718,train
ISIC_8270254,train
ISIC_3383093,train
ISIC_7097665,train
ISIC_7585550,train
ISIC_6535961,train
ISIC_3520709,train
ISIC_4247149,train
ISIC_2171314,train
ISIC_4439054,train
ISIC_8111958,train
ISIC_5387348,train
ISIC_4951095,train
ISIC_8623233,train
ISIC_7090324,train
ISIC_6277842,train
ISIC_0289191,train
ISIC_7296201,train
ISIC_3111722,train
ISIC_6827929,train
ISIC_1944712,train
ISIC_7570942,train
ISIC_8021069,train
ISIC_1581376,train
ISIC_5112744,train
ISIC_3900903,train
ISIC_8709649,train
ISIC_1841949,train
ISIC_8820527,train
ISIC_3496369,train
ISIC_9918277,train
ISIC_9345670,train
ISIC_2189426,train
ISIC_1154064,train
ISIC_0626986,train
ISIC_5496810,train
ISIC_0548904,train
ISIC_0859438,train
ISIC_4298420,train
ISIC_9833353,train
ISIC_7993301,train
ISIC_1382271,train
ISIC_3335794,train
ISIC_8286826,train
ISIC_3035379,train
ISIC_1877535,train
ISIC_2996791,train
ISIC_2163675,train
ISIC_5960608,train
ISIC_1255440,train
ISIC_2566365,train
ISIC_7936559,train
ISIC_9690263,train
ISIC_8705845,train
ISIC_3709724,train
ISIC_7514115,train
ISIC_9313377,train
ISIC_8198182,train
ISIC_2406580,train
ISIC_4791412,train
ISIC_7676485,train
ISIC_6784883,train
ISIC_4908514,train
ISIC_5555096,train
ISIC_6817776,train
ISIC_8170115,train
ISIC_3176269,train
ISIC_0942056,train
ISIC_3433552,train
ISIC_2952446,train
ISIC_7474949,train
ISIC_4198406,train
ISIC_1819177,train
ISIC_9924993,train
ISIC_9788545,train
ISIC_1178491,train
ISIC_0844805,train
ISIC_9695501,train
ISIC_9574488,train
ISIC_2126176,train
ISIC_9595988,train
ISIC_5315125,train
ISIC_5874721,train
ISIC_2448210,train
ISIC_5111439,train
ISIC_1806179,train
ISIC_6773312,train
ISIC_8700778,train
ISIC_5192051,train
ISIC_5064969,train
ISIC_8794221,train
ISIC_3593114,train
ISIC_9829429,train
ISIC_6169297,train
ISIC_1241680,train
ISIC_8577523,train
ISIC_7825342,train
ISIC_0680210,train
ISIC_0436994,train
ISIC_6006795,train
ISIC_3230874,train
ISIC_2112213,train
ISIC_6092220,train
ISIC_0884000,train
ISIC_3165797,train
ISIC_9418224,train
ISIC_6410830,train
ISIC_6382207,train
ISIC_7410573,train
ISIC_8849240,train
ISIC_4425657,train
ISIC_4505089,train
ISIC_5407167,train
ISIC_3556200,train
ISIC_0755565,train
ISIC_5721195,train
ISIC_5609883,train
ISIC_5476277,train
ISIC_5989151,train
ISIC_8216135,train
ISIC_4906470,train
ISIC_1488725,train
ISIC_3013468,train
ISIC_1346562,train
ISIC_8966567,train
ISIC_2150221,train
ISIC_8834825,train
ISIC_7511365,train
ISIC_0771537,train
ISIC_2241173,train
ISIC_6851073,train
ISIC_2859638,train
ISIC_9467082,train
ISIC_5009935,train
ISIC_4955968,train
ISIC_6060915,train
ISIC_3194670,train
ISIC_2175722,train
ISIC_0608625,train
ISIC_9136827,train
ISIC_3447331,train
ISIC_0442290,train
ISIC_6625102,train
ISIC_4702872,train
ISIC_4128129,train
ISIC_7288846,train
ISIC_7830917,train
ISIC_5333238,train
ISIC_2442479,train
ISIC_1821821,train
ISIC_4853790,train
ISIC_8248922,train
ISIC_1572182,train
ISIC_3090792,train
ISIC_5586765,train
ISIC_1121883,train
ISIC_2914880,train
ISIC_4956352,train
ISIC_5800113,train
ISIC_7084553,train
ISIC_4502420,train
ISIC_2123846,train
ISIC_4894602,train
ISIC_5130916,train
ISIC_9086288,train
ISIC_0842426,train
ISIC_4071099,train
ISIC_0455456,train
ISIC_4635765,train
ISIC_5185580,train
ISIC_0645777,train
ISIC_2653214,train
ISIC_2600276,train
ISIC_3319411,train
ISIC_7687375,train
ISIC_5697228,train
ISIC_9786943,train
ISIC_5993901,train
ISIC_3028705,train
ISIC_0195972,train
ISIC_5557685,train
ISIC_4804158,train
ISIC_6493373,train
ISIC_5133461,train
ISIC_8006211,train
ISIC_7604178,train
ISIC_6749335,train
ISIC_4502605,train
ISIC_3657135,train
ISIC_4834687,train
ISIC_0792589,train
ISIC_8201560,train
ISIC_8675105,train
ISIC_6615000,train
ISIC_6938423,train
ISIC_7645540,train
ISIC_6718077,train
ISIC_8348712,train
ISIC_2358220,train
ISIC_7284607,train
ISIC_4435776,train
ISIC_4808930,train
ISIC_3024903,train
ISIC_2430137,train
ISIC_4977971,train
ISIC_6089817,train
ISIC_6263974,train
ISIC_5235229,train
ISIC_5997532,train
ISIC_5189310,train
ISIC_1642441,train
ISIC_4459001,train
ISIC_9716031,train
ISIC_5617952,train
ISIC_3948041,train
ISIC_7612992,train
ISIC_4096832,train
ISIC_6967033,train
ISIC_8099296,train
ISIC_1975137,train
ISIC_9525273,train
ISIC_5926429,train
ISIC_0595472,train
ISIC_0757639,train
ISIC_2704046,train
ISIC_3274014,train
ISIC_2045468,train
ISIC_0291394,train
ISIC_3084213,train
ISIC_2384774,train
ISIC_3559055,train
ISIC_2895308,train
ISIC_1294456,train
ISIC_3867079,train
ISIC_8055525,train
ISIC_1148874,train
ISIC_7418635,train
ISIC_9165411,train
ISIC_7016783,train
ISIC_0667108,train
ISIC_2502558,train
ISIC_8342761,train
ISIC_6138955,train
ISIC_1186077,train
ISIC_3272155,train
ISIC_5245212,train
ISIC_8661039,train
ISIC_2450583,train
ISIC_8055207,train
ISIC_4382153,train
ISIC_0294399,train
ISIC_8047316,train
ISIC_4286818,train
ISIC_7281296,train
ISIC_5883084,train
ISIC_5608082,train
ISIC_1051448,train
ISIC_7948728,train
ISIC_4122234,train
ISIC_8051614,train
ISIC_5195381,train
ISIC_8438767,train
ISIC_5427407,train
ISIC_1544093,train
ISIC_7053159,train
ISIC_5868835,train
ISIC_8299820,train
ISIC_3804607,train
ISIC_6829008,train
ISIC_8113528,train
ISIC_9000234,train
ISIC_3872560,train
ISIC_8251128,train
ISIC_6393611,train
ISIC_4175439,train
ISIC_6495137,train
ISIC_2811564,train
ISIC_3115568,train
ISIC_1785671,train
ISIC_7560618,train
ISIC_2974155,train
ISIC_3091420,train
ISIC_9030907,train
ISIC_8704004,train
ISIC_3452266,train
ISIC_3872019,train
ISIC_2758999,train
ISIC_0659540,train
ISIC_1009958,train
ISIC_3928910,train
ISIC_7140812,train
ISIC_5350864,train
ISIC_2928278,train
ISIC_5100319,train
ISIC_3068885,train
ISIC_2824970,train
ISIC_9967715,train
ISIC_5892680,train
ISIC_0685123,train
ISIC_9935970,train
ISIC_7868855,train
ISIC_1631082,train
ISIC_9945620,train
ISIC_9877357,train
ISIC_0433742,train
ISIC_0661120,train
ISIC_1668944,train
ISIC_8312576,train
ISIC_8750103,train
ISIC_6835529,train
ISIC_5606099,train
ISIC_8648734,train
ISIC_3604975,train
ISIC_3070178,train
ISIC_0475341,train
ISIC_6002694,train
ISIC_4578194,train
ISIC_5265873,train
ISIC_8382969,train
ISIC_3151698,train
ISIC_0773096,train
ISIC_0190870,train
ISIC_1003701,train
ISIC_6414006,train
ISIC_9070851,train
ISIC_5108538,train
ISIC_2327393,train
ISIC_5650568,train
ISIC_9016334,train
ISIC_7680948,train
ISIC_6790780,train
ISIC_9525930,train
ISIC_0510785,train
ISIC_5857823,train
ISIC_3906195,train
ISIC_3441161,train
ISIC_3332556,train
ISIC_9114776,train
ISIC_6159783,train
ISIC_6007760,train
ISIC_7866138,train
ISIC_1429437,train
ISIC_8865595,train
ISIC_9843688,train
ISIC_4007918,train
ISIC_2467623,train
ISIC_5681794,train
ISIC_4055288,train
ISIC_4978697,train
ISIC_2031794,train
ISIC_8292326,train
ISIC_7834330,train
ISIC_8267758,train
ISIC_7060501,train
ISIC_2953279,train
ISIC_3241636,train
ISIC_4604654,train
ISIC_4393537,train
ISIC_1860049,train
ISIC_2509046,train
ISIC_7822178,train
ISIC_4585877,train
ISIC_5173742,train
ISIC_4994072,train
ISIC_2152755,train
ISIC_4189111,train
ISIC_0420477,train
ISIC_8820461,train
ISIC_6224915,train
ISIC_3390118,train
ISIC_7342741,train
ISIC_4943234,train
ISIC_3832668,train
ISIC_9155028,train
ISIC_5033871,train
ISIC_8528497,train
ISIC_3415223,train
ISIC_0956562,train
ISIC_3972569,train
ISIC_4992060,train
ISIC_2653824,train
ISIC_5038963,train
ISIC_6512037,train
ISIC_8175514,train
ISIC_7680144,train
ISIC_8759207,train
ISIC_5381712,train
ISIC_1530981,train
ISIC_5573340,train
ISIC_6615566,train
ISIC_5298216,train
ISIC_0544886,train
ISIC_2357010,train
ISIC_7693611,train
ISIC_6690049,train
ISIC_4293652,train
ISIC_3487151,train
ISIC_3427958,train
ISIC_6619962,train
ISIC_0374029,train
ISIC_6239783,train
ISIC_3726680,train
ISIC_2066825,train
ISIC_1434362,train
ISIC_4764834,train
ISIC_7416783,train
ISIC_2396791,train
ISIC_7566505,train
ISIC_8024261,train
ISIC_7730443,train
ISIC_4867043,train
ISIC_0439950,train
ISIC_3651274,train
ISIC_2879257,train
ISIC_4088444,train
ISIC_6070930,train
ISIC_0608613,train
ISIC_5592669,train
ISIC_5902741,train
ISIC_2311125,train
ISIC_4063720,train
ISIC_2232546,train
ISIC_3111635,train
ISIC_4463126,train
ISIC_2513611,train
ISIC_9914108,train
ISIC_9459785,train
ISIC_5574911,train
ISIC_5084360,train
ISIC_3239813,train
ISIC_7043313,train
ISIC_3390111,train
ISIC_3506204,train
ISIC_2438067,train
ISIC_6288337,train
ISIC_8511487,train
ISIC_1707030,train
ISIC_0258065,train
ISIC_4846741,train
ISIC_9481834,train
ISIC_2397373,train
ISIC_0088489,train
ISIC_5323125,train
ISIC_4647398,train
ISIC_7335659,train
ISIC_3816570,train
ISIC_7077047,train
ISIC_4158672,train
ISIC_2852805,train
ISIC_3226667,train
ISIC_9572421,train
ISIC_6563761,train
ISIC_2159788,train
ISIC_1633315,train
ISIC_5282898,train
ISIC_9305807,train
ISIC_9863854,train
ISIC_7858034,train
ISIC_7162711,train
ISIC_9948815,train
ISIC_6084191,train
ISIC_6535381,train
ISIC_6071069,train
ISIC_5485512,train
ISIC_6918292,train
ISIC_7471246,train
ISIC_2267785,train
ISIC_5000359,train
ISIC_9787320,train
ISIC_6597839,train
ISIC_8169511,train
ISIC_8989816,train
ISIC_5541912,train
ISIC_6312488,train
ISIC_2064350,train
ISIC_0879097,train
ISIC_6789222,train
ISIC_0242433,train
ISIC_1731230,train
ISIC_0298093,train
ISIC_6189200,train
ISIC_4018524,train
ISIC_4725103,train
ISIC_6536419,train
ISIC_7192100,train
ISIC_7881017,train
ISIC_6380982,train
ISIC_9024242,train
ISIC_9851919,train
ISIC_2691416,train
ISIC_7740023,train
ISIC_7984080,train
ISIC_0659878,train
ISIC_4261725,train
ISIC_7964757,train
ISIC_0803691,train
ISIC_9968669,train
ISIC_1200819,train
ISIC_2507096,train
ISIC_1025192,train
ISIC_7589004,train
ISIC_1614400,train
ISIC_2954294,train
ISIC_5847018,train
ISIC_3012778,train
ISIC_1709377,train
ISIC_3286956,train
ISIC_4526238,train
ISIC_2963027,train
ISIC_4325452,train
ISIC_0183290,train
ISIC_0658225,train
ISIC_8716192,train
ISIC_2168904,train
ISIC_6337982,train
ISIC_1170134,train
ISIC_3603710,train
ISIC_6403739,train
ISIC_2296151,train
ISIC_5455568,train
ISIC_3982913,train
ISIC_5499139,train
ISIC_3337563,train
ISIC_5061278,train
ISIC_4669803,train
ISIC_3211246,train
ISIC_3213014,train
ISIC_0800069,train
ISIC_8774326,train
ISIC_8301016,train
ISIC_9464203,train
ISIC_4957730,train
ISIC_3799559,train
ISIC_5646067,train
ISIC_1125852,train
ISIC_6539852,train
ISIC_0918831,train
ISIC_7796821,train
ISIC_0640895,train
ISIC_4936662,train
ISIC_7310249,train
ISIC_4755369,train
ISIC_5978562,train
ISIC_5008602,train
ISIC_9746246,train
ISIC_7454487,train
ISIC_4940947,train
ISIC_0818517,train
ISIC_1992621,train
ISIC_3635577,train
ISIC_9620642,train
ISIC_3857463,train
ISIC_1383822,train
ISIC_3918134,train
ISIC_7418932,train
ISIC_4006060,train
ISIC_9352293,train
ISIC_5482805,train
ISIC_1246630,train
ISIC_9907793,train
ISIC_4384331,train
ISIC_3998117,train
ISIC_1932064,train
ISIC_3138599,train
ISIC_5335139,train
ISIC_4344870,train
ISIC_5846852,train
ISIC_9638952,train
ISIC_2204217,train
ISIC_1842239,train
ISIC_0588328,train
ISIC_7368046,train
ISIC_6549429,train
ISIC_3936214,train
ISIC_6772085,train
ISIC_8751106,train
ISIC_1052782,train
ISIC_2841132,train
ISIC_7381098,train
ISIC_8315838,train
ISIC_1519429,train
ISIC_1921883,train
ISIC_2382078,train
ISIC_8095869,train
ISIC_6358849,train
ISIC_4441648,train
ISIC_0527870,train
ISIC_5958657,train
ISIC_2631643,train
ISIC_6490869,train
ISIC_7229513,train
ISIC_7128535,train
ISIC_8587556,train
ISIC_0164603,train
ISIC_0369831,train
ISIC_7534491,train
ISIC_6917681,train
ISIC_3550844,train
ISIC_5742934,train
ISIC_5777548,train
ISIC_7916441,train
ISIC_3190566,train
ISIC_8526729,train
ISIC_2904655,train
ISIC_6804899,train
ISIC_4227174,train
ISIC_5900778,train
ISIC_5043429,train
ISIC_5707528,train
ISIC_9496738,train
ISIC_0293967,train
ISIC_3995579,train
ISIC_6267158,train
ISIC_8681917,train
ISIC_1259851,train
ISIC_1667953,train
ISIC_5323653,train
ISIC_8024647,train
ISIC_7431541,train
ISIC_2549727,train
ISIC_2881263,train
ISIC_7826324,train
ISIC_9106966,train
ISIC_8231704,train
ISIC_8052868,train
ISIC_0620587,train
ISIC_4938188,train
ISIC_0759120,train
ISIC_9693103,train
ISIC_8175453,train
ISIC_2407132,train
ISIC_6107589,train
ISIC_4332771,train
ISIC_8232451,train
ISIC_6527288,train
ISIC_9985141,train
ISIC_7072802,train
ISIC_8504450,train
ISIC_3165198,train
ISIC_6083609,train
ISIC_2524743,train
ISIC_3010219,train
ISIC_4391942,train
ISIC_0474551,train
ISIC_5810232,train
ISIC_6670242,train
ISIC_1034411,train
ISIC_2916248,train
ISIC_6869019,train
ISIC_2808187,train
ISIC_6376955,train
ISIC_1375200,train
ISIC_4220279,train
ISIC_6675773,train
ISIC_4360127,train
ISIC_4456116,train
ISIC_7787118,train
ISIC_6339509,train
ISIC_3730701,train
ISIC_3779424,train
ISIC_1477615,train
ISIC_7555016,train
ISIC_3428742,train
ISIC_3388468,train
ISIC_3361126,train
ISIC_0566527,train
ISIC_6876691,train
ISIC_4147040,train
ISIC_0232101,train
ISIC_2321699,train
ISIC_5500067,train
ISIC_0732688,train
ISIC_2696344,train
ISIC_9913091,train
ISIC_2057184,train
ISIC_8241422,train
ISIC_6916747,train
ISIC_6789494,train
ISIC_0432484,train
ISIC_4879647,train
ISIC_2590278,train
ISIC_3440583,train
ISIC_1661837,train
ISIC_0463308,train
ISIC_4752273,train
ISIC_0214037,train
ISIC_7195168,train
ISIC_1855725,train
ISIC_8904256,train
ISIC_3455499,train
ISIC_9303849,train
ISIC_8022825,train
ISIC_8669560,train
ISIC_8757204,train
ISIC_0533986,train
ISIC_2057990,train
ISIC_0616456,train
ISIC_2793085,train
ISIC_7366196,train
ISIC_3093026,train
ISIC_3144871,train
ISIC_0311853,train
ISIC_3351401,train
ISIC_7215375,train
ISIC_0323792,train
ISIC_2477888,train
ISIC_7803118,train
ISIC_1129825,train
ISIC_9051057,train
ISIC_3545622,train
ISIC_2019313,train
ISIC_2560645,train
ISIC_7806381,train
ISIC_7531633,train
ISIC_3566993,train
ISIC_0520791,train
ISIC_9278694,train
ISIC_6146171,train
ISIC_2685457,train
ISIC_3081674,train
ISIC_3249704,train
ISIC_3893600,train
ISIC_2232442,train
ISIC_9871904,train
ISIC_0076995,train
ISIC_4778262,train
ISIC_0293409,train
ISIC_9868319,train
ISIC_7183251,train
ISIC_9024113,train
ISIC_8888159,train
ISIC_3689540,train
ISIC_6269503,train
ISIC_2129020,train
ISIC_5569205,train
ISIC_8924426,train
ISIC_1105059,train
ISIC_0238118,train
ISIC_5652519,train
ISIC_1293501,train
ISIC_1057521,train
ISIC_2790365,train
ISIC_8860429,train
ISIC_2445475,train
ISIC_3917306,train
ISIC_5164319,train
ISIC_3805310,train
ISIC_7183212,train
ISIC_9551410,train
ISIC_3774190,train
ISIC_8455915,train
ISIC_3964401,train
ISIC_1412409,train
ISIC_5934319,train
ISIC_6383291,train
ISIC_3899323,train
ISIC_7930862,train
ISIC_5124997,train
ISIC_6092911,train
ISIC_7506623,train
ISIC_2689731,train
ISIC_2358170,train
ISIC_4418259,train
ISIC_7625578,train
ISIC_7461390,train
ISIC_9312164,train
ISIC_3304345,train
ISIC_1323048,train
ISIC_9580380,train
ISIC_2908941,train
ISIC_5573611,train
ISIC_0923157,train
ISIC_0734540,train
ISIC_5198817,train
ISIC_2633540,train
ISIC_2282522,train
ISIC_6193134,train
ISIC_8657079,train
ISIC_8592827,train
ISIC_4906130,train
ISIC_8050763,train
ISIC_8211477,train
ISIC_3348086,train
ISIC_3226731,train
ISIC_4639468,train
ISIC_0434354,train
ISIC_1109516,train
ISIC_4499109,train
ISIC_2910576,train
ISIC_4152689,train
ISIC_0941527,train
ISIC_9848607,train
ISIC_4123491,train
ISIC_6609379,train
ISIC_3787994,train
ISIC_9249434,train
ISIC_0845791,train
ISIC_1412620,train
ISIC_4705711,train
ISIC_6356861,train
ISIC_3069594,train
ISIC_2161930,train
ISIC_3553089,train
ISIC_6863226,train
ISIC_7574666,train
ISIC_9789240,train
ISIC_9584866,train
ISIC_0413111,train
ISIC_0379979,train
ISIC_7465209,train
ISIC_3260571,train
ISIC_4791893,train
ISIC_4842681,train
ISIC_1188141,train
ISIC_4824153,train
ISIC_5350076,train
ISIC_1959078,train
ISIC_9368994,train
ISIC_4384614,train
ISIC_6457849,train
ISIC_6713263,train
ISIC_7187154,train
ISIC_4077664,train
ISIC_2797210,train
ISIC_8124436,train
ISIC_7838524,train
ISIC_6108795,train
ISIC_9643672,train
ISIC_5013602,train
ISIC_6138020,train
ISIC_8490884,train
ISIC_0559335,train
ISIC_3281337,train
ISIC_5326225,train
ISIC_8003638,train
ISIC_5220578,train
ISIC_0286360,train
ISIC_8918981,train
ISIC_0154032,train
ISIC_8334968,train
ISIC_3597277,train
ISIC_0914038,train
ISIC_2188465,train
ISIC_8169065,train
ISIC_1886413,train
ISIC_4273868,train
ISIC_3160981,train
ISIC_2265409,train
ISIC_2276317,train
ISIC_8963614,train
ISIC_8345565,train
ISIC_4579262,train
ISIC_0813508,train
ISIC_5200791,train
ISIC_6607519,train
ISIC_4948093,train
ISIC_4828943,train
ISIC_8883957,train
ISIC_9785077,train
ISIC_8380527,train
ISIC_6056295,train
ISIC_0181445,train
ISIC_5332814,train
ISIC_4764292,train
ISIC_9007206,train
ISIC_3682943,train
ISIC_8913074,train
ISIC_9764833,train
ISIC_9265765,train
ISIC_0940070,train
ISIC_9097026,train
ISIC_8671702,train
ISIC_3356315,train
ISIC_1315068,train
ISIC_0809241,train
ISIC_4609932,train
ISIC_1321376,train
ISIC_8691891,train
ISIC_8545097,train
ISIC_1960446,train
ISIC_9477158,train
ISIC_1195961,train
ISIC_6282093,train
ISIC_8451301,train
ISIC_8889199,train
ISIC_9109847,train
ISIC_6305230,train
ISIC_8918703,train
ISIC_6764717,train
ISIC_3185341,train
ISIC_7083830,train
ISIC_5933559,train
ISIC_8208962,train
ISIC_7058617,train
ISIC_6310533,train
ISIC_7903213,train
ISIC_1487443,train
ISIC_3082841,train
ISIC_0510617,train
ISIC_0757147,train
ISIC_6633174,train
ISIC_3270831,train
ISIC_6870134,train
ISIC_2658854,train
ISIC_8194465,train
ISIC_8418610,train
ISIC_8013448,train
ISIC_5909112,train
ISIC_1710179,train
ISIC_1655662,train
ISIC_7533116,train
ISIC_4343129,train
ISIC_2372468,train
ISIC_5309300,train
ISIC_9334741,train
ISIC_0641330,train
ISIC_4217677,train
ISIC_8687356,train
ISIC_7738761,train
ISIC_2255492,train
ISIC_4842587,train
ISIC_3673090,train
ISIC_9859495,train
ISIC_9223893,train
ISIC_9865913,train
ISIC_7646644,train
ISIC_2516636,train
ISIC_1049664,train
ISIC_5134634,train
ISIC_8536563,train
ISIC_6484136,train
ISIC_4064330,train
ISIC_1934283,train
ISIC_3910238,train
ISIC_3316232,train
ISIC_5615250,train
ISIC_7421214,train
ISIC_9317712,train
ISIC_2610429,train
ISIC_5374076,train
ISIC_4691440,train
ISIC_5457974,train
ISIC_6635590,train
ISIC_8421033,train
ISIC_8533089,train
ISIC_0852852,train
ISIC_1700513,train
ISIC_3613012,train
ISIC_4422580,train
ISIC_5464050,train
ISIC_0754749,train
ISIC_1167258,train
ISIC_7128811,train
ISIC_3829609,train
ISIC_8233211,train
ISIC_4912127,train
ISIC_6434618,train
ISIC_1991157,train
ISIC_8607298,train
ISIC_0345499,train
ISIC_3002635,train
ISIC_5223280,train
ISIC_1402148,train
ISIC_0738510,train
ISIC_4793961,train
ISIC_5097912,train
ISIC_8255176,train
ISIC_5029636,train
ISIC_9023945,train
ISIC_6746530,train
ISIC_7398749,train
ISIC_2799701,train
ISIC_8347607,train
ISIC_6832628,train
ISIC_6365534,train
ISIC_0830217,train
ISIC_4528136,train
ISIC_6570097,train
ISIC_2728348,train
ISIC_8755714,train
ISIC_2683083,train
ISIC_2567644,train
ISIC_8108008,train
ISIC_2203247,train
ISIC_3301263,train
ISIC_6553467,train
ISIC_6772067,train
ISIC_4138196,train
ISIC_9769827,train
ISIC_9730889,train
ISIC_5519357,train
ISIC_0074311,train
ISIC_3780205,train
ISIC_3892947,train
ISIC_3260649,train
ISIC_9012921,train
ISIC_9716498,train
ISIC_5381033,train
ISIC_6904410,train
ISIC_7386566,train
ISIC_0867357,train
ISIC_0260316,train
ISIC_4425766,train
ISIC_3081858,train
ISIC_5911104,train
ISIC_7014368,train
ISIC_8560381,train
ISIC_4026569,train
ISIC_7043828,train
ISIC_3652847,train
ISIC_6556473,train
ISIC_6184478,train
ISIC_6208775,train
ISIC_1300318,train
ISIC_8871750,train
ISIC_4925631,train
ISIC_5308859,train
ISIC_6153134,train
ISIC_6348988,train
ISIC_5781089,train
ISIC_2634356,train
ISIC_3714946,train
ISIC_9789901,train
ISIC_5445188,train
ISIC_9445196,train
ISIC_5131452,train
ISIC_1695065,train
ISIC_0389955,train
ISIC_7392679,train
ISIC_2123513,train
ISIC_3593384,train
ISIC_1388297,train
ISIC_1017159,train
ISIC_2302257,train
ISIC_5507066,train
ISIC_1811190,train
ISIC_4855878,train
ISIC_2903941,train
ISIC_8166165,train
ISIC_9274984,train
ISIC_1819071,train
ISIC_9603598,train
ISIC_2157103,train
ISIC_4530871,train
ISIC_4771769,train
ISIC_0623444,train
ISIC_2005810,train
ISIC_4728167,train
ISIC_7539727,train
ISIC_7634648,train
ISIC_5676785,train
ISIC_6510017,train
ISIC_1788671,train
ISIC_0473257,train
ISIC_6629629,train
ISIC_8172419,train
ISIC_2582511,train
ISIC_1026382,train
ISIC_2988437,train
ISIC_1952749,train
ISIC_3573763,train
ISIC_5220698,train
ISIC_9774132,train
ISIC_9805957,train
ISIC_0782037,train
ISIC_5045600,train
ISIC_2894185,train
ISIC_6893398,train
ISIC_6564196,train
ISIC_5787312,train
ISIC_4442506,train
ISIC_8783000,train
ISIC_6864170,train
ISIC_0590790,train
ISIC_5667707,train
ISIC_5044765,train
ISIC_9145171,train
ISIC_5953243,train
ISIC_4032170,train
ISIC_4116617,train
ISIC_7241455,train
ISIC_5753642,train
ISIC_8550301,train
ISIC_3936041,train
ISIC_9239862,train
ISIC_3249299,train
ISIC_6532096,train
ISIC_5159043,train
ISIC_9892318,train
ISIC_6456370,train
ISIC_7370756,train
ISIC_4690191,train
ISIC_6089519,train
ISIC_6270437,train
ISIC_7534551,train
ISIC_0853280,train
ISIC_0539380,train
ISIC_8069416,train
ISIC_1303825,train
ISIC_7466101,train
ISIC_3119175,train
ISIC_8442933,train
ISIC_0250064,train
ISIC_6655446,train
ISIC_8340426,train
ISIC_4572286,train
ISIC_7940879,train
ISIC_0594534,train
ISIC_1128371,train
ISIC_8439307,train
ISIC_1494033,train
ISIC_0678913,train
ISIC_7506288,train
ISIC_6336926,train
ISIC_9572152,train
ISIC_2593795,train
ISIC_2066769,train
ISIC_9607725,train
ISIC_4969320,train
ISIC_4192125,train
ISIC_9398989,train
ISIC_3225754,train
ISIC_1896477,train
ISIC_7407589,train
ISIC_9865814,train
ISIC_2151459,train
ISIC_6080436,train
ISIC_4317759,train
ISIC_1541028,train
ISIC_2327808,train
ISIC_5665011,train
ISIC_4677514,train
ISIC_8812781,train
ISIC_1617676,train
ISIC_3535289,train
ISIC_5315181,train
ISIC_4509525,train
ISIC_5998513,train
ISIC_1836914,train
ISIC_2397455,train
ISIC_7030488,train
ISIC_3966761,train
ISIC_4131353,train
ISIC_2830650,train
ISIC_4195990,train
ISIC_6600158,train
ISIC_9094080,train
ISIC_9463939,train
ISIC_6599116,train
ISIC_8928166,train
ISIC_1592874,train
ISIC_5613199,train
ISIC_6549908,train
ISIC_6000142,train
ISIC_3160147,train
ISIC_3253566,train
ISIC_5441990,train
ISIC_1515543,train
ISIC_1738296,train
ISIC_2228511,train
ISIC_5294540,train
ISIC_2616343,train
ISIC_8766132,train
ISIC_1620401,train
ISIC_9117797,train
ISIC_5138032,train
ISIC_8531962,train
ISIC_7636321,train
ISIC_5865142,train
ISIC_2824364,train
ISIC_6221203,train
ISIC_9842660,train
ISIC_4690030,train
ISIC_1908424,train
ISIC_5390261,train
ISIC_4787821,train
ISIC_3217061,train
ISIC_5944524,train
ISIC_8252165,train
ISIC_1020809,train
ISIC_3965087,train
ISIC_9548034,train
ISIC_0317589,train
ISIC_2255966,train
ISIC_1829654,train
ISIC_1109641,train
ISIC_5485524,train
ISIC_3408231,train
ISIC_4872791,train
ISIC_2990155,train
ISIC_1358527,train
ISIC_6881780,train
ISIC_5568346,train
ISIC_6616174,train
ISIC_9655520,train
ISIC_8654113,train
ISIC_5566237,train
ISIC_6273566,train
ISIC_5416514,train
ISIC_3737470,train
ISIC_1836410,train
ISIC_4438311,train
ISIC_2161819,train
ISIC_7079582,train
ISIC_0813386,train
ISIC_2978336,train
ISIC_6973807,train
ISIC_2665263,train
ISIC_4967830,train
ISIC_4227640,train
ISIC_2779609,train
ISIC_9821756,train
ISIC_6562217,train
ISIC_9216989,train
ISIC_1161591,train
ISIC_2458845,train
ISIC_2015293,train
ISIC_6260841,train
ISIC_3207651,train
ISIC_4014899,train
ISIC_0422301,train
ISIC_1887282,train
ISIC_4166364,train
ISIC_0247964,train
ISIC_1286298,train
ISIC_2092911,train
ISIC_1537939,train
ISIC_2334224,train
ISIC_7585280,train
ISIC_0305798,train
ISIC_9483894,train
ISIC_0511526,train
ISIC_0566804,train
ISIC_9036464,train
ISIC_3303961,train
ISIC_0753802,train
ISIC_8796632,train
ISIC_9866242,train
ISIC_6779191,train
ISIC_3070087,train
ISIC_7305051,train
ISIC_8705071,train
ISIC_5818981,train
ISIC_4727718,train
ISIC_1650523,train
ISIC_2404691,train
ISIC_3686620,train
ISIC_9289365,train
