bb_idx,MT_deepHLApan_bind,MT_deepHLApan_immuno,WT_deepHLApan_bind,WT_deepHLApan_immuno
917,0.0167,0.4956,,
918,0.0335,0.9263,,
919,0.0168,0.2062,,
920,0.2484,0.9389,,
921,0.0353,0.4722,,
922,0.0096,0.9514,,
923,0.0075,0.4478,,
924,0.3752,0.945,,
925,0.4291,0.7396,,
926,0.0278,0.9491,,
927,0.0008,0.3279,,
928,0.7853,0.9393,,
929,0.0537,0.6698,,
930,0.8383,0.9912,,
931,0.7359,0.9059,,
932,0.628,0.9797,,
933,0.0163,0.6431,,
934,0.0161,0.9784,,
935,0.0536,0.7708,,
936,0.7258,0.9805,,
937,0.0093,0.7967,,
938,0.0014,0.9894,,
939,0.0053,0.81,,
940,0.9716,0.9909,,
941,0.0013,0.5847,,
942,0.0002,0.9653,,
943,0.0007,0.6022,,
944,0.2531,0.9759,,
945,0.0017,0.4389,,
946,0.0007,0.9667,,
947,0.0019,0.73,,
948,0.0064,0.9889,,
949,0.0144,0.4535,,
950,0.0165,0.9615,,
951,0.0026,0.78,,
952,0.9508,0.9922,,
953,0.5949,0.6332,,
954,0.3501,0.9737,,
955,0.0393,0.8373,,
956,0.9297,0.9913,,
957,0.0433,0.4009,,
958,0.1274,0.9342,,
959,0.0009,0.4518,,
960,0.026,0.9741,,
961,0.0711,0.4963,,
962,0.0121,0.9463,,
963,0.002,0.4604,,
964,0.0179,0.923,,
965,0.349,0.5504,,
966,0.3146,0.9549,,
967,0.0009,0.4755,,
968,0.2658,0.8745,,
969,0.0036,0.4763,,
970,0.0097,0.8053,,
971,0.0012,0.1577,,
972,0.7066,0.9389,,
973,0.0061,0.1559,,
974,0.039,0.8026,,
975,0.0059,0.2283,,
976,0.5969,0.9419,,
977,0.04,0.2532,,
978,0.0132,0.9156,,
979,0.0041,0.3153,,
980,0.2176,0.9591,,
981,0.0117,0.4334,,
982,0.0055,0.9575,,
983,0.0012,0.4252,,
984,0.0017,0.8625,,
985,0.0209,0.4817,,
986,0.0081,0.9574,,
987,0.0005,0.1869,,
988,0.0786,0.8912,,
989,0.0003,0.5434,,
990,0.0003,0.9607,,
991,0.0001,0.4664,,
992,0.01,0.9764,,
993,0.0018,0.4878,,
994,0.002,0.9697,,
995,0.0003,0.4769,,
996,0.3631,0.9827,,
997,0.0292,0.4362,,
998,0.1011,0.9558,,
999,0.001,0.364,,
1000,0.6185,0.9655,,
1001,0.0044,0.3224,,
1002,0.0028,0.9344,,
1003,0.0003,0.4149,,
1004,0.0006,0.9697,,
1005,0.0002,0.2758,,
1006,0.0005,0.8847,,
1007,0.0002,0.1912,,
1008,0.0003,0.8841,,
1009,0.0087,0.3101,,
1010,0.0088,0.9244,,
1011,0.0009,0.2847,,
1012,0.1033,0.9354,,
1013,0.6306,0.4961,,
1014,0.3054,0.9759,,
1015,0.0032,0.268,,
1016,0.2829,0.9768,,
1017,0.0003,0.2869,,
1018,0.0006,0.2992,,
1019,0.0004,0.384,,
1020,0.0253,0.2674,,
1021,0.2061,0.6763,,
1022,0.1316,0.6091,,
1023,0.5018,0.3733,,
1024,0.179,0.8255,,
1025,0.0632,0.7495,,
1026,0.2603,0.414,,
1027,0.3167,0.8563,,
1028,0.2893,0.6764,,
1029,0.0189,0.3872,,
1030,0.0019,0.7309,,
1031,0.0067,0.5647,,
1032,0.0659,0.2893,,
1033,0.2371,0.6529,,
1034,0.2471,0.5384,,
1035,0.0536,0.3337,,
1036,0.4676,0.6967,,
1037,0.5611,0.6341,,
1038,0.01,0.3144,,
1039,0.0223,0.8125,,
1040,0.0924,0.5992,,
1041,0.0384,0.2683,,
1042,0.0285,0.811,,
1043,0.0689,0.5198,,
1044,0.0125,0.3892,,
1045,0.9806,0.8299,,
1046,0.988,0.7394,,
1047,0.2604,0.5383,,
1048,0.7601,0.7362,,
1049,0.8596,0.8215,,
1050,0.1825,0.4656,,
1051,0.0034,0.7856,,
1052,0.0042,0.7822,,
1053,0.0283,0.3668,,
1054,0.9996,0.4586,,
1055,0.9917,0.651,,
1056,0.1788,0.5153,,
1057,0.4297,0.8412,,
1058,0.8051,0.8501,,
1059,0.0016,0.4015,,
1060,0.1384,0.8933,,
1061,0.0379,0.8907,,
1062,0.0564,0.4573,,
1063,0.9999,0.908,,
1064,0.9998,0.8707,,
1065,0.0551,0.3353,,
1066,0.3666,0.8722,,
1067,0.4555,0.7822,,
1068,0.0162,0.3749,,
1069,0.7569,0.7677,,
1070,0.8484,0.6969,,
1071,0.258,0.3958,,
1072,0.9764,0.6655,,
1073,0.8302,0.6136,,
1074,0.0239,0.3672,,
1075,0.9982,0.5023,,
1076,0.981,0.3962,,
1077,0.0131,0.4077,,
1078,0.6509,0.868,,
1079,0.1973,0.6283,,
1080,0.031,0.1692,,
1081,0.9684,0.5553,,
1082,0.8206,0.3178,,
1083,0.0748,0.3102,,
1084,0.0176,0.7965,,
1085,0.0121,0.4797,,
1086,0.1603,0.3811,,
1087,0.8352,0.8643,,
1088,0.8967,0.6761,,
1089,0.2406,0.2924,,
1090,0.683,0.8582,,
1091,0.8302,0.6708,,
1092,0.0399,0.1844,,
1093,0.9989,0.6296,,
1094,0.9988,0.6855,,
1095,0.407,0.2832,,
1096,0.7357,0.633,,
1097,0.7942,0.6998,,
1098,0.2501,0.5314,,
1099,0.981,0.8899,,
1100,0.9933,0.8134,,
1101,0.0702,0.5675,,
1102,0.0383,0.9105,,
1103,0.0534,0.8206,,
1104,0.6671,0.585,,
1105,0.4703,0.937,,
1106,0.7116,0.88,,
1107,0.596,0.4629,,
1108,0.1981,0.7509,,
1109,0.0386,0.7408,,
1110,0.9316,0.6027,,
1111,0.0323,0.9034,,
1112,0.0323,0.8247,,
1113,0.0039,0.5831,,
1114,0.2455,0.8908,,
1115,0.2744,0.8001,,
1116,0.0369,0.6498,,
1117,0.0042,0.8857,,
1118,0.0154,0.8669,,
1119,0.6903,0.7218,,
1120,0.1308,0.9328,,
1121,0.4834,0.7804,,
1122,0.0026,0.3625,,
1123,0.0006,0.7521,,
1124,0.0531,0.6028,,
1125,0.1899,0.3482,,
1126,0.1549,0.6622,,
1127,0.3296,0.5825,,
1128,0.0283,0.3668,,
1129,0.9996,0.4586,,
1130,0.9917,0.651,,
1131,0.1788,0.5153,,
1132,0.4297,0.8412,,
1133,0.8051,0.8501,,
1134,0.0016,0.4015,,
1135,0.1384,0.8933,,
1136,0.0379,0.8907,,
1137,0.0564,0.4573,,
1138,0.9999,0.908,,
1139,0.9998,0.8707,,
1140,0.0551,0.3353,,
1141,0.3666,0.8722,,
1142,0.4555,0.7822,,
1143,0.0162,0.3749,,
1144,0.7569,0.7677,,
1145,0.8484,0.6969,,
1146,0.258,0.3958,,
1147,0.9764,0.6655,,
1148,0.8302,0.6136,,
1149,0.0239,0.3672,,
1150,0.9982,0.5023,,
1151,0.981,0.3962,,
1152,0.0131,0.4077,,
1153,0.6509,0.868,,
1154,0.1973,0.6283,,
1155,0.031,0.1692,,
1156,0.9684,0.5553,,
1157,0.8206,0.3178,,
1158,0.0748,0.3102,,
1159,0.0176,0.7965,,
1160,0.0121,0.4797,,
1161,0.1603,0.3811,,
1162,0.8352,0.8643,,
1163,0.8967,0.6761,,
1164,0.2406,0.2924,,
1165,0.683,0.8582,,
1166,0.8302,0.6708,,
1167,0.0399,0.1844,,
1168,0.9989,0.6296,,
1169,0.9988,0.6855,,
1170,0.407,0.2832,,
1171,0.7357,0.633,,
1172,0.7942,0.6998,,
1173,0.2501,0.5314,,
1174,0.981,0.8899,,
1175,0.9933,0.8134,,
1176,0.0265,0.4531,,
1177,0.0851,0.6672,,
1178,0.0002,0.1472,,
1179,0.002,0.9237,,
1180,0.0373,0.7269,,
1181,0.0013,0.443,,
1182,0.0505,0.6483,,
1183,0.0001,0.0787,,
1184,0.0009,0.8958,,
1185,0.1142,0.6775,,
1186,0.0003,0.4501,,
1187,0.0076,0.3946,,
1188,0.0001,0.0638,,
1189,0.0002,0.879,,
1190,0.0173,0.698,,
1191,0.0024,0.3999,,
1192,0.277,0.1404,,
1193,0.0014,0.0147,,
1194,0.0011,0.8275,,
1195,0.9621,0.5323,,
1196,0.0246,0.5446,,
1197,0.6181,0.3165,,
1198,0.0005,0.0375,,
1199,0.0056,0.9309,,
1200,0.9491,0.5452,,
1201,0.0646,0.4593,,
1202,0.0791,0.1811,,
1203,0.0003,0.0164,,
1204,0.001,0.9262,,
1205,0.0493,0.6493,,
1206,0.9395,0.7627,,
1207,0.9969,0.4943,,
1208,0.0004,0.0946,,
1209,0.1732,0.969,,
1210,0.0027,0.8623,,
1211,0.0007,0.6739,,
1212,0.4723,0.3377,,
1213,0.0,0.1288,,
1214,0.0002,0.9345,,
1215,0.0692,0.7773,,
1216,0.0994,0.5667,,
1217,0.7848,0.2185,,
1218,0.0031,0.0365,,
1219,0.015,0.8794,,
1220,0.9786,0.6484,,
1221,0.0081,0.6216,,
1222,0.4628,0.4495,,
1223,0.0002,0.0607,,
1224,0.0008,0.9495,,
1225,0.6513,0.7428,,
1226,0.1462,0.6041,,
1227,0.3061,0.5303,,
1228,0.0003,0.1658,,
1229,0.0007,0.9795,,
1230,0.0069,0.7416,,
1231,0.1853,0.4498,,
1232,0.2268,0.4715,,
1233,0.0004,0.3178,,
1234,0.0012,0.9717,,
1235,0.0172,0.6499,,
1236,0.0544,0.3271,,
1237,0.0399,0.2931,,
1238,0.0071,0.0349,,
1239,0.009,0.9665,,
1240,0.9981,0.6697,,
1241,0.0728,0.3047,,
1242,0.018,0.2217,,
1243,0.0059,0.0907,,
1244,0.1703,0.9413,,
1245,0.2476,0.5835,,
1246,0.8271,0.4487,,
1247,0.5903,0.66,,
1248,0.0631,0.0528,,
1249,0.8211,0.9755,,
1250,0.921,0.7392,,
1251,0.9295,0.5337,,
1252,0.8259,0.5153,,
1253,0.0632,0.1512,,
1254,0.7694,0.9588,,
1255,0.0973,0.723,,
1256,0.0024,0.3999,,
1257,0.277,0.1404,,
1258,0.0014,0.0147,,
1259,0.0011,0.8275,,
1260,0.9621,0.5323,,
1261,0.0246,0.5446,,
1262,0.6181,0.3165,,
1263,0.0005,0.0375,,
1264,0.0056,0.9309,,
1265,0.9491,0.5452,,
1266,0.0646,0.4593,,
1267,0.0791,0.1811,,
1268,0.0003,0.0164,,
1269,0.001,0.9262,,
1270,0.0493,0.6493,,
1271,0.9395,0.7627,,
1272,0.9969,0.4943,,
1273,0.0004,0.0946,,
1274,0.1732,0.969,,
1275,0.0027,0.8623,,
1276,0.0007,0.6739,,
1277,0.4723,0.3377,,
1278,0.0,0.1288,,
1279,0.0002,0.9345,,
1280,0.0692,0.7773,,
1281,0.0994,0.5667,,
1282,0.7848,0.2185,,
1283,0.0031,0.0365,,
1284,0.015,0.8794,,
1285,0.9786,0.6484,,
1286,0.0081,0.6216,,
1287,0.4628,0.4495,,
1288,0.0002,0.0607,,
1289,0.0008,0.9495,,
1290,0.6513,0.7428,,
1291,0.1462,0.6041,,
1292,0.3061,0.5303,,
1293,0.0003,0.1658,,
1294,0.0007,0.9795,,
1295,0.0069,0.7416,,
1296,0.1853,0.4498,,
1297,0.2268,0.4715,,
1298,0.0004,0.3178,,
1299,0.0012,0.9717,,
1300,0.0172,0.6499,,
1301,0.0544,0.3271,,
1302,0.0399,0.2931,,
1303,0.0071,0.0349,,
1304,0.009,0.9665,,
1305,0.9981,0.6697,,
1306,0.0728,0.3047,,
1307,0.018,0.2217,,
1308,0.0059,0.0907,,
1309,0.1703,0.9413,,
1310,0.2476,0.5835,,
1311,0.8271,0.4487,,
1312,0.5903,0.66,,
1313,0.0631,0.0528,,
1314,0.8211,0.9755,,
1315,0.921,0.7392,,
1316,0.9295,0.5337,,
1317,0.8259,0.5153,,
1318,0.0632,0.1512,,
1319,0.7694,0.9588,,
1320,0.0973,0.723,,
1321,0.0421,0.2871,,
1322,0.0192,0.3926,,
1323,0.0011,0.0828,,
1324,0.0625,0.9185,,
1325,0.1294,0.4479,,
1326,0.1149,0.3831,,
1327,0.4901,0.5882,,
1328,0.0489,0.1465,,
1329,0.351,0.9097,,
1330,0.9224,0.6131,,
1331,0.0121,0.5225,,
1332,0.0144,0.7162,,
1333,0.0011,0.7218,,
1334,0.6981,0.9822,,
1335,0.0377,0.8002,,
1336,0.1479,0.5949,,
1337,0.4573,0.8293,,
1338,0.0223,0.7607,,
1339,0.9865,0.9873,,
1340,0.6078,0.8763,,
1341,0.0106,0.5826,,
1342,0.1263,0.8477,,
1343,0.0221,0.7669,,
1344,0.7224,0.9931,,
1345,0.0145,0.85,,
1346,0.0015,0.2844,,
1347,0.0011,0.7645,,
1348,0.3781,0.0847,,
1349,0.4657,0.9364,,
1350,0.0426,0.5401,,
1351,0.0138,0.4012,,
1352,0.1146,0.7513,,
1353,0.1429,0.403,,
1354,0.7594,0.9811,,
1355,0.9365,0.7078,,
1356,0.998,0.7291,,
1357,0.1212,0.8283,,
1358,0.0659,0.6152,,
1359,0.9998,0.9692,,
1360,0.0693,0.8586,,
1361,0.4054,0.7513,,
1362,0.3985,0.8504,,
1363,0.2929,0.8972,,
1364,0.9974,0.9862,,
1365,0.3103,0.9287,,
1366,0.1921,0.6491,,
1367,0.2084,0.8433,,
1368,0.1545,0.4865,,
1369,0.4931,0.979,,
1370,0.2698,0.8226,,
1371,0.6367,0.5978,,
1372,0.0465,0.8056,,
1373,0.0049,0.6091,,
1374,0.095,0.9777,,
1375,0.0721,0.7941,,
1376,0.8996,0.554,,
1377,0.6808,0.7157,,
1378,0.018,0.143,,
1379,0.8524,0.9625,,
1380,0.8853,0.6729,,
1381,0.0063,0.3616,,
1382,0.0016,0.3944,,
1383,0.019,0.3851,,
1384,0.0021,0.9475,,
1385,0.1439,0.6476,,
1386,0.0159,0.2164,,
1387,0.368,0.5857,,
1388,0.003,0.1767,,
1389,0.0011,0.9149,,
1390,0.2051,0.4946,,
1391,0.0186,0.51,,
1392,0.1989,0.7548,,
1393,0.0004,0.0996,,
1394,0.0019,0.9721,,
1395,0.7244,0.7812,,
1396,0.0265,0.4531,,
1397,0.0851,0.6672,,
1398,0.0002,0.1472,,
1399,0.002,0.9237,,
1400,0.0373,0.7269,,
1401,0.0013,0.443,,
1402,0.0505,0.6483,,
1403,0.0001,0.0787,,
1404,0.0009,0.8958,,
1405,0.1142,0.6775,,
1406,0.0003,0.4501,,
1407,0.0076,0.3946,,
1408,0.0001,0.0638,,
1409,0.0002,0.879,,
1410,0.0173,0.698,,
1411,0.0024,0.3999,,
1412,0.277,0.1404,,
1413,0.0014,0.0147,,
1414,0.0011,0.8275,,
1415,0.9621,0.5323,,
1416,0.0246,0.5446,,
1417,0.6181,0.3165,,
1418,0.0005,0.0375,,
1419,0.0056,0.9309,,
1420,0.9491,0.5452,,
1421,0.0646,0.4593,,
1422,0.0791,0.1811,,
1423,0.0003,0.0164,,
1424,0.001,0.9262,,
1425,0.0493,0.6493,,
1426,0.9395,0.7627,,
1427,0.9969,0.4943,,
1428,0.0004,0.0946,,
1429,0.1732,0.969,,
1430,0.0027,0.8623,,
1431,0.0007,0.6739,,
1432,0.4723,0.3377,,
1433,0.0,0.1288,,
1434,0.0002,0.9345,,
1435,0.0692,0.7773,,
1436,0.0994,0.5667,,
1437,0.7848,0.2185,,
1438,0.0031,0.0365,,
1439,0.015,0.8794,,
1440,0.9786,0.6484,,
1441,0.0081,0.6216,,
1442,0.4628,0.4495,,
1443,0.0002,0.0607,,
1444,0.0008,0.9495,,
1445,0.6513,0.7428,,
1446,0.1462,0.6041,,
1447,0.3061,0.5303,,
1448,0.0003,0.1658,,
1449,0.0007,0.9795,,
1450,0.0069,0.7416,,
1451,0.1853,0.4498,,
1452,0.2268,0.4715,,
1453,0.0004,0.3178,,
1454,0.0012,0.9717,,
1455,0.0172,0.6499,,
1456,0.0544,0.3271,,
1457,0.0399,0.2931,,
1458,0.0071,0.0349,,
1459,0.009,0.9665,,
1460,0.9981,0.6697,,
1461,0.0728,0.3047,,
1462,0.018,0.2217,,
1463,0.0059,0.0907,,
1464,0.1703,0.9413,,
1465,0.2476,0.5835,,
1466,0.8271,0.4487,,
1467,0.5903,0.66,,
1468,0.0631,0.0528,,
1469,0.8211,0.9755,,
1470,0.921,0.7392,,
1471,0.0001,0.5404,,
1472,0.0008,0.6427,,
1473,0.0001,0.3399,,
1474,0.0849,0.9535,,
1475,0.1764,0.7418,,
1476,0.0121,0.5225,,
1477,0.0144,0.7162,,
1478,0.0011,0.7218,,
1479,0.6981,0.9822,,
1480,0.0377,0.8002,,
1481,0.1479,0.5949,,
1482,0.4573,0.8293,,
1483,0.0223,0.7607,,
1484,0.9865,0.9873,,
1485,0.6078,0.8763,,
1486,0.0106,0.5826,,
1487,0.1263,0.8477,,
1488,0.0221,0.7669,,
1489,0.7224,0.9931,,
1490,0.0145,0.85,,
1491,0.0015,0.2844,,
1492,0.0011,0.7645,,
1493,0.3781,0.0847,,
1494,0.4657,0.9364,,
1495,0.0426,0.5401,,
1496,0.0138,0.4012,,
1497,0.1146,0.7513,,
1498,0.1429,0.403,,
1499,0.7594,0.9811,,
1500,0.9365,0.7078,,
1501,0.998,0.7291,,
1502,0.1212,0.8283,,
1503,0.0659,0.6152,,
1504,0.9998,0.9692,,
1505,0.0693,0.8586,,
1506,0.4054,0.7513,,
1507,0.3985,0.8504,,
1508,0.2929,0.8972,,
1509,0.9974,0.9862,,
1510,0.3103,0.9287,,
1511,0.1921,0.6491,,
1512,0.2084,0.8433,,
1513,0.1545,0.4865,,
1514,0.4931,0.979,,
1515,0.2698,0.8226,,
1516,0.6367,0.5978,,
1517,0.0465,0.8056,,
1518,0.0049,0.6091,,
1519,0.095,0.9777,,
1520,0.0721,0.7941,,
1521,0.8996,0.554,,
1522,0.6808,0.7157,,
1523,0.018,0.143,,
1524,0.8524,0.9625,,
1525,0.8853,0.6729,,
1526,0.0063,0.3616,,
1527,0.0016,0.3944,,
1528,0.019,0.3851,,
1529,0.0021,0.9475,,
1530,0.1439,0.6476,,
1531,0.998,0.7291,,
1532,0.1212,0.8283,,
1533,0.0659,0.6152,,
1534,0.9998,0.9692,,
1535,0.0693,0.8586,,
1536,0.4054,0.7513,,
1537,0.3985,0.8504,,
1538,0.2929,0.8972,,
1539,0.9974,0.9862,,
1540,0.3103,0.9287,,
1541,0.1921,0.6491,,
1542,0.2084,0.8433,,
1543,0.1545,0.4865,,
1544,0.4931,0.979,,
1545,0.2698,0.8226,,
1546,0.6367,0.5978,,
1547,0.0465,0.8056,,
1548,0.0049,0.6091,,
1549,0.095,0.9777,,
1550,0.0721,0.7941,,
1551,0.8996,0.554,,
1552,0.6808,0.7157,,
1553,0.018,0.143,,
1554,0.8524,0.9625,,
1555,0.8853,0.6729,,
1556,0.0063,0.3616,,
1557,0.0016,0.3944,,
1558,0.019,0.3851,,
1559,0.0021,0.9475,,
1560,0.1439,0.6476,,
1561,0.0159,0.2164,,
1562,0.368,0.5857,,
1563,0.003,0.1767,,
1564,0.0011,0.9149,,
1565,0.2051,0.4946,,
1566,0.0268,0.2468,,
1567,0.0285,0.5042,,
1568,0.0003,0.2547,,
1569,0.0269,0.9337,,
1570,0.0007,0.4904,,
1571,0.0091,0.35,,
1572,0.0891,0.5403,,
1573,0.0013,0.403,,
1574,0.8531,0.9631,,
1575,0.0031,0.6168,,
1576,0.0745,0.494,,
1577,0.0304,0.7311,,
1578,0.6911,0.501,,
1579,0.1053,0.979,,
1580,0.0083,0.7011,,
1581,0.0011,0.3445,0.0011,0.3445
1582,0.0075,0.8375,0.0075,0.8375
1583,0.9987,0.4507,0.9987,0.4507
1584,0.0136,0.7129,0.0136,0.7129
1585,0.0494,0.9495,0.0494,0.9495
1586,0.1644,0.9772,0.1644,0.9772
1587,0.0019,0.3016,0.0019,0.3016
1588,0.0063,0.9086,0.0063,0.9086
1589,0.0024,0.5541,0.0024,0.5541
1590,0.0036,0.4896,0.0036,0.4896
1591,0.0082,0.9375,0.0082,0.9375
1592,0.0019,0.9821,0.0019,0.9821
1593,0.0539,0.1739,0.0539,0.1739
1594,0.0026,0.7232,0.0026,0.7232
1595,0.0015,0.3531,0.0015,0.3531
1596,0.0035,0.8097,0.0035,0.8097
1597,0.1289,0.8781,0.1289,0.8781
1598,0.1632,0.9432,0.1632,0.9432
1599,0.0034,0.1244,0.0034,0.1244
1600,0.0123,0.6523,0.0123,0.6523
1601,0.0005,0.333,0.0005,0.333
1602,0.0033,0.7426,0.0033,0.7426
1603,0.0044,0.9349,0.0044,0.9349
1604,0.0352,0.9615,0.0352,0.9615
1605,0.0093,0.1515,0.0093,0.1515
1606,0.1269,0.7882,0.1269,0.7882
1607,0.0056,0.3795,0.0056,0.3795
1608,0.0129,0.4576,0.0129,0.4576
1609,0.0188,0.9279,0.0188,0.9279
1610,0.1014,0.9628,0.1014,0.9628
1611,0.0052,0.1931,0.0052,0.1931
1612,0.0128,0.8447,0.0128,0.8447
1613,0.5338,0.2985,0.5338,0.2985
1614,0.0099,0.6209,0.0099,0.6209
1615,0.0129,0.9326,0.0129,0.9326
1616,0.0074,0.9701,0.0074,0.9701
1617,0.0022,0.1809,0.0022,0.1947
1618,0.0085,0.8319,0.0058,0.8005
1619,0.0023,0.3415,0.0006,0.3197
1620,0.0063,0.5933,0.0046,0.6834
1621,0.007,0.9431,0.0038,0.9453
1622,0.0118,0.9722,0.0026,0.97
1623,0.0045,0.2321,0.0065,0.1655
1624,0.0651,0.761,0.0511,0.7088
1625,0.0559,0.3002,0.0295,0.2552
1626,0.0021,0.9057,0.0025,0.8669
1627,0.0081,0.9351,0.0083,0.9228
1628,0.0539,0.9743,0.0394,0.9681
1629,0.9126,0.1217,0.9114,0.1173
1630,0.0183,0.8428,0.0186,0.786
1631,0.0061,0.208,0.0082,0.1946
1632,0.0486,0.774,0.0497,0.7692
1633,0.2107,0.935,0.1644,0.9322
1634,0.0419,0.9634,0.0642,0.957
1635,0.0014,0.2337,0.0024,0.3007
1636,0.0027,0.9144,0.0032,0.8809
1637,0.0001,0.3146,0.0001,0.3963
1638,0.0033,0.8988,0.0042,0.8932
1639,0.0014,0.9614,0.003,0.9599
1640,0.0015,0.9691,0.0025,0.9645
1641,0.0033,0.3839,0.0028,0.3495
1642,0.0306,0.7732,0.0384,0.8486
1643,0.0003,0.4019,0.0003,0.393
1644,0.98,0.6782,0.9708,0.7484
1645,0.36,0.9513,0.3543,0.9654
1646,0.0191,0.9832,0.019,0.9849
1647,0.0018,0.314,0.0015,0.3152
1648,0.1211,0.8276,0.0816,0.8439
1649,0.0012,0.1716,0.0011,0.175
1650,0.0664,0.582,0.035,0.631
1651,0.0788,0.9401,0.0392,0.9486
1652,0.0083,0.9766,0.0068,0.9751
1653,0.0002,0.3809,0.0002,0.4077
1654,0.0011,0.931,0.0006,0.9129
1655,0.0003,0.3173,0.0001,0.2922
1656,0.0007,0.8808,0.0003,0.8658
1657,0.0162,0.9694,0.0175,0.9678
1658,0.0163,0.9828,0.0073,0.9763
1659,0.0015,0.2593,0.0028,0.1706
1660,0.0068,0.8292,0.0355,0.7571
1661,0.0004,0.2346,0.0002,0.2503
1662,0.0008,0.6803,0.0006,0.6203
1663,0.0022,0.9096,0.0009,0.8887
1664,0.0057,0.9601,0.0007,0.9432
1665,0.1883,0.1751,0.0394,0.0706
1666,0.7949,0.7772,0.9214,0.6845
1667,0.9359,0.2251,0.8531,0.1797
1668,0.0208,0.693,0.0515,0.5699
1669,0.749,0.9161,0.7163,0.8635
1670,0.9935,0.9636,0.989,0.9438
1671,0.0015,0.6387,,
1672,0.0006,0.9662,,
1673,0.0001,0.3965,,
1674,0.0013,0.9514,,
1675,0.0014,0.972,,
1676,0.0071,0.9883,,
1677,0.0214,0.5513,,
1678,0.0081,0.9747,,
1679,0.0176,0.3855,,
1680,0.0038,0.9477,,
1681,0.2012,0.9765,,
1682,0.6384,0.9894,,
1683,0.9094,0.3342,,
1684,0.0027,0.9757,,
1685,0.0001,0.3202,,
1686,0.0007,0.96,,
1687,0.0033,0.9786,,
1688,0.0004,0.9883,,
1689,0.0037,0.6327,,
1690,0.0556,0.9829,,
1691,0.0003,0.4637,,
1692,0.0223,0.9768,,
1693,0.1192,0.9908,,
1694,0.0026,0.9953,,
1695,0.9023,0.2205,,
1696,0.0018,0.907,,
1697,0.0001,0.3402,,
1698,0.0002,0.908,,
1699,0.0058,0.9512,,
1700,0.0037,0.9786,,
1701,0.1586,0.0752,,
1702,0.0022,0.8502,,
1703,0.0001,0.2743,,
1704,0.001,0.8865,,
1705,0.0023,0.9594,,
1706,0.0002,0.9841,,
1707,0.0003,0.2697,,
1708,0.0016,0.8205,,
1709,0.0002,0.3169,,
1710,0.0125,0.747,,
1711,0.2145,0.9471,,
1712,0.0003,0.9841,,
1713,0.0296,0.2815,,
1714,0.1056,0.8603,,
1715,0.0763,0.4866,,
1716,0.0048,0.7411,,
1717,0.0213,0.9397,,
1718,0.0059,0.985,,
1719,0.0011,0.3255,,
1720,0.0046,0.8431,,
1721,0.3717,0.3761,,
1722,0.0019,0.8302,,
1723,0.0069,0.9519,,
1724,0.0114,0.98,,
1725,0.0014,0.5086,,
1726,0.0099,0.8643,,
1727,0.0783,0.7445,,
1728,0.0053,0.9236,,
1729,0.8471,0.9634,,
1730,0.176,0.9846,,
1731,0.0132,0.2711,,
1732,0.0015,0.8251,,
1733,0.0013,0.5887,,
1734,0.0019,0.864,,
1735,0.0221,0.9564,,
1736,0.0004,0.9786,,
1737,0.0004,0.3806,,
1738,0.0029,0.8879,,
1739,0.0163,0.5858,,
1740,0.013,0.8991,,
1741,0.1513,0.9606,,
1742,0.0445,0.9781,,
1743,0.0005,0.3498,,
1744,0.0037,0.8614,,
1745,0.0026,0.5834,,
1746,0.0071,0.9068,,
1747,0.6706,0.9533,,
1748,0.0024,0.9791,,
1749,0.5986,0.3445,,
1750,0.042,0.8928,,
1751,0.3412,0.5655,,
1752,0.0198,0.8888,,
1753,0.324,0.9604,,
1754,0.0107,0.9805,,
1755,0.0089,0.3408,,
1756,0.0022,0.9188,,
1757,0.0008,0.4532,,
1758,0.0112,0.8914,,
1759,0.1291,0.9481,,
1760,0.2072,0.9781,,
