bb_idx,MT_deepHLApan,WT_deepHLApan
1467,0.9448,0.9368
1468,0.9924,0.9937
1469,0.4309,0.4309
1470,0.7147,0.7147
1471,0.9865,0.9865
1472,0.9953,0.9953
1473,0.4347,0.2836
1474,0.8004,0.6474
1475,0.9321,0.8985
1476,0.9875,0.984
1477,0.1094,0.0375
1478,0.3767,0.3347
1479,0.9531,0.8582
1480,0.9855,0.9658
1481,0.4626,0.4427
1482,0.7816,0.6149
1483,0.8555,0.9256
1484,0.9802,0.9762
1485,0.7054,0.7385
1486,0.8938,0.8574
1487,0.9441,0.9608
1488,0.9925,0.9956
1489,0.596,0.6721
1490,0.7791,0.7318
1491,0.958,0.9722
1492,0.9955,0.9953
1493,0.1044,0.0758
1494,0.5122,0.378
1495,0.9549,0.8981
1496,0.9839,0.9792
1497,0.3989,0.2756
1498,0.8191,0.7509
1499,0.9083,0.8539
1500,0.9838,0.983
1501,0.7146,0.7291
1502,0.8916,0.8576
1503,0.9281,0.9403
1504,0.9918,0.9951
1505,0.5686,0.5969
1506,0.8463,0.8009
1507,0.9288,0.9835
1508,0.9957,0.9974
1509,0.4167,0.4426
1510,0.9029,0.8613
1511,0.9352,0.9165
1512,0.9871,0.9882
1513,0.6865,0.6406
1514,0.9272,0.9093
1515,0.9379,0.9217
1516,0.9927,0.9956
1517,0.6808,0.6613
1518,0.8904,0.9281
1519,0.9087,0.9609
1520,0.9956,0.9973
1521,0.6779,0.6952
1522,0.9359,0.9188
1523,0.937,0.9346
1524,0.9937,0.9952
1525,0.6419,0.5484
1526,0.9124,0.8979
1527,0.9297,0.9149
1528,0.9942,0.9959
1529,0.0682,0.0682
1530,0.4422,0.4422
1531,0.9727,0.9727
1532,0.9864,0.9864
1533,0.0278,0.0278
1534,0.2108,0.2108
1535,0.943,0.943
1536,0.9764,0.9764
1537,0.2751,0.2751
1538,0.5193,0.5193
1539,0.9879,0.9879
1540,0.9929,0.9929
1541,0.2169,0.2169
1542,0.2032,0.2032
1543,0.9872,0.9872
1544,0.995,0.995
1545,0.1727,0.1727
1546,0.3772,0.3772
1547,0.9955,0.9955
1548,0.9894,0.9894
1549,0.3481,0.3481
1550,0.1473,0.1473
1551,0.9855,0.9855
1552,0.9893,0.9893
1553,0.5025,0.4516
1554,0.2907,0.3399
1555,0.98,0.9713
1556,0.9958,0.9957
1557,0.7106,0.7441
1558,0.2008,0.2656
1559,0.8592,0.9533
1560,0.9944,0.9961
1561,0.4337,0.3625
1562,0.2608,0.3772
1563,0.9906,0.9929
1564,0.9973,0.9972
1565,0.5873,0.494
1566,0.39,0.4217
1567,0.9776,0.9861
1568,0.997,0.9961
1569,0.3935,0.3858
1570,0.3951,0.3013
1571,0.9912,0.9922
1572,0.995,0.9955
1573,0.0158,0.0422
1574,0.0215,0.0239
1575,0.9624,0.9649
1576,0.9864,0.9886
1577,0.1188,0.0231
1578,0.1309,0.0541
1579,0.988,0.9849
1580,0.9904,0.9914
1581,0.0257,0.0257
1582,0.4332,0.4332
1583,0.9627,0.9627
1584,0.981,0.981
1585,0.2766,0.2766
1586,0.2915,0.2915
1587,0.9722,0.9722
1588,0.9847,0.9847
1589,0.3314,0.3314
1590,0.4631,0.4631
1591,0.9865,0.9865
1592,0.9935,0.9935
1593,0.3037,0.3037
1594,0.4763,0.4763
1595,0.9914,0.9914
1596,0.9945,0.9945
1597,0.2193,0.2193
1598,0.4882,0.4882
1599,0.9958,0.9958
1600,0.9932,0.9932
1601,0.5316,0.5094
1602,0.3233,0.3737
1603,0.993,0.9844
1604,0.9939,0.9955
1605,0.7449,0.7999
1606,0.6724,0.6856
1607,0.986,0.991
1608,0.9975,0.998
1609,0.7257,0.592
1610,0.168,0.1778
1611,0.963,0.9482
1612,0.9948,0.9934
1613,0.4998,0.3679
1614,0.26,0.2817
1615,0.9785,0.9856
1616,0.9958,0.9958
1617,0.4416,0.4195
1618,0.581,0.4833
1619,0.9945,0.9947
1620,0.9965,0.9973
1621,0.0798,0.1254
1622,0.1211,0.0657
1623,0.9829,0.98
1624,0.9944,0.9943
1625,0.2132,0.1675
1626,0.0772,0.0549
1627,0.9844,0.9805
1628,0.9911,0.9896
1629,0.218,0.218
1630,0.4647,0.4647
1631,0.9665,0.9665
1632,0.9878,0.9878
1633,0.3092,0.3092
1634,0.3766,0.3766
1635,0.958,0.958
1636,0.9848,0.9848
1637,0.3483,0.3483
1638,0.5289,0.5289
1639,0.9865,0.9865
1640,0.9913,0.9913
1641,0.369,0.369
1642,0.5134,0.5134
1643,0.9933,0.9933
1644,0.9956,0.9956
1645,0.2819,0.2654
1646,0.5737,0.5195
1647,0.9961,0.9967
1648,0.9926,0.9949
1649,0.7147,0.7391
1650,0.6341,0.6403
1651,0.9954,0.9953
1652,0.9968,0.9972
1653,0.7713,0.704
1654,0.743,0.6068
1655,0.9848,0.9754
1656,0.9971,0.9961
1657,0.7715,0.4896
1658,0.2163,0.1397
1659,0.8952,0.9206
1660,0.9917,0.9917
1661,0.3304,0.334
1662,0.2773,0.2643
1663,0.9919,0.9923
1664,0.9968,0.998
1665,0.1372,0.1932
1666,0.3075,0.107
1667,0.9849,0.9821
1668,0.9959,0.9961
1669,0.3208,0.3286
1670,0.3274,0.1513
1671,0.9923,0.9882
1672,0.9955,0.9951
1673,0.2538,0.2538
1674,0.491,0.491
1675,0.9393,0.9393
1676,0.9879,0.9879
1677,0.382,0.382
1678,0.5105,0.5105
1679,0.9354,0.9354
1680,0.9863,0.9863
1681,0.3794,0.3794
1682,0.5848,0.5848
1683,0.9854,0.9854
1684,0.9932,0.9932
1685,0.4718,0.4557
1686,0.638,0.545
1687,0.9915,0.992
1688,0.9945,0.9955
1689,0.4937,0.4892
1690,0.844,0.8484
1691,0.9969,0.9967
1692,0.9957,0.9954
1693,0.8001,0.6716
1694,0.7163,0.5946
1695,0.9924,0.989
1696,0.9962,0.9953
1697,0.7949,0.6372
1698,0.722,0.5222
1699,0.9789,0.9581
1700,0.9976,0.9957
1701,0.5763,0.456
1702,0.2284,0.2094
1703,0.944,0.9507
1704,0.9959,0.9962
1705,0.0301,0.0623
1706,0.1623,0.0428
1707,0.9793,0.9793
1708,0.9957,0.9972
1709,0.3779,0.3754
1710,0.5535,0.2699
1711,0.995,0.9923
1712,0.997,0.997
1713,0.3656,0.3656
1714,0.6294,0.6294
1715,0.9532,0.9532
1716,0.9909,0.9909
1717,0.4075,0.4075
1718,0.616,0.616
1719,0.9422,0.9422
1720,0.9885,0.9885
1721,0.4941,0.4531
1722,0.8057,0.642
1723,0.9762,0.9854
1724,0.9927,0.9939
1725,0.5999,0.5698
1726,0.8397,0.8047
1727,0.9914,0.9884
1728,0.9959,0.9959
1729,0.7414,0.6356
1730,0.9128,0.8615
1731,0.993,0.9937
1732,0.9961,0.9959
1733,0.8625,0.6464
1734,0.7912,0.5718
1735,0.9812,0.9633
1736,0.9975,0.9949
1737,0.675,0.5583
1738,0.6507,0.4184
1739,0.9786,0.9721
1740,0.9977,0.9965
1741,0.3758,0.2063
1742,0.0612,0.0352
1743,0.8939,0.8983
1744,0.9913,0.994
1745,0.2663,0.3156
1746,0.2901,0.1105
1747,0.9905,0.9878
1748,0.9971,0.998
1749,0.4346,0.4346
1750,0.7196,0.7196
1751,0.9482,0.9482
1752,0.9919,0.9919
1753,0.5435,0.4491
1754,0.8492,0.631
1755,0.9213,0.9433
1756,0.991,0.9909
1757,0.6026,0.5645
1758,0.9207,0.874
1759,0.9829,0.9823
1760,0.9947,0.9952
1761,0.7892,0.6979
1762,0.9369,0.8687
1763,0.9815,0.9789
1764,0.9963,0.9965
1765,0.7714,0.624
1766,0.9539,0.8537
1767,0.9835,0.9731
1768,0.997,0.9953
1769,0.6998,0.6211
1770,0.6726,0.5045
1771,0.9866,0.9812
1772,0.9973,0.9964
1773,0.639,0.3676
1774,0.4986,0.24
1775,0.973,0.9654
1776,0.9969,0.9936
1777,0.5628,0.4373
1778,0.293,0.1862
1779,0.9442,0.9276
1780,0.996,0.996
1781,0.578,0.5711
1782,0.8888,0.8427
1783,0.9256,0.9589
1784,0.9916,0.9954
1785,0.6407,0.6157
1786,0.9252,0.8689
1787,0.9358,0.9604
1788,0.9927,0.9945
1789,0.6309,0.567
1790,0.942,0.9052
1791,0.9706,0.9713
1792,0.9946,0.9952
1793,0.7675,0.7027
1794,0.9463,0.9077
1795,0.9694,0.957
1796,0.9964,0.9955
1797,0.6312,0.5462
1798,0.8781,0.796
1799,0.9919,0.9887
1800,0.9963,0.9968
1801,0.7437,0.5834
1802,0.7067,0.3935
1803,0.9872,0.9816
1804,0.9967,0.9964
1805,0.8169,0.6632
1806,0.744,0.4807
1807,0.987,0.9792
1808,0.9981,0.9968
1809,0.0137,0.0137
1810,0.1537,0.1537
1811,0.9351,0.9351
1812,0.9795,0.9795
1813,0.0147,0.0147
1814,0.2553,0.2553
1815,0.9512,0.9512
1816,0.9756,0.9756
1817,0.2077,0.2077
1818,0.0552,0.0552
1819,0.9516,0.9516
1820,0.9809,0.9809
1821,0.0102,0.1828
1822,0.0022,0.0292
1823,0.6848,0.8265
1824,0.9817,0.9853
1825,0.1883,0.1966
1826,0.0091,0.0201
1827,0.7901,0.8547
1828,0.9855,0.9901
1829,0.0064,0.0109
1830,0.0059,0.0924
1831,0.8496,0.9801
1832,0.9836,0.9941
1833,0.0048,0.0049
1834,0.0045,0.0214
1835,0.8023,0.9104
1836,0.9834,0.9917
1837,0.0559,0.0279
1838,0.0051,0.0062
1839,0.8313,0.8892
1840,0.9737,0.9881
1841,0.025,0.0268
1842,0.0255,0.0316
1843,0.9662,0.966
1844,0.9917,0.9936
1845,0.0252,0.0737
1846,0.0811,0.0246
1847,0.9895,0.9905
1848,0.992,0.9908
1849,0.0391,0.0824
1850,0.0644,0.0558
1851,0.9788,0.9844
1852,0.9926,0.9935
1853,0.1838,0.1838
1854,0.0785,0.0785
1855,0.9692,0.9692
1856,0.9891,0.9891
1857,0.0037,0.0037
1858,0.1902,0.1902
1859,0.877,0.877
1860,0.9765,0.9765
1861,0.1672,0.1672
1862,0.2273,0.2273
1863,0.95,0.95
1864,0.9779,0.9779
1865,0.0152,0.1945
1866,0.015,0.0866
1867,0.8936,0.9494
1868,0.9712,0.9774
1869,0.2204,0.2756
1870,0.0212,0.0368
1871,0.7879,0.8157
1872,0.9769,0.9833
1873,0.1672,0.1458
1874,0.0048,0.024
1875,0.7885,0.8932
1876,0.9833,0.9903
1877,0.0015,0.002
1878,0.0037,0.0182
1879,0.8214,0.9196
1880,0.9812,0.9931
1881,0.0111,0.0089
1882,0.0044,0.0125
1883,0.7828,0.8761
1884,0.9684,0.9893
1885,0.0686,0.0446
1886,0.0035,0.0052
1887,0.827,0.8965
1888,0.988,0.9926
1889,0.0694,0.0528
1890,0.0362,0.0548
1891,0.9727,0.9752
1892,0.9942,0.9951
1893,0.0346,0.0627
1894,0.1554,0.1355
1895,0.9818,0.9863
1896,0.9931,0.9936
1897,0.1172,0.306
1898,0.0697,0.0642
1899,0.967,0.9483
1900,0.9895,0.9784
1901,0.0508,0.0508
1902,0.1688,0.1688
1903,0.8829,0.8829
1904,0.9729,0.9729
1905,0.0069,0.1364
1906,0.1562,0.273
1907,0.8896,0.9394
1908,0.9676,0.978
1909,0.274,0.3474
1910,0.0763,0.138
1911,0.9144,0.949
1912,0.975,0.9845
1913,0.1777,0.2065
1914,0.0129,0.0302
1915,0.7683,0.8529
1916,0.9603,0.981
1917,0.0098,0.0033
1918,0.0042,0.008
1919,0.7238,0.7885
1920,0.9786,0.9863
1921,0.0027,0.0026
1922,0.0044,0.0116
1923,0.7988,0.9249
1924,0.9696,0.9905
1925,0.016,0.0317
1926,0.003,0.0091
1927,0.8106,0.9184
1928,0.983,0.9912
1929,0.1704,0.1045
1930,0.007,0.0086
1931,0.8705,0.9131
1932,0.9897,0.994
1933,0.1437,0.0605
1934,0.0542,0.0518
1935,0.9568,0.9781
1936,0.9902,0.9953
1937,0.1263,0.1616
1938,0.1902,0.093
1939,0.9734,0.9637
1940,0.9902,0.9866
1941,0.0028,0.074
1942,0.1125,0.2298
1943,0.8424,0.9115
1944,0.9665,0.9755
1945,0.2574,0.359
1946,0.2356,0.2883
1947,0.9191,0.9534
1948,0.9773,0.9825
1949,0.1934,0.2335
1950,0.0697,0.1191
1951,0.9242,0.9489
1952,0.9815,0.9812
1953,0.1061,0.0212
1954,0.0089,0.007
1955,0.6677,0.7307
1956,0.9613,0.9845
1957,0.1421,0.0953
1958,0.0104,0.0118
1959,0.7571,0.8164
1960,0.9729,0.9833
1961,0.0037,0.0042
1962,0.0035,0.0091
1963,0.8332,0.9384
1964,0.9825,0.9925
1965,0.0362,0.0731
1966,0.0059,0.0146
1967,0.8626,0.9483
1968,0.9857,0.9921
1969,0.2989,0.1869
1970,0.0394,0.0405
1971,0.8327,0.9584
1972,0.974,0.9948
1973,0.3736,0.2789
1974,0.1709,0.1469
1975,0.9312,0.9392
1976,0.99,0.9947
1977,0.2083,0.2254
1978,0.3286,0.3229
1979,0.8847,0.922
1980,0.9813,0.9814
1981,0.187,0.2024
1982,0.2458,0.3192
1983,0.9336,0.9524
1984,0.9778,0.9838
1985,0.0994,0.0349
1986,0.0711,0.0479
1987,0.8968,0.9195
1988,0.9793,0.9855
1989,0.2523,0.2613
1990,0.1005,0.05
1991,0.7704,0.7226
1992,0.9667,0.9776
1993,0.193,0.1925
1994,0.0105,0.0096
1995,0.7928,0.839
1996,0.9806,0.9793
1997,0.0069,0.007
1998,0.0067,0.0148
1999,0.8819,0.9641
2000,0.9852,0.994
2001,0.1971,0.1012
2002,0.1328,0.147
2003,0.8863,0.9732
2004,0.9865,0.9947
2005,0.5083,0.3809
2006,0.1871,0.1743
2007,0.8634,0.9226
2008,0.9886,0.9944
2009,0.25,0.1227
2010,0.4305,0.3852
2011,0.9307,0.9166
2012,0.9831,0.9838
2013,0.1699,0.0849
2014,0.3875,0.2365
2015,0.9467,0.9496
2016,0.9898,0.9915
2017,0.413,0.3656
2018,0.4435,0.2883
2019,0.8891,0.9092
2020,0.9878,0.9904
2021,0.2429,0.2301
2022,0.0869,0.0555
2023,0.7803,0.7798
2024,0.9708,0.9846
2025,0.2063,0.1966
2026,0.0284,0.0148
2027,0.8466,0.8718
2028,0.9853,0.9869
2029,0.2385,0.1344
2030,0.2485,0.3096
2031,0.8897,0.9887
2032,0.9848,0.9974
2033,0.5006,0.3143
2034,0.4148,0.4061
2035,0.9314,0.9752
2036,0.9887,0.9951
2037,0.4206,0.1609
2038,0.6571,0.4436
2039,0.9412,0.932
2040,0.988,0.9927
2041,0.4873,0.4174
2042,0.6923,0.528
2043,0.9613,0.9575
2044,0.9907,0.9933
2045,0.4774,0.3484
2046,0.447,0.2786
2047,0.9591,0.9454
2048,0.9902,0.992
2049,0.4452,0.3135
2050,0.2102,0.062
2051,0.9034,0.847
2052,0.9833,0.9907
2053,0.7301,0.6503
2054,0.4926,0.4755
2055,0.9638,0.98
2056,0.9905,0.9965
2057,0.7259,0.5006
2058,0.6836,0.609
2059,0.978,0.994
2060,0.9946,0.9979
2061,0.124,0.124
2062,0.3524,0.3524
2063,0.9801,0.9801
2064,0.9846,0.9846
2065,0.5334,0.5334
2066,0.6744,0.6744
2067,0.9775,0.9775
2068,0.9891,0.9891
2069,0.0122,0.0122
2070,0.1364,0.1364
2071,0.8797,0.8797
2072,0.9888,0.9888
2073,0.0057,0.0057
2074,0.0249,0.0249
2075,0.7471,0.7471
2076,0.9827,0.9827
2077,0.1306,0.1306
2078,0.0084,0.0084
2079,0.7503,0.7503
2080,0.9865,0.9865
2081,0.1758,0.2001
2082,0.0303,0.0341
2083,0.8328,0.8725
2084,0.9913,0.9916
2085,0.1125,0.1752
2086,0.1637,0.0989
2087,0.9584,0.9537
2088,0.995,0.9936
2089,0.351,0.298
2090,0.1636,0.1653
2091,0.9534,0.9663
2092,0.9942,0.9943
2093,0.0791,0.2002
2094,0.1613,0.1609
2095,0.9123,0.9107
2096,0.973,0.9777
2097,0.1371,0.0603
2098,0.1411,0.0637
2099,0.9604,0.9671
2100,0.9827,0.9853
2101,0.2376,0.1812
2102,0.1386,0.0772
2103,0.9379,0.9344
2104,0.9895,0.9905
2105,0.1505,0.0872
2106,0.1532,0.0998
2107,0.9742,0.9605
2108,0.9834,0.984
2109,0.077,0.1802
2110,0.1436,0.0946
2111,0.9605,0.9382
2112,0.9907,0.9922
2113,0.5307,0.5307
2114,0.1417,0.1417
2115,0.856,0.856
2116,0.9822,0.9822
2117,0.2069,0.2069
2118,0.3145,0.3145
2119,0.9514,0.9514
2120,0.9791,0.9791
2121,0.2942,0.2942
2122,0.217,0.217
2123,0.9363,0.9363
2124,0.9872,0.9872
2125,0.2705,0.2705
2126,0.4814,0.4814
2127,0.9631,0.9631
2128,0.986,0.986
2129,0.0117,0.0117
2130,0.1667,0.1667
2131,0.9249,0.9249
2132,0.9895,0.9895
2133,0.0063,0.0063
2134,0.1118,0.1118
2135,0.8528,0.8528
2136,0.9868,0.9868
2137,0.0034,0.0034
2138,0.009,0.009
2139,0.6533,0.6533
2140,0.969,0.969
2141,0.1859,0.1959
2142,0.0248,0.0178
2143,0.8082,0.8471
2144,0.9921,0.9908
2145,0.23,0.2194
2146,0.1429,0.1433
2147,0.8836,0.8681
2148,0.9933,0.991
2149,0.3427,0.289
2150,0.2607,0.264
2151,0.9631,0.9782
2152,0.9962,0.9957
2153,0.1483,0.1502
2154,0.1787,0.177
2155,0.9316,0.9544
2156,0.9877,0.9904
2157,0.2756,0.2365
2158,0.179,0.1558
2159,0.9012,0.9161
2160,0.9742,0.9801
2161,0.1263,0.0446
2162,0.1372,0.0644
2163,0.9409,0.9468
2164,0.9818,0.9836
2165,0.3328,0.2447
2166,0.1319,0.1009
2167,0.9613,0.9456
2168,0.9894,0.9916
2169,0.1505,0.0995
2170,0.1331,0.1032
2171,0.9729,0.9662
2172,0.9845,0.9822
2173,0.1995,0.403
2174,0.415,0.3236
2175,0.9371,0.9304
2176,0.9873,0.9899
2177,0.595,0.595
2178,0.198,0.198
2179,0.775,0.775
2180,0.9762,0.9762
2181,0.2054,0.2054
2182,0.3683,0.3683
2183,0.9295,0.9295
2184,0.9838,0.9838
2185,0.0192,0.0192
2186,0.1633,0.1633
2187,0.9487,0.9487
2188,0.9875,0.9875
2189,0.0064,0.0064
2190,0.1648,0.1648
2191,0.8915,0.8915
2192,0.9881,0.9881
2193,0.0034,0.0034
2194,0.0478,0.0478
2195,0.8072,0.8072
2196,0.9854,0.9854
2197,0.0707,0.1415
2198,0.0427,0.0393
2199,0.8338,0.882
2200,0.9906,0.9907
2201,0.2556,0.2151
2202,0.1391,0.1017
2203,0.85,0.8283
2204,0.994,0.9917
2205,0.3254,0.2859
2206,0.3833,0.3145
2207,0.8915,0.8911
2208,0.9942,0.9942
2209,0.1412,0.1871
2210,0.1987,0.2635
2211,0.9432,0.9754
2212,0.9893,0.9897
2213,0.2813,0.1528
2214,0.1865,0.1476
2215,0.9163,0.948
2216,0.9884,0.9897
2217,0.2588,0.168
2218,0.1894,0.148
2219,0.8727,0.8753
2220,0.9675,0.9767
2221,0.1941,0.1054
2222,0.1217,0.0871
2223,0.9475,0.927
2224,0.9849,0.9868
2225,0.2968,0.2474
2226,0.0939,0.0647
2227,0.9531,0.9356
2228,0.9893,0.9902
2229,0.2819,0.2025
2230,0.3192,0.2415
2231,0.9738,0.9638
2232,0.9734,0.9771
2233,0.3422,0.5493
2234,0.3884,0.3641
2235,0.8524,0.8002
2236,0.9848,0.9858
2237,0.5801,0.5801
2238,0.2647,0.2647
2239,0.8031,0.8031
2240,0.9859,0.9859
2241,0.0095,0.0095
2242,0.1405,0.1405
2243,0.9336,0.9336
2244,0.9835,0.9835
2245,0.0041,0.0041
2246,0.1053,0.1053
2247,0.8588,0.8588
2248,0.9893,0.9893
2249,0.0904,0.1659
2250,0.1366,0.1407
2251,0.8938,0.9247
2252,0.9924,0.993
2253,0.2901,0.2379
2254,0.2784,0.1991
2255,0.8983,0.8824
2256,0.9931,0.9919
2257,0.35,0.2787
2258,0.3649,0.308
2259,0.8405,0.8512
2260,0.9931,0.9937
2261,0.2701,0.2887
2262,0.197,0.2868
2263,0.8757,0.8757
2264,0.9825,0.9819
2265,0.2316,0.0969
2266,0.1878,0.148
2267,0.9536,0.9636
2268,0.9895,0.9886
2269,0.3624,0.1692
2270,0.2653,0.2047
2271,0.8814,0.9303
2272,0.9875,0.9898
2273,0.3274,0.2275
2274,0.183,0.1556
2275,0.9074,0.8848
2276,0.9778,0.9839
2277,0.1654,0.0781
2278,0.1045,0.0637
2279,0.9484,0.9232
2280,0.9838,0.9846
2281,0.4137,0.3897
2282,0.2322,0.1898
2283,0.9588,0.9169
2284,0.9836,0.9852
2285,0.3476,0.284
2286,0.3565,0.3253
2287,0.9442,0.8921
2288,0.9733,0.9756
2289,0.3502,0.4415
2290,0.4394,0.4191
2291,0.856,0.801
2292,0.9915,0.9888
2293,0.0152,0.0152
2294,0.2113,0.2113
2295,0.8823,0.8823
2296,0.9916,0.9916
2297,0.0788,0.1444
2298,0.2539,0.2746
2299,0.9163,0.9518
2300,0.994,0.9941
2301,0.3281,0.2311
2302,0.4194,0.3379
2303,0.9053,0.8884
2304,0.9925,0.9911
2305,0.4036,0.3506
2306,0.4876,0.4141
2307,0.8873,0.8618
2308,0.9924,0.9915
2309,0.3614,0.3701
2310,0.224,0.3108
2311,0.7367,0.7002
2312,0.9758,0.9776
2313,0.2607,0.2641
2314,0.3115,0.2797
2315,0.9231,0.9087
2316,0.9846,0.9827
2317,0.4554,0.2915
2318,0.3263,0.2822
2319,0.929,0.9596
2320,0.9888,0.9897
2321,0.4298,0.3972
2322,0.3155,0.2363
2323,0.9327,0.9569
2324,0.9919,0.9937
2325,0.3284,0.2524
2326,0.1994,0.1359
2327,0.9067,0.8741
2328,0.9771,0.9813
2329,0.326,0.2525
2330,0.2463,0.189
2331,0.9526,0.9236
2332,0.9838,0.9865
2333,0.4563,0.4811
2334,0.3183,0.35
2335,0.9257,0.8765
2336,0.9843,0.9852
2337,0.3633,0.3494
2338,0.5394,0.5116
2339,0.9096,0.8825
2340,0.986,0.9869
2341,0.2369,0.2895
2342,0.5179,0.5813
2343,0.94,0.9225
2344,0.9945,0.9941
2345,0.4311,0.3218
2346,0.5422,0.4893
2347,0.9185,0.8702
2348,0.9936,0.9917
2349,0.4614,0.4263
2350,0.5885,0.5524
2351,0.8705,0.8309
2352,0.9924,0.9911
2353,0.3941,0.4032
2354,0.4721,0.5017
2355,0.8165,0.8096
2356,0.9873,0.9864
2357,0.336,0.3463
2358,0.3838,0.3629
2359,0.8788,0.8545
2360,0.9881,0.9865
2361,0.456,0.5415
2362,0.4279,0.4061
2363,0.8922,0.8837
2364,0.9859,0.985
2365,0.6258,0.6987
2366,0.459,0.492
2367,0.9457,0.9662
2368,0.9918,0.9929
2369,0.4401,0.3818
2370,0.3469,0.2677
2371,0.9586,0.9592
2372,0.991,0.9926
2373,0.6215,0.6177
2374,0.3837,0.3405
2375,0.9375,0.9195
2376,0.9791,0.9848
2377,0.4253,0.432
2378,0.4615,0.4429
2379,0.9361,0.9158
2380,0.9821,0.9883
2381,0.5149,0.5372
2382,0.4321,0.4401
2383,0.891,0.8558
2384,0.9904,0.9858
2385,0.4323,0.3876
2386,0.6767,0.6517
2387,0.865,0.7871
2388,0.9944,0.9917
2389,0.5785,0.5274
2390,0.7653,0.7486
2391,0.8082,0.7774
2392,0.9948,0.9932
2393,0.4892,0.4618
2394,0.7144,0.664
2395,0.7961,0.7721
2396,0.9885,0.9849
2397,0.4367,0.5236
2398,0.7139,0.7071
2399,0.8993,0.8861
2400,0.9917,0.9901
2401,0.5948,0.6116
2402,0.5541,0.5116
2403,0.8805,0.853
2404,0.9854,0.98
2405,0.605,0.6747
2406,0.4987,0.5196
2407,0.8674,0.8418
2408,0.9849,0.9843
2409,0.6378,0.715
2410,0.4912,0.521
2411,0.9757,0.98
2412,0.9914,0.9921
2413,0.7916,0.7972
2414,0.7054,0.6928
2415,0.9759,0.9738
2416,0.993,0.9948
2417,0.6994,0.7172
2418,0.642,0.636
2419,0.917,0.891
2420,0.9882,0.991
2421,0.4811,0.437
2422,0.6292,0.4948
2423,0.8977,0.8634
2424,0.9876,0.9887
2425,0.0016,0.0016
2426,0.0538,0.0538
2427,0.9476,0.9476
2428,0.9904,0.9904
2429,0.0189,0.0189
2430,0.0874,0.0874
2431,0.9537,0.9537
2432,0.9933,0.9933
2433,0.0322,0.0322
2434,0.0611,0.0611
2435,0.9433,0.9433
2436,0.9915,0.9915
2437,0.2348,0.4013
2438,0.1951,0.2177
2439,0.9685,0.7933
2440,0.9918,0.9717
2441,0.1984,0.0885
2442,0.2461,0.15
2443,0.9647,0.9245
2444,0.9962,0.9899
2445,0.0252,0.0499
2446,0.1015,0.0316
2447,0.9786,0.9498
2448,0.9938,0.9783
2449,0.1822,0.0239
2450,0.0442,0.0092
2451,0.9345,0.8979
2452,0.9639,0.9644
2453,0.2512,0.0676
2454,0.0089,0.0029
2455,0.9144,0.872
2456,0.9775,0.9802
2457,0.6629,0.6153
2458,0.1948,0.2698
2459,0.9644,0.8005
2460,0.9925,0.9891
2461,0.3531,0.2813
2462,0.6232,0.536
2463,0.986,0.9587
2464,0.9946,0.9829
2465,0.2718,0.1085
2466,0.643,0.7076
2467,0.9899,0.9905
2468,0.9945,0.992
2469,0.177,0.177
2470,0.4773,0.4773
2471,0.9874,0.9874
2472,0.9937,0.9937
2473,0.072,0.072
2474,0.4463,0.4463
2475,0.9851,0.9851
2476,0.9919,0.9919
2477,0.2381,0.2381
2478,0.7114,0.7114
2479,0.9949,0.9949
2480,0.996,0.996
2481,0.0038,0.0038
2482,0.2003,0.2003
2483,0.9543,0.9543
2484,0.9907,0.9907
2485,0.0064,0.0064
2486,0.1643,0.1643
2487,0.9495,0.9495
2488,0.9931,0.9931
2489,0.101,0.1966
2490,0.1424,0.1057
2491,0.9569,0.8219
2492,0.9932,0.981
2493,0.2257,0.1638
2494,0.196,0.1766
2495,0.9709,0.8589
2496,0.9939,0.9755
2497,0.0541,0.1398
2498,0.1464,0.1305
2499,0.9576,0.9026
2500,0.9937,0.9829
2501,0.1593,0.0292
2502,0.2283,0.0496
2503,0.9334,0.8994
2504,0.9732,0.9696
2505,0.1298,0.01
2506,0.0057,0.003
2507,0.9222,0.864
2508,0.9768,0.9728
2509,0.3355,0.4993
2510,0.3784,0.3329
2511,0.9766,0.9456
2512,0.9833,0.9897
2513,0.6664,0.5709
2514,0.4356,0.5088
2515,0.9539,0.8477
2516,0.9917,0.9861
2517,0.4192,0.2476
2518,0.5951,0.5521
2519,0.9882,0.9606
2520,0.9956,0.9881
2521,0.1433,0.0643
2522,0.4955,0.5116
2523,0.9845,0.9877
2524,0.9954,0.9906
2525,0.2066,0.2066
2526,0.56,0.56
2527,0.9857,0.9857
2528,0.9939,0.9939
2529,0.1965,0.1965
2530,0.6562,0.6562
2531,0.9895,0.9895
2532,0.9947,0.9947
2533,0.0025,0.0025
2534,0.2247,0.2247
2535,0.9473,0.9473
2536,0.9897,0.9897
2537,0.0653,0.0896
2538,0.1638,0.0963
2539,0.9649,0.8835
2540,0.9941,0.9828
2541,0.0952,0.0797
2542,0.1259,0.0673
2543,0.9613,0.8351
2544,0.9948,0.9822
2545,0.1475,0.2831
2546,0.0889,0.1267
2547,0.9461,0.8276
2548,0.9844,0.9647
2549,0.3304,0.2316
2550,0.3141,0.087
2551,0.9157,0.7589
2552,0.9775,0.9712
2553,0.0253,0.0161
2554,0.1152,0.0415
2555,0.9121,0.8693
2556,0.9756,0.9665
2557,0.2448,0.3607
2558,0.3343,0.2948
