filename,seg_filename,n_components
BraTS2021_01505_flair_65.png,BraTS2021_01505_seg_65.png,4
BraTS2021_01506_flair_14.png,BraTS2021_01506_seg_14.png,7
BraTS2021_01506_flair_19.png,BraTS2021_01506_seg_19.png,7
BraTS2021_01506_flair_24.png,BraTS2021_01506_seg_24.png,2
BraTS2021_01506_flair_29.png,BraTS2021_01506_seg_29.png,3
BraTS2021_01506_flair_34.png,BraTS2021_01506_seg_34.png,12
BraTS2021_01506_flair_39.png,BraTS2021_01506_seg_39.png,2
BraTS2021_01506_flair_4.png,BraTS2021_01506_seg_4.png,5
BraTS2021_01506_flair_44.png,BraTS2021_01506_seg_44.png,7
BraTS2021_01506_flair_49.png,BraTS2021_01506_seg_49.png,7
BraTS2021_01506_flair_54.png,BraTS2021_01506_seg_54.png,8
BraTS2021_01506_flair_59.png,BraTS2021_01506_seg_59.png,5
BraTS2021_01506_flair_64.png,BraTS2021_01506_seg_64.png,4
BraTS2021_01506_flair_69.png,BraTS2021_01506_seg_69.png,4
BraTS2021_01506_flair_9.png,BraTS2021_01506_seg_9.png,4
BraTS2021_01507_flair_0.png,BraTS2021_01507_seg_0.png,1
BraTS2021_01507_flair_10.png,BraTS2021_01507_seg_10.png,1
BraTS2021_01507_flair_15.png,BraTS2021_01507_seg_15.png,1
BraTS2021_01507_flair_20.png,BraTS2021_01507_seg_20.png,2
BraTS2021_01507_flair_25.png,BraTS2021_01507_seg_25.png,1
BraTS2021_01507_flair_30.png,BraTS2021_01507_seg_30.png,3
BraTS2021_01507_flair_35.png,BraTS2021_01507_seg_35.png,2
BraTS2021_01507_flair_40.png,BraTS2021_01507_seg_40.png,1
BraTS2021_01507_flair_45.png,BraTS2021_01507_seg_45.png,2
BraTS2021_01507_flair_5.png,BraTS2021_01507_seg_5.png,1
BraTS2021_01508_flair_29.png,BraTS2021_01508_seg_29.png,5
BraTS2021_01508_flair_34.png,BraTS2021_01508_seg_34.png,4
BraTS2021_01508_flair_39.png,BraTS2021_01508_seg_39.png,8
BraTS2021_01508_flair_44.png,BraTS2021_01508_seg_44.png,2
BraTS2021_01508_flair_49.png,BraTS2021_01508_seg_49.png,1
BraTS2021_01508_flair_54.png,BraTS2021_01508_seg_54.png,1
BraTS2021_01508_flair_59.png,BraTS2021_01508_seg_59.png,1
BraTS2021_01508_flair_64.png,BraTS2021_01508_seg_64.png,1
BraTS2021_01508_flair_69.png,BraTS2021_01508_seg_69.png,1
BraTS2021_01509_flair_0.png,BraTS2021_01509_seg_0.png,1
BraTS2021_01509_flair_10.png,BraTS2021_01509_seg_10.png,3
BraTS2021_01509_flair_15.png,BraTS2021_01509_seg_15.png,1
BraTS2021_01509_flair_20.png,BraTS2021_01509_seg_20.png,1
BraTS2021_01509_flair_5.png,BraTS2021_01509_seg_5.png,1
BraTS2021_01510_flair_25.png,BraTS2021_01510_seg_25.png,16
BraTS2021_01510_flair_30.png,BraTS2021_01510_seg_30.png,15
BraTS2021_01510_flair_35.png,BraTS2021_01510_seg_35.png,11
BraTS2021_01510_flair_40.png,BraTS2021_01510_seg_40.png,4
BraTS2021_01510_flair_45.png,BraTS2021_01510_seg_45.png,6
BraTS2021_01510_flair_50.png,BraTS2021_01510_seg_50.png,14
BraTS2021_01510_flair_55.png,BraTS2021_01510_seg_55.png,10
BraTS2021_01510_flair_60.png,BraTS2021_01510_seg_60.png,5
BraTS2021_01510_flair_65.png,BraTS2021_01510_seg_65.png,2
BraTS2021_01511_flair_14.png,BraTS2021_01511_seg_14.png,14
BraTS2021_01511_flair_19.png,BraTS2021_01511_seg_19.png,11
BraTS2021_01511_flair_24.png,BraTS2021_01511_seg_24.png,8
BraTS2021_01511_flair_29.png,BraTS2021_01511_seg_29.png,17
BraTS2021_01511_flair_34.png,BraTS2021_01511_seg_34.png,11
BraTS2021_01511_flair_39.png,BraTS2021_01511_seg_39.png,8
BraTS2021_01511_flair_44.png,BraTS2021_01511_seg_44.png,14
BraTS2021_01511_flair_49.png,BraTS2021_01511_seg_49.png,12
BraTS2021_01511_flair_54.png,BraTS2021_01511_seg_54.png,13
BraTS2021_01511_flair_59.png,BraTS2021_01511_seg_59.png,11
BraTS2021_01511_flair_64.png,BraTS2021_01511_seg_64.png,5
BraTS2021_01511_flair_69.png,BraTS2021_01511_seg_69.png,6
BraTS2021_01512_flair_0.png,BraTS2021_01512_seg_0.png,5
BraTS2021_01512_flair_10.png,BraTS2021_01512_seg_10.png,8
BraTS2021_01512_flair_15.png,BraTS2021_01512_seg_15.png,15
BraTS2021_01512_flair_20.png,BraTS2021_01512_seg_20.png,22
BraTS2021_01512_flair_25.png,BraTS2021_01512_seg_25.png,17
BraTS2021_01512_flair_30.png,BraTS2021_01512_seg_30.png,8
BraTS2021_01512_flair_35.png,BraTS2021_01512_seg_35.png,9
BraTS2021_01512_flair_40.png,BraTS2021_01512_seg_40.png,9
BraTS2021_01512_flair_45.png,BraTS2021_01512_seg_45.png,5
BraTS2021_01512_flair_5.png,BraTS2021_01512_seg_5.png,6
BraTS2021_01512_flair_50.png,BraTS2021_01512_seg_50.png,7
BraTS2021_01512_flair_55.png,BraTS2021_01512_seg_55.png,7
BraTS2021_01513_flair_12.png,BraTS2021_01513_seg_12.png,3
BraTS2021_01513_flair_17.png,BraTS2021_01513_seg_17.png,11
BraTS2021_01513_flair_22.png,BraTS2021_01513_seg_22.png,8
BraTS2021_01513_flair_27.png,BraTS2021_01513_seg_27.png,9
BraTS2021_01513_flair_32.png,BraTS2021_01513_seg_32.png,7
BraTS2021_01513_flair_37.png,BraTS2021_01513_seg_37.png,9
BraTS2021_01513_flair_42.png,BraTS2021_01513_seg_42.png,9
BraTS2021_01513_flair_47.png,BraTS2021_01513_seg_47.png,1
BraTS2021_01513_flair_52.png,BraTS2021_01513_seg_52.png,1
BraTS2021_01513_flair_57.png,BraTS2021_01513_seg_57.png,3
BraTS2021_01513_flair_62.png,BraTS2021_01513_seg_62.png,3
BraTS2021_01513_flair_67.png,BraTS2021_01513_seg_67.png,2
BraTS2021_01514_flair_0.png,BraTS2021_01514_seg_0.png,5
BraTS2021_01514_flair_10.png,BraTS2021_01514_seg_10.png,4
BraTS2021_01514_flair_15.png,BraTS2021_01514_seg_15.png,3
BraTS2021_01514_flair_20.png,BraTS2021_01514_seg_20.png,7
BraTS2021_01514_flair_25.png,BraTS2021_01514_seg_25.png,8
BraTS2021_01514_flair_30.png,BraTS2021_01514_seg_30.png,6
BraTS2021_01514_flair_35.png,BraTS2021_01514_seg_35.png,5
BraTS2021_01514_flair_40.png,BraTS2021_01514_seg_40.png,2
BraTS2021_01514_flair_5.png,BraTS2021_01514_seg_5.png,5
BraTS2021_01515_flair_0.png,BraTS2021_01515_seg_0.png,1
BraTS2021_01515_flair_10.png,BraTS2021_01515_seg_10.png,2
BraTS2021_01515_flair_15.png,BraTS2021_01515_seg_15.png,3
BraTS2021_01515_flair_20.png,BraTS2021_01515_seg_20.png,1
BraTS2021_01515_flair_25.png,BraTS2021_01515_seg_25.png,2
BraTS2021_01515_flair_30.png,BraTS2021_01515_seg_30.png,3
BraTS2021_01515_flair_35.png,BraTS2021_01515_seg_35.png,1
BraTS2021_01515_flair_40.png,BraTS2021_01515_seg_40.png,1
BraTS2021_01515_flair_45.png,BraTS2021_01515_seg_45.png,1
BraTS2021_01515_flair_5.png,BraTS2021_01515_seg_5.png,1
BraTS2021_01515_flair_50.png,BraTS2021_01515_seg_50.png,2
BraTS2021_01516_flair_44.png,BraTS2021_01516_seg_44.png,11
BraTS2021_01516_flair_49.png,BraTS2021_01516_seg_49.png,3
BraTS2021_01516_flair_54.png,BraTS2021_01516_seg_54.png,5
BraTS2021_01516_flair_59.png,BraTS2021_01516_seg_59.png,3
BraTS2021_01516_flair_64.png,BraTS2021_01516_seg_64.png,1
BraTS2021_01516_flair_69.png,BraTS2021_01516_seg_69.png,3
BraTS2021_01517_flair_0.png,BraTS2021_01517_seg_0.png,3
BraTS2021_01517_flair_10.png,BraTS2021_01517_seg_10.png,3
BraTS2021_01517_flair_15.png,BraTS2021_01517_seg_15.png,1
BraTS2021_01517_flair_20.png,BraTS2021_01517_seg_20.png,5
BraTS2021_01517_flair_25.png,BraTS2021_01517_seg_25.png,3
BraTS2021_01517_flair_30.png,BraTS2021_01517_seg_30.png,3
BraTS2021_01517_flair_35.png,BraTS2021_01517_seg_35.png,4
BraTS2021_01517_flair_40.png,BraTS2021_01517_seg_40.png,4
BraTS2021_01517_flair_45.png,BraTS2021_01517_seg_45.png,1
BraTS2021_01517_flair_5.png,BraTS2021_01517_seg_5.png,4
BraTS2021_01517_flair_50.png,BraTS2021_01517_seg_50.png,2
BraTS2021_01517_flair_55.png,BraTS2021_01517_seg_55.png,2
BraTS2021_01517_flair_60.png,BraTS2021_01517_seg_60.png,8
BraTS2021_01517_flair_65.png,BraTS2021_01517_seg_65.png,2
BraTS2021_01518_flair_17.png,BraTS2021_01518_seg_17.png,2
BraTS2021_01518_flair_22.png,BraTS2021_01518_seg_22.png,2
BraTS2021_01518_flair_27.png,BraTS2021_01518_seg_27.png,1
BraTS2021_01518_flair_32.png,BraTS2021_01518_seg_32.png,1
BraTS2021_01518_flair_37.png,BraTS2021_01518_seg_37.png,1
BraTS2021_01518_flair_42.png,BraTS2021_01518_seg_42.png,4
BraTS2021_01518_flair_47.png,BraTS2021_01518_seg_47.png,2
BraTS2021_01518_flair_52.png,BraTS2021_01518_seg_52.png,1
BraTS2021_01518_flair_57.png,BraTS2021_01518_seg_57.png,1
BraTS2021_01518_flair_62.png,BraTS2021_01518_seg_62.png,1
BraTS2021_01518_flair_67.png,BraTS2021_01518_seg_67.png,1
BraTS2021_01519_flair_15.png,BraTS2021_01519_seg_15.png,9
BraTS2021_01519_flair_20.png,BraTS2021_01519_seg_20.png,6
BraTS2021_01519_flair_25.png,BraTS2021_01519_seg_25.png,2
BraTS2021_01519_flair_30.png,BraTS2021_01519_seg_30.png,3
BraTS2021_01519_flair_35.png,BraTS2021_01519_seg_35.png,3
BraTS2021_01519_flair_40.png,BraTS2021_01519_seg_40.png,4
BraTS2021_01519_flair_45.png,BraTS2021_01519_seg_45.png,3
BraTS2021_01519_flair_50.png,BraTS2021_01519_seg_50.png,5
BraTS2021_01520_flair_38.png,BraTS2021_01520_seg_38.png,2
BraTS2021_01520_flair_43.png,BraTS2021_01520_seg_43.png,1
BraTS2021_01520_flair_48.png,BraTS2021_01520_seg_48.png,1
BraTS2021_01520_flair_53.png,BraTS2021_01520_seg_53.png,1
BraTS2021_01520_flair_58.png,BraTS2021_01520_seg_58.png,1
BraTS2021_01520_flair_63.png,BraTS2021_01520_seg_63.png,1
BraTS2021_01520_flair_68.png,BraTS2021_01520_seg_68.png,1
BraTS2021_01521_flair_1.png,BraTS2021_01521_seg_1.png,2
BraTS2021_01521_flair_11.png,BraTS2021_01521_seg_11.png,9
BraTS2021_01521_flair_16.png,BraTS2021_01521_seg_16.png,6
BraTS2021_01521_flair_21.png,BraTS2021_01521_seg_21.png,7
BraTS2021_01521_flair_26.png,BraTS2021_01521_seg_26.png,15
BraTS2021_01521_flair_31.png,BraTS2021_01521_seg_31.png,15
BraTS2021_01521_flair_36.png,BraTS2021_01521_seg_36.png,7
BraTS2021_01521_flair_41.png,BraTS2021_01521_seg_41.png,2
BraTS2021_01521_flair_46.png,BraTS2021_01521_seg_46.png,6
BraTS2021_01521_flair_51.png,BraTS2021_01521_seg_51.png,3
BraTS2021_01521_flair_56.png,BraTS2021_01521_seg_56.png,11
BraTS2021_01521_flair_6.png,BraTS2021_01521_seg_6.png,10
BraTS2021_01521_flair_61.png,BraTS2021_01521_seg_61.png,5
BraTS2021_01521_flair_66.png,BraTS2021_01521_seg_66.png,7
BraTS2021_01522_flair_11.png,BraTS2021_01522_seg_11.png,1
BraTS2021_01522_flair_16.png,BraTS2021_01522_seg_16.png,1
BraTS2021_01522_flair_21.png,BraTS2021_01522_seg_21.png,1
BraTS2021_01522_flair_26.png,BraTS2021_01522_seg_26.png,1
BraTS2021_01522_flair_31.png,BraTS2021_01522_seg_31.png,1
BraTS2021_01522_flair_36.png,BraTS2021_01522_seg_36.png,1
BraTS2021_01522_flair_41.png,BraTS2021_01522_seg_41.png,1
BraTS2021_01523_flair_0.png,BraTS2021_01523_seg_0.png,5
BraTS2021_01523_flair_10.png,BraTS2021_01523_seg_10.png,13
BraTS2021_01523_flair_15.png,BraTS2021_01523_seg_15.png,6
BraTS2021_01523_flair_20.png,BraTS2021_01523_seg_20.png,4
BraTS2021_01523_flair_25.png,BraTS2021_01523_seg_25.png,3
BraTS2021_01523_flair_30.png,BraTS2021_01523_seg_30.png,1
BraTS2021_01523_flair_35.png,BraTS2021_01523_seg_35.png,7
BraTS2021_01523_flair_40.png,BraTS2021_01523_seg_40.png,2
BraTS2021_01523_flair_45.png,BraTS2021_01523_seg_45.png,1
BraTS2021_01523_flair_5.png,BraTS2021_01523_seg_5.png,1
BraTS2021_01523_flair_50.png,BraTS2021_01523_seg_50.png,1
BraTS2021_01523_flair_55.png,BraTS2021_01523_seg_55.png,1
BraTS2021_01523_flair_60.png,BraTS2021_01523_seg_60.png,1
BraTS2021_01523_flair_65.png,BraTS2021_01523_seg_65.png,2
BraTS2021_01524_flair_1.png,BraTS2021_01524_seg_1.png,20
BraTS2021_01524_flair_11.png,BraTS2021_01524_seg_11.png,5
BraTS2021_01524_flair_16.png,BraTS2021_01524_seg_16.png,8
BraTS2021_01524_flair_21.png,BraTS2021_01524_seg_21.png,4
BraTS2021_01524_flair_26.png,BraTS2021_01524_seg_26.png,7
BraTS2021_01524_flair_31.png,BraTS2021_01524_seg_31.png,5
BraTS2021_01524_flair_36.png,BraTS2021_01524_seg_36.png,3
BraTS2021_01524_flair_41.png,BraTS2021_01524_seg_41.png,3
BraTS2021_01524_flair_46.png,BraTS2021_01524_seg_46.png,10
BraTS2021_01524_flair_6.png,BraTS2021_01524_seg_6.png,7
BraTS2021_01525_flair_14.png,BraTS2021_01525_seg_14.png,6
BraTS2021_01525_flair_19.png,BraTS2021_01525_seg_19.png,12
BraTS2021_01525_flair_24.png,BraTS2021_01525_seg_24.png,12
BraTS2021_01525_flair_29.png,BraTS2021_01525_seg_29.png,7
BraTS2021_01525_flair_34.png,BraTS2021_01525_seg_34.png,8
BraTS2021_01525_flair_39.png,BraTS2021_01525_seg_39.png,9
BraTS2021_01525_flair_44.png,BraTS2021_01525_seg_44.png,4
BraTS2021_01525_flair_49.png,BraTS2021_01525_seg_49.png,13
BraTS2021_01525_flair_54.png,BraTS2021_01525_seg_54.png,4
BraTS2021_01525_flair_59.png,BraTS2021_01525_seg_59.png,10
BraTS2021_01526_flair_40.png,BraTS2021_01526_seg_40.png,1
BraTS2021_01526_flair_45.png,BraTS2021_01526_seg_45.png,1
BraTS2021_01526_flair_50.png,BraTS2021_01526_seg_50.png,7
BraTS2021_01526_flair_55.png,BraTS2021_01526_seg_55.png,2
BraTS2021_01526_flair_60.png,BraTS2021_01526_seg_60.png,1
BraTS2021_01526_flair_65.png,BraTS2021_01526_seg_65.png,2
BraTS2021_01527_flair_0.png,BraTS2021_01527_seg_0.png,1
BraTS2021_01527_flair_10.png,BraTS2021_01527_seg_10.png,4
BraTS2021_01527_flair_15.png,BraTS2021_01527_seg_15.png,2
BraTS2021_01527_flair_20.png,BraTS2021_01527_seg_20.png,3
BraTS2021_01527_flair_25.png,BraTS2021_01527_seg_25.png,1
BraTS2021_01527_flair_5.png,BraTS2021_01527_seg_5.png,4
BraTS2021_01528_flair_0.png,BraTS2021_01528_seg_0.png,2
BraTS2021_01528_flair_10.png,BraTS2021_01528_seg_10.png,2
BraTS2021_01528_flair_15.png,BraTS2021_01528_seg_15.png,3
BraTS2021_01528_flair_20.png,BraTS2021_01528_seg_20.png,1
BraTS2021_01528_flair_25.png,BraTS2021_01528_seg_25.png,1
BraTS2021_01528_flair_30.png,BraTS2021_01528_seg_30.png,1
BraTS2021_01528_flair_35.png,BraTS2021_01528_seg_35.png,2
BraTS2021_01528_flair_40.png,BraTS2021_01528_seg_40.png,2
BraTS2021_01528_flair_45.png,BraTS2021_01528_seg_45.png,1
BraTS2021_01528_flair_5.png,BraTS2021_01528_seg_5.png,2
BraTS2021_01528_flair_50.png,BraTS2021_01528_seg_50.png,1
BraTS2021_01529_flair_0.png,BraTS2021_01529_seg_0.png,5
BraTS2021_01529_flair_10.png,BraTS2021_01529_seg_10.png,4
BraTS2021_01529_flair_15.png,BraTS2021_01529_seg_15.png,1
BraTS2021_01529_flair_20.png,BraTS2021_01529_seg_20.png,1
BraTS2021_01529_flair_25.png,BraTS2021_01529_seg_25.png,1
BraTS2021_01529_flair_30.png,BraTS2021_01529_seg_30.png,1
BraTS2021_01529_flair_35.png,BraTS2021_01529_seg_35.png,1
BraTS2021_01529_flair_5.png,BraTS2021_01529_seg_5.png,5
BraTS2021_01531_flair_55.png,BraTS2021_01531_seg_55.png,1
BraTS2021_01531_flair_60.png,BraTS2021_01531_seg_60.png,1
BraTS2021_01531_flair_65.png,BraTS2021_01531_seg_65.png,1
BraTS2021_01532_flair_10.png,BraTS2021_01532_seg_10.png,2
BraTS2021_01532_flair_15.png,BraTS2021_01532_seg_15.png,1
BraTS2021_01532_flair_20.png,BraTS2021_01532_seg_20.png,1
BraTS2021_01532_flair_25.png,BraTS2021_01532_seg_25.png,1
BraTS2021_01532_flair_30.png,BraTS2021_01532_seg_30.png,1
BraTS2021_01532_flair_35.png,BraTS2021_01532_seg_35.png,1
BraTS2021_01532_flair_40.png,BraTS2021_01532_seg_40.png,1
BraTS2021_01532_flair_45.png,BraTS2021_01532_seg_45.png,1
BraTS2021_01532_flair_50.png,BraTS2021_01532_seg_50.png,1
BraTS2021_01532_flair_55.png,BraTS2021_01532_seg_55.png,1
BraTS2021_01532_flair_60.png,BraTS2021_01532_seg_60.png,1
BraTS2021_01532_flair_65.png,BraTS2021_01532_seg_65.png,1
BraTS2021_01533_flair_0.png,BraTS2021_01533_seg_0.png,2
BraTS2021_01533_flair_10.png,BraTS2021_01533_seg_10.png,4
BraTS2021_01533_flair_15.png,BraTS2021_01533_seg_15.png,3
BraTS2021_01533_flair_20.png,BraTS2021_01533_seg_20.png,1
BraTS2021_01533_flair_25.png,BraTS2021_01533_seg_25.png,1
BraTS2021_01533_flair_30.png,BraTS2021_01533_seg_30.png,2
BraTS2021_01533_flair_35.png,BraTS2021_01533_seg_35.png,1
BraTS2021_01533_flair_40.png,BraTS2021_01533_seg_40.png,2
BraTS2021_01533_flair_45.png,BraTS2021_01533_seg_45.png,1
BraTS2021_01533_flair_5.png,BraTS2021_01533_seg_5.png,2
BraTS2021_01533_flair_50.png,BraTS2021_01533_seg_50.png,2
BraTS2021_01533_flair_55.png,BraTS2021_01533_seg_55.png,2
BraTS2021_01533_flair_60.png,BraTS2021_01533_seg_60.png,2
BraTS2021_01533_flair_65.png,BraTS2021_01533_seg_65.png,1
BraTS2021_01534_flair_0.png,BraTS2021_01534_seg_0.png,4
BraTS2021_01534_flair_10.png,BraTS2021_01534_seg_10.png,1
BraTS2021_01534_flair_15.png,BraTS2021_01534_seg_15.png,1
BraTS2021_01534_flair_20.png,BraTS2021_01534_seg_20.png,4
BraTS2021_01534_flair_25.png,BraTS2021_01534_seg_25.png,4
BraTS2021_01534_flair_30.png,BraTS2021_01534_seg_30.png,2
BraTS2021_01534_flair_35.png,BraTS2021_01534_seg_35.png,2
BraTS2021_01534_flair_5.png,BraTS2021_01534_seg_5.png,2
BraTS2021_01535_flair_0.png,BraTS2021_01535_seg_0.png,1
BraTS2021_01535_flair_10.png,BraTS2021_01535_seg_10.png,1
BraTS2021_01535_flair_15.png,BraTS2021_01535_seg_15.png,1
BraTS2021_01535_flair_20.png,BraTS2021_01535_seg_20.png,1
BraTS2021_01535_flair_25.png,BraTS2021_01535_seg_25.png,1
BraTS2021_01535_flair_30.png,BraTS2021_01535_seg_30.png,2
BraTS2021_01535_flair_35.png,BraTS2021_01535_seg_35.png,1
BraTS2021_01535_flair_5.png,BraTS2021_01535_seg_5.png,1
BraTS2021_01536_flair_0.png,BraTS2021_01536_seg_0.png,2
BraTS2021_01536_flair_10.png,BraTS2021_01536_seg_10.png,4
BraTS2021_01536_flair_15.png,BraTS2021_01536_seg_15.png,5
BraTS2021_01536_flair_5.png,BraTS2021_01536_seg_5.png,5
BraTS2021_01537_flair_11.png,BraTS2021_01537_seg_11.png,2
BraTS2021_01537_flair_16.png,BraTS2021_01537_seg_16.png,1
BraTS2021_01537_flair_21.png,BraTS2021_01537_seg_21.png,1
BraTS2021_01537_flair_26.png,BraTS2021_01537_seg_26.png,1
BraTS2021_01537_flair_31.png,BraTS2021_01537_seg_31.png,1
BraTS2021_01537_flair_36.png,BraTS2021_01537_seg_36.png,1
BraTS2021_01537_flair_41.png,BraTS2021_01537_seg_41.png,1
BraTS2021_01537_flair_46.png,BraTS2021_01537_seg_46.png,1
BraTS2021_01537_flair_51.png,BraTS2021_01537_seg_51.png,2
BraTS2021_01537_flair_56.png,BraTS2021_01537_seg_56.png,1
BraTS2021_01537_flair_6.png,BraTS2021_01537_seg_6.png,3
BraTS2021_01537_flair_61.png,BraTS2021_01537_seg_61.png,2
BraTS2021_01537_flair_66.png,BraTS2021_01537_seg_66.png,1
BraTS2021_01538_flair_23.png,BraTS2021_01538_seg_23.png,1
BraTS2021_01538_flair_28.png,BraTS2021_01538_seg_28.png,3
BraTS2021_01538_flair_33.png,BraTS2021_01538_seg_33.png,1
BraTS2021_01538_flair_38.png,BraTS2021_01538_seg_38.png,1
BraTS2021_01538_flair_43.png,BraTS2021_01538_seg_43.png,1
BraTS2021_01538_flair_48.png,BraTS2021_01538_seg_48.png,1
BraTS2021_01538_flair_53.png,BraTS2021_01538_seg_53.png,1
BraTS2021_01539_flair_0.png,BraTS2021_01539_seg_0.png,1
BraTS2021_01539_flair_10.png,BraTS2021_01539_seg_10.png,1
BraTS2021_01539_flair_15.png,BraTS2021_01539_seg_15.png,2
BraTS2021_01539_flair_20.png,BraTS2021_01539_seg_20.png,4
BraTS2021_01539_flair_25.png,BraTS2021_01539_seg_25.png,2
BraTS2021_01539_flair_30.png,BraTS2021_01539_seg_30.png,5
BraTS2021_01539_flair_35.png,BraTS2021_01539_seg_35.png,2
BraTS2021_01539_flair_5.png,BraTS2021_01539_seg_5.png,1
BraTS2021_01540_flair_0.png,BraTS2021_01540_seg_0.png,1
BraTS2021_01540_flair_10.png,BraTS2021_01540_seg_10.png,3
BraTS2021_01540_flair_15.png,BraTS2021_01540_seg_15.png,1
BraTS2021_01540_flair_20.png,BraTS2021_01540_seg_20.png,2
BraTS2021_01540_flair_25.png,BraTS2021_01540_seg_25.png,2
BraTS2021_01540_flair_30.png,BraTS2021_01540_seg_30.png,1
BraTS2021_01540_flair_35.png,BraTS2021_01540_seg_35.png,4
BraTS2021_01540_flair_5.png,BraTS2021_01540_seg_5.png,1
BraTS2021_01541_flair_0.png,BraTS2021_01541_seg_0.png,2
BraTS2021_01541_flair_10.png,BraTS2021_01541_seg_10.png,5
BraTS2021_01541_flair_15.png,BraTS2021_01541_seg_15.png,4
BraTS2021_01541_flair_20.png,BraTS2021_01541_seg_20.png,3
BraTS2021_01541_flair_25.png,BraTS2021_01541_seg_25.png,1
BraTS2021_01541_flair_30.png,BraTS2021_01541_seg_30.png,2
BraTS2021_01541_flair_35.png,BraTS2021_01541_seg_35.png,2
BraTS2021_01541_flair_40.png,BraTS2021_01541_seg_40.png,2
BraTS2021_01541_flair_45.png,BraTS2021_01541_seg_45.png,2
BraTS2021_01541_flair_5.png,BraTS2021_01541_seg_5.png,4
BraTS2021_01541_flair_50.png,BraTS2021_01541_seg_50.png,2
BraTS2021_01541_flair_55.png,BraTS2021_01541_seg_55.png,2
BraTS2021_01542_flair_0.png,BraTS2021_01542_seg_0.png,2
BraTS2021_01542_flair_10.png,BraTS2021_01542_seg_10.png,2
BraTS2021_01542_flair_15.png,BraTS2021_01542_seg_15.png,1
BraTS2021_01542_flair_20.png,BraTS2021_01542_seg_20.png,3
BraTS2021_01542_flair_25.png,BraTS2021_01542_seg_25.png,1
BraTS2021_01542_flair_30.png,BraTS2021_01542_seg_30.png,1
BraTS2021_01542_flair_35.png,BraTS2021_01542_seg_35.png,1
BraTS2021_01542_flair_40.png,BraTS2021_01542_seg_40.png,2
BraTS2021_01542_flair_45.png,BraTS2021_01542_seg_45.png,2
BraTS2021_01542_flair_5.png,BraTS2021_01542_seg_5.png,1
BraTS2021_01542_flair_50.png,BraTS2021_01542_seg_50.png,2
BraTS2021_01542_flair_55.png,BraTS2021_01542_seg_55.png,1
BraTS2021_01542_flair_60.png,BraTS2021_01542_seg_60.png,1
BraTS2021_01542_flair_65.png,BraTS2021_01542_seg_65.png,1
BraTS2021_01543_flair_14.png,BraTS2021_01543_seg_14.png,1
BraTS2021_01543_flair_19.png,BraTS2021_01543_seg_19.png,1
BraTS2021_01543_flair_24.png,BraTS2021_01543_seg_24.png,2
BraTS2021_01543_flair_29.png,BraTS2021_01543_seg_29.png,1
BraTS2021_01543_flair_34.png,BraTS2021_01543_seg_34.png,2
BraTS2021_01543_flair_4.png,BraTS2021_01543_seg_4.png,1
BraTS2021_01543_flair_9.png,BraTS2021_01543_seg_9.png,1
BraTS2021_01544_flair_0.png,BraTS2021_01544_seg_0.png,3
BraTS2021_01544_flair_10.png,BraTS2021_01544_seg_10.png,1
BraTS2021_01544_flair_15.png,BraTS2021_01544_seg_15.png,1
BraTS2021_01544_flair_20.png,BraTS2021_01544_seg_20.png,3
BraTS2021_01544_flair_25.png,BraTS2021_01544_seg_25.png,2
BraTS2021_01544_flair_30.png,BraTS2021_01544_seg_30.png,1
BraTS2021_01544_flair_35.png,BraTS2021_01544_seg_35.png,1
BraTS2021_01544_flair_40.png,BraTS2021_01544_seg_40.png,1
BraTS2021_01544_flair_45.png,BraTS2021_01544_seg_45.png,1
BraTS2021_01544_flair_5.png,BraTS2021_01544_seg_5.png,2
BraTS2021_01544_flair_50.png,BraTS2021_01544_seg_50.png,3
BraTS2021_01545_flair_20.png,BraTS2021_01545_seg_20.png,2
BraTS2021_01545_flair_25.png,BraTS2021_01545_seg_25.png,3
BraTS2021_01545_flair_30.png,BraTS2021_01545_seg_30.png,2
BraTS2021_01545_flair_35.png,BraTS2021_01545_seg_35.png,1
BraTS2021_01545_flair_40.png,BraTS2021_01545_seg_40.png,1
BraTS2021_01545_flair_45.png,BraTS2021_01545_seg_45.png,2
BraTS2021_01545_flair_50.png,BraTS2021_01545_seg_50.png,2
BraTS2021_01545_flair_55.png,BraTS2021_01545_seg_55.png,2
BraTS2021_01545_flair_60.png,BraTS2021_01545_seg_60.png,3
BraTS2021_01545_flair_65.png,BraTS2021_01545_seg_65.png,1
BraTS2021_01546_flair_0.png,BraTS2021_01546_seg_0.png,1
BraTS2021_01546_flair_10.png,BraTS2021_01546_seg_10.png,1
BraTS2021_01546_flair_15.png,BraTS2021_01546_seg_15.png,1
BraTS2021_01546_flair_20.png,BraTS2021_01546_seg_20.png,2
BraTS2021_01546_flair_25.png,BraTS2021_01546_seg_25.png,1
BraTS2021_01546_flair_30.png,BraTS2021_01546_seg_30.png,2
BraTS2021_01546_flair_35.png,BraTS2021_01546_seg_35.png,2
BraTS2021_01546_flair_40.png,BraTS2021_01546_seg_40.png,1
BraTS2021_01546_flair_45.png,BraTS2021_01546_seg_45.png,1
BraTS2021_01546_flair_5.png,BraTS2021_01546_seg_5.png,1
BraTS2021_01546_flair_50.png,BraTS2021_01546_seg_50.png,1
BraTS2021_01547_flair_13.png,BraTS2021_01547_seg_13.png,1
BraTS2021_01547_flair_18.png,BraTS2021_01547_seg_18.png,2
